selection_date,effective_date,instrument,rank,median_amount,mean_amount,valid_days,listing_trading_days,selection_reason,max_source_date
2024-04-30,2024-05-06,SZ002142,121,692437.125,821374.625,250,4081,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002602,122,692094.28125,993199.125,250,3099,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ301205,123,689972.65625,751320.5,250,394,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300122,124,685362.59375,783420.5625,250,3301,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601225,125,681386.71875,748286.5,250,2494,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002654,126,677996.21875,893218.875,250,2966,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600938,127,677669.0,863362.125,250,492,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000158,128,674818.4375,942632.1875,250,5765,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002738,129,669884.28125,776651.6875,250,2269,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000034,130,664021.75,783711.1875,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000021,131,654415.21875,976555.125,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603918,132,652992.125,890228.5,250,2171,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300678,133,652433.03125,929809.625,250,1641,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600188,134,650865.875,711643.875,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300620,135,648415.375,842511.5,250,1736,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH605117,136,646272.5625,761667.875,250,735,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600522,137,644335.78125,805566.4375,250,5227,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002292,138,643786.5625,882203.375,250,3554,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300896,139,639725.0625,747996.375,250,868,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600745,140,639699.75,786579.4375,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002558,141,636276.25,809221.0625,250,3201,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300229,142,634636.96875,1031651.5,250,3130,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688008,143,633314.34375,727475.0,250,1159,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601600,144,628867.9375,758980.9375,250,4134,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002027,145,627309.15625,722237.0,250,4797,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300496,146,625720.5625,771136.4375,250,2039,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600732,147,623486.9375,766368.25,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300124,148,615912.65625,682730.1875,250,3301,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300759,149,613722.875,710780.9375,250,1274,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300494,150,608130.125,751634.6875,250,2024,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300763,151,598491.59375,686156.375,250,1243,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601328,152,593598.71875,675581.0625,250,4128,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300347,153,593473.65625,696031.625,250,2842,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300017,154,593122.28125,780897.6875,250,3524,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601919,155,592224.875,708489.75,250,4098,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601186,156,584286.21875,802047.1875,250,3926,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603108,157,577793.0625,744009.0,250,2172,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601788,158,576476.875,826184.375,250,3571,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603993,159,572624.0,804509.9375,250,2810,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300782,160,570632.0,676478.875,250,1183,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601858,161,561775.21875,743198.0,250,1768,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600256,162,561543.6875,660588.8125,250,5806,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300475,163,559301.125,728179.8125,250,2162,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000766,164,557981.8125,714481.6875,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600415,165,554341.6875,928769.625,250,5341,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000338,166,553597.5,650795.125,250,4134,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002352,167,553036.53125,615863.125,250,3455,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002709,168,550117.46875,675994.125,250,2497,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600690,169,549833.21875,607532.25,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000661,170,549531.875,635753.1875,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002607,171,547828.5,688045.1875,250,3090,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300199,172,545072.75,786588.5,250,3177,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300456,173,540491.46875,601308.875,250,2181,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600089,174,539581.125,678942.0625,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601939,175,537621.34375,617250.5,250,4033,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600602,176,536164.375,716196.3125,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002400,177,526503.375,724018.125,250,3398,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000032,178,525620.96875,624523.4375,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002176,179,525584.640625,850512.8125,250,4025,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601995,180,523655.9375,758631.75,250,849,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300223,181,523162.296875,739430.125,250,3140,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000066,182,517846.171875,664612.375,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002624,183,517799.34375,767898.4375,250,3039,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000656,184,517756.4375,801910.1875,239,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603688,185,517750.71875,591564.5625,250,2311,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688390,186,516573.53125,563618.625,250,884,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002222,187,516513.625,721511.375,250,3919,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601658,188,512637.375,591556.625,250,1064,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300182,189,510684.375,740340.3125,250,3207,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601985,190,509043.890625,618336.9375,250,2162,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002920,191,508149.6875,660116.8125,250,1539,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600733,192,508046.96875,1006955.125,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688525,193,507472.96875,644701.0,250,321,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601059,194,503130.28125,757186.625,250,304,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688036,195,502680.203125,594988.5,250,1110,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002304,196,502010.421875,566020.6875,250,3519,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600547,197,496559.6875,607217.75,250,5022,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ301308,198,496160.171875,545737.5625,250,420,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002384,199,492974.953125,556197.5625,250,3416,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600633,200,492581.5625,605812.4375,250,5894,top_median_amount,2024-04-30
2024-05-31,2024-06-03,SH600519,1,3848373.375,4306366.5,250,5521,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601127,2,3809735.75,4214594.5,250,1935,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300750,3,3733558.5,4136106.75,250,1450,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300308,4,3657509.5,4057744.5,250,2952,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000977,5,3161175.625,3708527.75,250,5817,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000625,6,2721633.75,3216306.5,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601138,7,2646746.25,3112472.75,250,1451,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002230,8,2628974.75,3033649.25,250,3904,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300418,9,2585989.375,3006636.75,250,2275,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300502,10,2538007.5,2760767.25,250,2005,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601012,11,2503276.75,2819843.0,250,2951,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300059,12,2402954.5,3149899.5,250,3450,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000063,13,2348809.75,2809082.25,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002594,14,2237431.25,2531513.25,250,3139,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000858,15,2227363.125,2558704.75,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601318,16,2094617.625,2356981.75,250,4196,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603019,17,1910367.125,2701875.0,250,2327,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ301236,18,1817341.6875,1912513.25,250,537,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002475,19,1767918.75,2042295.375,250,3327,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300394,20,1730702.125,1836564.25,250,2256,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002229,21,1699750.0,1964937.25,250,3906,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300364,22,1672055.625,2049436.625,250,2275,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603259,23,1655628.125,2458230.25,250,1474,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600036,24,1651027.9375,1867932.625,250,5378,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601888,25,1637672.5,1819164.625,250,3555,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300274,26,1523911.5,1710189.625,250,3056,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601899,27,1519233.5625,1863683.375,250,3913,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000988,28,1499530.375,1912358.5,250,5817,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600150,29,1455300.375,1687230.625,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002371,30,1434700.25,1527659.625,250,3453,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600030,31,1428662.0,1915435.0,250,5196,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688256,32,1422833.8125,1566108.5,250,938,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603000,33,1419253.1875,1732938.75,250,2939,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000333,34,1370666.8125,1481878.875,250,2600,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002261,35,1355205.875,1974473.125,250,3853,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688041,36,1313270.0,1477160.375,250,435,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600900,37,1304375.625,1432660.625,250,4989,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002466,38,1290201.6875,1484339.25,250,3338,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000568,39,1270891.75,1387879.125,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601288,40,1243255.6875,1292695.0,250,3371,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603083,41,1242341.4375,1637075.75,250,1591,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601398,42,1218130.25,1300680.375,250,4277,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603986,43,1174632.375,1319672.5,250,1889,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002463,44,1167957.1875,1329851.875,250,3347,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002281,45,1132984.6875,1458698.375,250,3588,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000725,46,1128608.1875,1221720.25,250,5667,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000628,47,1125698.0,1466031.375,240,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600418,48,1103494.3125,1487693.875,250,5522,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600276,49,1098230.8125,1368908.625,250,5728,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601857,50,1096918.625,1333590.125,250,4029,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002129,51,1088792.9375,1292206.0,250,4160,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000651,52,1071533.5,1239218.75,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300339,53,1067701.1875,1416416.125,250,2884,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000938,54,1046886.9375,1418779.25,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300033,55,1027992.28125,1230798.75,250,3504,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688981,56,1021514.0,1301316.375,250,940,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688111,57,1016123.5625,1218829.5,250,1100,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002241,58,1014794.15625,1180467.0,250,3896,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002459,59,1014777.0625,1166838.625,250,3353,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002555,60,991519.625,1221162.125,250,3221,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000001,61,979935.28125,1196821.625,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300624,62,963883.46875,1142227.75,250,1543,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601360,63,946540.75,1470276.5,250,3005,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600809,64,938781.8125,1075641.875,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002456,65,935546.78125,1660866.125,250,3358,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000002,66,929206.375,1294133.875,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600887,67,921682.25,1027441.6875,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600839,68,913594.90625,1396591.0,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300002,69,911574.125,1062607.0,250,3544,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000100,70,902989.15625,1046200.875,250,4945,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002156,71,902787.40625,1161590.0,250,4081,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600050,72,901612.8125,1092393.75,250,5258,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002415,73,899754.84375,975169.375,250,3402,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300760,74,883969.21875,1060982.375,250,1366,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688012,75,882983.28125,1007330.5625,250,1179,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002049,76,874243.0625,1093937.5,250,4617,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601668,77,864500.0,999039.9375,250,3605,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002460,78,864237.15625,998765.3125,250,3353,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600941,79,859771.09375,947807.5,250,581,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600048,80,853548.40625,1028730.8125,250,4336,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601881,81,824107.4375,982981.625,250,1785,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600438,82,819363.78125,927336.25,250,4923,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300045,83,818990.625,1429726.125,250,3487,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601099,84,811838.65625,1584550.375,250,3990,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601136,85,805490.65625,1105333.0,250,347,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603220,86,803937.0625,1085895.25,250,1344,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300014,87,796874.84375,927474.5,250,3544,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002236,88,794397.53125,1053371.75,250,3898,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600895,89,791207.75,1397818.375,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002050,90,779139.75,885536.625,250,4616,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601088,91,778906.84375,851275.4375,250,4048,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601166,92,776593.28125,872960.5625,250,4209,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300015,93,776288.40625,867435.5,250,3544,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600309,94,769778.21875,863020.5,250,5672,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601728,95,768529.5,874599.3125,250,671,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002714,96,766356.625,866365.1875,250,2514,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603501,97,756337.09375,849926.0625,250,1720,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601601,98,750337.375,887957.8125,250,3993,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600919,99,750302.53125,877972.125,250,1901,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601688,100,746128.84375,947801.625,250,3465,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601988,101,735516.40625,799777.5625,250,4354,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300476,102,731827.65625,964364.9375,250,2181,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600570,103,730068.75,850165.375,250,4969,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300315,104,724515.3125,1083278.0,250,2931,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600031,105,724015.9375,835496.75,250,5082,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600028,106,720728.375,800320.0,250,5534,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300058,107,720348.5625,1042774.5,250,3465,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600702,108,716027.5,813003.9375,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300474,109,715626.5625,1000869.375,250,1985,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002271,110,711080.0,849733.9375,250,3818,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600536,111,706382.8125,848991.25,250,5355,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300122,112,705507.03125,780337.5625,250,3321,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002865,113,703824.1875,835576.875,250,1726,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002812,114,701044.34375,827443.375,250,1870,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603799,115,698397.0625,850525.5625,250,2269,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601225,116,692602.0625,757885.0,250,2514,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002142,117,690058.0,794072.1875,250,4101,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601689,118,688026.3125,778513.0,250,2239,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002654,119,685786.625,894816.5625,250,2986,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600938,120,682753.4375,866381.625,250,512,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300459,121,681207.65625,948145.875,250,2200,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600584,122,680705.375,848978.5,245,5104,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002517,123,676756.03125,775333.4375,250,3276,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601390,124,673197.40625,810513.125,250,4009,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300570,125,670274.875,802944.5,250,1818,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000158,126,662367.1875,930111.75,250,5785,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300212,127,653501.8125,828680.5625,250,3178,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000034,128,652348.625,775491.0,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601600,129,648443.65625,821063.9375,250,4154,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600733,130,642305.625,1114067.0,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600188,131,637788.75,704276.3125,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600522,132,635531.96875,759288.625,250,5247,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688008,133,632710.125,688847.4375,250,1179,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002738,134,627643.03125,709601.125,250,2289,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000766,135,625932.375,748063.3125,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002602,136,622906.875,903620.1875,250,3119,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300896,137,620885.59375,736008.5625,250,888,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002027,138,617531.65625,674866.9375,250,4817,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300735,139,615483.0,1028913.0625,250,1556,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600732,140,613447.4375,763253.0,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300759,141,608470.96875,700840.0625,250,1294,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH605117,142,603761.71875,739471.375,250,755,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601919,143,598997.53125,843986.25,250,4118,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000338,144,597654.0,686541.125,250,4154,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600745,145,597202.21875,702112.125,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300496,146,596520.78125,773399.375,250,2059,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300124,147,596092.9375,665607.25,250,3321,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300620,148,594545.65625,809760.3125,250,1756,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300347,149,590481.5625,695807.6875,250,2862,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601328,150,589653.5625,639336.0,250,4148,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300763,151,582269.0,664968.0,250,1263,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603993,152,581798.5625,894800.3125,250,2830,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002558,153,579806.5,717140.5625,250,3221,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603108,154,577793.0625,750926.5625,250,2192,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300782,155,575706.5625,679232.375,250,1203,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300475,156,574882.15625,756310.875,250,2182,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603918,157,571567.625,826460.0625,250,2191,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300494,158,569472.4375,698170.375,250,2044,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ301205,159,564465.90625,681461.5625,250,414,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600690,160,559242.9375,623855.8125,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600256,161,556902.75,653834.625,250,5826,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002292,162,556009.46875,793147.1875,250,3574,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601901,163,553490.84375,909693.3125,250,3110,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300229,164,550657.0625,852575.9375,250,3150,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002352,165,548028.65625,597201.625,250,3475,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002176,166,545067.125,849062.3125,250,4045,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300678,167,544514.6875,795850.625,250,1661,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000021,168,543965.8125,831087.375,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601788,169,543407.0625,750951.5625,250,3591,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000661,170,543046.875,612597.5625,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300017,171,541371.15625,659512.0625,250,3544,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601939,172,537621.34375,580937.0,250,4053,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601186,173,535863.84375,672799.6875,250,3946,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600602,174,531181.0625,711421.0,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600089,175,530890.78125,606588.8125,250,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ000656,176,527360.625,817391.4375,239,5914,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ300199,177,525697.65625,787389.5,250,3197,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002709,178,521840.046875,632749.125,250,2517,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002607,179,511561.53125,600784.4375,250,3110,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002920,180,511284.09375,674053.5,250,1559,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601985,181,511207.28125,636679.0,250,2182,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH603688,182,508599.875,578699.5,250,2331,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688525,183,507472.96875,633141.8125,250,341,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SZ002304,184,507168.296875,569595.0,250,3539,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH688036,185,499690.734375,567582.5625,250,1130,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601658,186,498990.4375,546537.75,250,1084,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH600547,187,496559.6875,601028.6875,250,5042,top_median_amount,2024-05-31
2024-05-31,2024-06-03,SH601059,188,495663.046875,746786.5625,250,324,top_median_amount,2024-05-31
