datetime,instrument,kunquant_alpha101_alpha004,kunquant_alpha101_alpha009,kunquant_alpha101_alpha012,kunquant_alpha101_alpha033,kunquant_alpha101_alpha101
2021-02-18,SH600000,-4.0,-0.073524,-0.073524,0.6995967741935484,0.10642054
2021-02-19,SH600000,-3.0,-0.07352352,0.07352352,0.7895791583166333,0.3978322
2021-02-22,SH600000,-1.0,0.13648796,0.13648796,0.8557114228456913,-0.83363974
2021-02-23,SH600000,-2.0,-0.03676176,0.03676176,0.26706827309236947,0.2483095
2021-02-24,SH600000,-3.0,0.094251156,0.094251156,0.7875751503006012,-0.6142008
2021-02-25,SH600000,-4.0,-0.10481024,0.10481024,0.14056224899598393,0.555759
2021-02-26,SH600000,-7.5,0.13648796,-0.13648796,0.8835341365461847,-0.63850564
2021-03-01,SH600000,-5.0,-0.02111864,0.02111864,0.8172690763052208,-0.07046723
2021-03-02,SH600000,-2.0,0.0578804,0.0578804,0.5622489959839357,-0.4094675
2021-03-03,SH600000,-2.5,-0.23621416,-0.23621416,0.08634538152610442,0.9554643
2021-03-04,SH600000,-6.5,0.02111864,-0.02111864,0.25903614457831325,0.49410743
2021-03-05,SH600000,-4.0,0.010559082,-0.010559082,0.7791164658634538,-0.039697587
2021-03-08,SH600000,-8.0,0.057489395,0.057489395,0.607645875251509,-0.7373991
2021-03-09,SH600000,-9.0,0.010559082,0.010559082,0.2575452716297787,-0.19848725
2021-03-10,SH600000,-7.0,-0.0054750443,-0.0054750443,0.21730382293762576,-0.2470522
2021-03-11,SH600000,-8.0,-0.09464216,-0.09464216,0.7090909090909091,0.47190517
2021-03-12,SH600000,-7.0,-0.0,-0.0,0.5584677419354839,0.047189657
2021-03-15,SH600000,-5.5,-0.11536932,-0.11536932,0.16297786720321933,0.66315264
2021-03-16,SH600000,-3.0,0.0054750443,-0.0054750443,0.5714285714285714,0.25872535
2021-03-17,SH600000,-2.5,0.09933519,-0.09933519,0.89738430583501,-0.7761748
2021-03-18,SH600000,-1.0,-0.057489395,0.057489395,0.32661290322580644,0.394978
2021-03-19,SH600000,-1.0,0.1990614,0.1990614,0.967741935483871,-0.73184407
2021-03-22,SH600000,-1.0,-0.05240488,0.05240488,0.5090543259557344,0.49635738
2021-03-23,SH600000,-2.0,-0.015643597,0.015643597,0.23493975903614459,0.13165854
2021-03-24,SH600000,-4.0,0.052405357,-0.052405357,0.6116700201207244,-0.49476033
2021-03-25,SH600000,-6.0,0.026202679,-0.026202679,0.7008032128514057,-0.52354056
2021-03-26,SH600000,-4.0,0.0054750443,-0.0054750443,0.9116465863453815,-0.49217376
2021-03-29,SH600000,-1.0,0.073132515,0.073132515,0.7469879518072289,-0.5943326
2021-03-30,SH600000,-7.0,-0.27766895,-0.27766895,0.09236947791164658,0.9185835
2021-03-31,SH600000,-9.0,0.010559082,-0.010559082,0.6740442655935613,-0.11634024
2021-04-01,SH600000,-6.5,0.052405357,-0.052405357,0.821285140562249,-0.49528143
2021-04-02,SH600000,-2.0,0.06804848,0.06804848,0.8661971830985915,-0.63851213
2021-04-06,SH600000,-1.5,0.03128624,-0.03128624,0.7971887550200804,-0.5361536
2021-04-07,SH600000,-1.0,-0.026202679,0.026202679,0.8313253012048193,-0.5235375
2021-04-08,SH600000,-1.5,-0.005084038,0.005084038,0.29518072289156627,0.21140577
2021-04-09,SH600000,-5.0,0.03676176,-0.03676176,0.6526104417670683,-0.4467943
2021-04-12,SH600000,-6.0,-0.07352352,-0.07352352,0.1144578313253012,0.6468107
2021-04-13,SH600000,-7.5,-0.01564312,0.01564312,0.25502008032128515,0.13165413
2021-04-14,SH600000,-7.0,0.08916664,-0.08916664,0.9778672032193159,-0.9130337
2021-04-15,SH600000,-5.0,0.083692074,0.083692074,0.8770161290322581,-0.6468148
2021-04-16,SH600000,-3.5,-0.057489395,0.057489395,0.6807228915662651,0.6822957
2021-04-19,SH600000,-2.0,-0.02111864,-0.02111864,0.6345381526104418,0.15632734
2021-04-20,SH600000,-1.0,0.04223728,-0.04223728,0.5543259557344065,-0.49064216
2021-04-21,SH600000,-3.0,-0.04223728,-0.04223728,0.23340040241448692,0.67940694
2021-04-22,SH600000,-1.5,0.078608036,-0.078608036,0.9014084507042254,-0.84197074
2021-04-23,SH600000,-1.0,-0.0,0.0,0.26814516129032256,0.10880326
2021-04-26,SH600000,-1.0,0.06843948,0.06843948,0.6983805668016194,-0.67595845
2021-04-27,SH600000,-1.5,0.01564312,-0.01564312,0.5101214574898786,-0.58876735
2021-04-28,SH600000,-1.0,0.010559559,0.010559559,0.8194726166328601,-0.526638
2021-04-29,SH600000,-2.0,-0.15213156,-0.15213156,0.09387755102040816,0.89069337
2021-04-30,SH600000,-1.0,0.2569418,0.2569418,0.8168724279835391,-0.71449125
2021-05-06,SH600000,-2.5,-0.026202679,0.026202679,0.3286004056795132,0.6134754
2021-05-07,SH600000,-5.0,0.03676176,0.03676176,0.6659919028340081,-0.43234733
2021-05-10,SH600000,-2.0,0.041846275,-0.041846275,0.8137651821862348,-0.60470694
2021-05-11,SH600000,-4.0,-0.052405357,0.052405357,0.4077079107505071,0.7562194
2021-05-12,SH600000,-2.5,-0.03676176,-0.03676176,0.5516194331983806,0.43978468
2021-05-13,SH600000,-1.0,0.01564312,-0.01564312,0.4818181818181818,0.0
2021-05-14,SH600000,-1.0,-0.05240488,-0.05240488,0.4329268292682927,0.52353805
2021-05-17,SH600000,-3.0,-0.010559559,0.010559559,0.30831643002028397,0.061768007
2021-05-18,SH600000,-4.0,-0.005084038,0.005084038,0.5541922290388548,0.4883576
2021-05-19,SH600000,-1.0,0.052405357,0.052405357,0.6122448979591837,-0.5306761
2021-05-20,SH600000,-1.0,-0.02111864,-0.02111864,0.24798387096774194,0.37058556
2021-05-21,SH600000,-3.0,0.03676176,-0.03676176,0.7515151515151515,-0.72412527
2021-05-24,SH600000,-5.5,-0.0,0.0,0.6202020202020202,0.10880326
2021-05-25,SH600000,-7.0,-0.12045336,-0.12045336,0.15524193548387097,0.80909765
2021-05-26,SH600000,-6.5,-0.015643597,0.015643597,0.46169354838709675,0.28187516
2021-05-27,SH600000,-6.0,0.031286716,-0.031286716,0.6955645161290323,-0.17451183
2021-05-28,SH600000,-6.5,-0.031286716,0.031286716,0.2782258064516129,0.17872533
2021-05-31,SH600000,-7.0,0.0418458,0.0418458,0.7479838709677419,-0.5742041
2021-06-01,SH600000,-3.5,0.041846275,0.041846275,0.7111111111111111,-0.4883633
2021-06-02,SH600000,-1.5,-0.015643597,0.015643597,0.32323232323232326,0.0981285
2021-06-03,SH600000,-1.0,-0.005084038,-0.005084038,0.5111111111111111,0.14093618
2021-06-04,SH600000,-2.5,-0.0,-0.0,0.5434343434343434,-0.104215756
2021-06-07,SH600000,-4.5,-0.0,0.0,0.6060606060606061,-0.41720763
2021-06-08,SH600000,-3.0,-0.042236805,-0.042236805,0.33131313131313134,0.46080536
2021-06-09,SH600000,-5.0,0.05240488,0.05240488,0.7419354838709677,-0.5637507
2021-06-10,SH600000,-2.0,-0.010168076,0.010168076,0.39271255060728744,0.17871721
2021-06-11,SH600000,-1.0,0.031286716,0.031286716,0.509090909090909,-0.40719643
2021-06-15,SH600000,-2.0,0.07352352,-0.07352352,0.4433198380566802,-0.8456191
2021-06-16,SH600000,-4.0,-0.010559082,0.010559082,0.3204868154158215,0.07581192
2021-06-17,SH600000,-3.0,0.005084038,-0.005084038,0.5850202429149798,-0.10880326
2021-06-18,SH600000,-2.5,-0.031286716,-0.031286716,0.44534412955465585,0.58876735
2021-06-21,SH600000,-1.0,0.031286716,-0.031286716,0.6693711967545639,-0.24417338
2021-06-22,SH600000,-1.0,0.02111864,0.02111864,0.757085020242915,-0.49218133
2021-06-23,SH600000,-1.0,0.005084038,-0.005084038,0.6024340770791075,-0.27814192
2021-06-24,SH600000,-1.0,-0.015643597,0.015643597,0.36585365853658536,0.24418719
2021-06-25,SH600000,-1.0,-0.03128624,-0.03128624,0.4340770791075051,0.5887689
2021-06-28,SH600000,-1.0,0.036370754,-0.036370754,0.5354969574036511,-0.6104489
2021-06-29,SH600000,-1.5,0.016034126,0.016034126,0.29006085192697767,-0.4845959
2021-06-30,SH600000,-5.0,-0.010559082,0.010559082,0.5640243902439024,0.0
2020-10-09,SH600004,,,,0.8870967741935484,-0.35817015
2020-10-12,SH600004,,-0.07999992,-0.07999992,0.5483870967741935,0.62995636
2020-10-13,SH600004,,0.032000065,-0.032000065,0.714859437751004,-0.51557046
2020-10-14,SH600004,,0.0068569183,0.0068569183,0.1891348088531187,0.054542366
2020-10-15,SH600004,,0.10400009,0.10400009,0.9096385542168675,-0.8256338
2020-10-16,SH600004,,0.0057144165,-0.0057144165,0.44176706827309237,0.14997183
2020-10-19,SH600004,,-0.0445714,-0.0445714,0.6204819277108434,-0.51060086
2020-10-20,SH600004,,-0.012571335,-0.012571335,0.8293172690763052,-0.3528636
2020-10-21,SH600004,-4.5,-0.030857086,-0.030857086,0.10642570281124498,0.4477189
2020-10-22,SH600004,-5.0,0.04571438,-0.04571438,0.7068273092369478,-0.44771293
2020-10-23,SH600004,-2.0,0.017142773,-0.017142773,0.3755020080321285,-0.4185349
2020-10-26,SH600004,-6.0,0.059428692,0.059428692,0.8032128514056225,-0.8905304
2020-10-27,SH600004,-1.0,0.033142805,-0.033142805,0.6646586345381527,-0.23073837
2020-10-28,SH600004,-1.0,-0.014857054,0.014857054,0.5200803212851406,-0.04958435
2020-10-29,SH600004,-2.0,-0.057142973,-0.057142973,0.6232464929859719,0.26082695
2020-10-30,SH600004,-3.0,-0.002285719,-0.002285719,0.12625250501002003,0.042851318
2020-11-02,SH600004,-2.0,-0.17599988,0.17599988,0.9538152610441767,-0.8111958
2020-11-03,SH600004,-1.0,-0.077714205,0.077714205,0.43775100401606426,0.6116091
2020-11-04,SH600004,-2.0,-0.07999992,0.07999992,0.05823293172690763,0.7217665
2020-11-05,SH600004,-3.5,-0.1405716,-0.1405716,0.11044176706827309,0.606719
2020-11-06,SH600004,-7.0,0.0034286976,-0.0034286976,0.45180722891566266,-0.14116658
2020-11-09,SH600004,-9.0,-0.074285746,-0.074285746,0.5991983967935872,0.35103735
2020-11-10,SH600004,-9.0,-0.24114275,-0.24114275,0.9438877755511023,-0.99346125
2020-11-11,SH600004,-8.5,-0.027428627,0.027428627,0.36472945891783565,0.08720685
2020-11-12,SH600004,-9.0,-0.020571709,0.020571709,0.15831663326653306,0.5806152
2020-11-13,SH600004,-8.5,0.06285715,-0.06285715,0.07615230460921844,0.52939206
2020-11-16,SH600004,-9.0,0.17599964,-0.17599964,0.15430861723446893,0.65104526
2020-11-17,SH600004,-9.0,0.098285675,-0.098285675,0.1903807615230461,0.2740281
2020-11-18,SH600004,-8.5,0.118857384,0.118857384,0.11422845691382766,0.5510019
2020-11-19,SH600004,-8.0,0.094857216,-0.094857216,0.6893787575150301,-0.21258704
2020-11-20,SH600004,-7.5,0.030857086,-0.030857086,0.8777555110220441,-0.22312862
2020-11-23,SH600004,-1.0,0.14285707,0.14285707,0.9478957915831663,-0.18071951
2020-11-24,SH600004,-3.0,0.011428833,-0.011428833,0.7715430861723447,-0.3088082
2020-11-25,SH600004,-4.0,-0.0057144165,-0.0057144165,0.3807615230460922,-0.25300068
2020-11-26,SH600004,-4.0,-0.012571335,0.012571335,0.1282565130260521,0.72522056
2020-11-27,SH600004,-5.0,-0.017142773,0.017142773,0.33867735470941884,0.29997578
2020-11-30,SH600004,-5.0,-0.0445714,-0.0445714,0.1623246492985972,0.25826493
2020-12-01,SH600004,-7.0,0.03885746,0.03885746,0.40681362725450904,0.542513
2020-12-02,SH600004,-6.0,0.07771444,-0.07771444,0.9235412474849095,-0.67665815
2020-12-03,SH600004,-5.0,-0.06285715,0.06285715,0.23694779116465864,0.37496832
2020-12-04,SH600004,-8.0,0.035428524,-0.035428524,0.8293172690763052,-0.47996816
2020-12-07,SH600004,-1.0,-0.0034284592,-0.0034284592,0.23694779116465864,0.13391815
2020-12-08,SH600004,-2.0,0.10514259,0.10514259,0.9538152610441767,-0.9684503
2020-12-09,SH600004,-2.5,0.056000233,-0.056000233,0.6144578313253012,-0.7558643
2020-12-10,SH600004,-4.0,0.033142567,-0.033142567,0.7610441767068273,-0.5155646
2020-12-11,SH600004,-4.5,0.050285816,0.050285816,0.5983935742971888,-0.5792844
2020-12-14,SH600004,-2.0,-0.023999691,0.023999691,0.5653923541247485,0.093739346
2020-12-15,SH600004,-1.0,-0.094857216,-0.094857216,0.11044176706827309,0.47522995
2020-12-16,SH600004,-6.0,0.059428215,-0.059428215,0.6993987975951904,-0.64072794
2020-12-17,SH600004,-3.0,-0.014856815,0.014856815,0.875751503006012,-0.21648197
2020-12-18,SH600004,-1.0,0.06514263,-0.06514263,0.8617234468937875,-0.7764054
2020-12-21,SH600004,-1.0,0.027428627,0.027428627,0.536144578313253,0.1337514
2020-12-22,SH600004,-1.0,0.2297144,0.2297144,0.9397590361445783,-0.93364084
2020-12-23,SH600004,-1.0,-0.0,0.0,0.6780684104627767,-0.18748055
2020-12-24,SH600004,-3.0,-0.0,0.0,0.19919517102615694,0.0
2020-12-25,SH600004,-4.0,-0.038856983,0.038856983,0.33064516129032256,0.8116951
2020-12-28,SH600004,-1.0,0.06285691,0.06285691,0.5705645161290323,-0.56465703
2020-12-29,SH600004,-2.0,-0.030857086,0.030857086,0.16498993963782696,0.4384387
2020-12-30,SH600004,-3.5,-0.076571226,-0.076571226,0.18108651911468812,0.57039356
2020-12-31,SH600004,-8.0,-0.14971447,-0.14971447,0.19517102615694165,0.54694206
2021-01-04,SH600004,-7.0,0.027428627,0.027428627,0.7303822937625755,-0.17474793
2021-01-05,SH600004,-7.0,0.06857109,0.06857109,0.5883534136546185,-0.26579368
2021-01-06,SH600004,-6.5,0.0800004,-0.0800004,0.5903614457831325,-0.331021
2021-01-07,SH600004,-1.0,0.2114284,0.2114284,0.9357429718875502,-0.8202903
2021-01-08,SH600004,-1.5,-0.10400009,0.10400009,0.13253012048192772,0.55607986
2021-01-11,SH600004,-3.0,0.08914304,-0.08914304,0.27710843373493976,-0.4020333
2021-01-12,SH600004,-2.0,-0.055999994,0.055999994,0.35943775100401604,0.54251266
2021-01-13,SH600004,-5.0,-0.14971423,-0.14971423,0.05823293172690763,0.599982
2021-01-14,SH600004,-6.0,0.14628553,-0.14628553,0.8815261044176707,-0.9022092
2021-01-15,SH600004,-5.5,0.011428595,-0.011428595,0.7208835341365462,-0.21174744
2021-01-18,SH600004,-5.0,0.04571438,0.04571438,0.9496981891348089,-0.5113227
2021-01-19,SH600004,-1.0,-0.07771444,0.07771444,0.21084337349397592,0.40907314
2021-01-20,SH600004,-3.0,0.026285887,-0.026285887,0.6305220883534136,-0.32964647
2021-01-21,SH600004,-1.0,-0.059428692,-0.059428692,0.18837675350701402,0.48646393
2021-01-22,SH600004,-9.0,-0.014857054,0.014857054,0.1903807615230461,0.302733
2021-01-25,SH600004,-8.5,0.038856983,-0.038856983,0.22444889779559118,0.104343206
2021-01-26,SH600004,-8.0,-0.057142735,-0.057142735,0.24448897795591182,0.1726542
2021-01-27,SH600004,-9.0,-0.08914304,-0.08914304,0.10420841683366733,0.6856876
2021-01-28,SH600004,-8.5,0.10400009,-0.10400009,0.7855711422845691,-0.61603403
2021-01-29,SH600004,-7.0,-0.13942862,-0.13942862,0.04417670682730924,0.38988227
2021-02-01,SH600004,-3.0,0.38400006,0.38400006,0.9859437751004017,-0.88232785
2021-02-02,SH600004,-1.0,0.33371425,0.33371425,0.9919517102615694,-0.70924985
2021-02-03,SH600004,-1.0,-0.10399985,0.10399985,0.04417670682730924,0.7108769
2021-02-04,SH600004,-3.0,-0.06857157,0.06857157,0.1746987951807229,0.06315562
2021-02-05,SH600004,-4.0,-0.011428595,0.011428595,0.6726907630522089,-0.34882197
2021-02-08,SH600004,-3.5,0.014857292,0.014857292,0.7108433734939759,-0.1589339
2021-02-09,SH600004,-5.0,-0.08342862,0.08342862,0.29518072289156627,0.71182114
2021-02-10,SH600004,-5.5,-0.0068571568,0.0068571568,0.5903614457831325,0.115371495
2021-02-18,SH600004,-5.0,-0.22285724,-0.22285724,0.13911290322580644,0.5430873
2021-02-19,SH600004,-9.0,-0.16342854,0.16342854,0.19839679358717435,0.6717968
2021-02-22,SH600004,-8.0,0.014857292,0.014857292,0.5210420841683366,0.078942984
2021-02-23,SH600004,-6.5,0.020571232,-0.020571232,0.5883534136546185,-0.21427426
2021-02-24,SH600004,-8.5,-0.012571335,-0.012571335,0.7244488977955912,-0.27549922
2021-02-25,SH600004,-9.0,-0.053714275,0.053714275,0.3032128514056225,0.095736295
2021-02-26,SH600004,-6.0,0.14057136,-0.14057136,0.9056224899598394,-0.46151826
2021-03-01,SH600004,-3.5,-0.0925715,0.0925715,0.3714859437751004,0.5196585
2021-03-02,SH600004,-8.0,0.044571638,-0.044571638,0.6184738955823293,-0.63825154
2021-03-03,SH600004,-7.0,-0.08000016,-0.08000016,0.23493975903614459,0.90820014
2021-03-04,SH600004,-6.5,0.08000016,0.08000016,0.7690763052208835,-0.4190984
2021-03-05,SH600004,-2.0,-0.011428595,0.011428595,0.14859437751004015,0.6745289
2021-03-08,SH600004,-1.0,0.0891428,0.0891428,0.6579476861167002,-0.71219397
2021-03-09,SH600004,-5.0,-0.018285751,-0.018285751,0.25553319919517103,-0.093260385
2021-03-10,SH600004,-9.0,0.0068571568,-0.0068571568,0.2193158953722334,-0.22385746
2021-03-11,SH600004,-8.0,-0.075428486,-0.075428486,0.4101010101010101,0.48646358
2021-03-12,SH600004,-9.0,-0.037714243,0.037714243,0.3588709677419355,0.45565423
2021-03-15,SH600004,-9.0,-0.16114283,-0.16114283,0.11267605633802817,0.5454367
2021-03-16,SH600004,-9.0,-0.11085749,0.11085749,0.13480885311871227,0.5898659
2021-03-17,SH600004,-9.0,0.003428936,-0.003428936,0.3672032193158954,0.3797163
2021-03-18,SH600004,-8.0,0.0445714,-0.0445714,0.7157258064516129,-0.3481947
2021-03-19,SH600004,-7.5,0.10400009,0.10400009,0.8588709677419355,-0.4724166
2021-03-22,SH600004,-5.0,-0.024000168,0.024000168,0.6498993963782697,0.29997963
2021-03-23,SH600004,-4.0,0.06285715,-0.06285715,0.5923694779116466,-0.5504255
2021-03-24,SH600004,-2.5,0.1371429,0.1371429,0.8631790744466801,-0.86025316
2021-03-25,SH600004,-1.0,0.077714205,0.077714205,0.8734939759036144,-0.6445906
2021-03-26,SH600004,-2.0,-0.04228568,0.04228568,0.7329317269076305,0.08256384
2021-03-29,SH600004,-1.5,-0.02057147,0.02057147,0.41967871485943775,0.0
2021-03-30,SH600004,-4.0,-0.033142805,-0.033142805,0.3232931726907631,0.11840897
2021-03-31,SH600004,-6.0,0.009142876,-0.009142876,0.6498993963782697,-0.04285445
2021-04-01,SH600004,-6.0,0.02171421,-0.02171421,0.8172690763052208,-0.5142342
2021-04-02,SH600004,-1.0,0.037714243,0.037714243,0.7344064386317908,-0.59009755
2021-04-06,SH600004,-2.0,-0.02057147,0.02057147,0.6295180722891566,0.0
2021-04-07,SH600004,-1.0,-0.026285648,-0.026285648,0.43373493975903615,0.3157599
2021-04-08,SH600004,-1.0,0.07999992,0.07999992,0.7088353413654619,-0.87920517
2021-04-09,SH600004,-1.0,-0.0,0.0,0.40160642570281124,0.27902672
2021-04-12,SH600004,-2.5,0.04228592,0.04228592,0.608433734939759,-0.6950632
2021-04-13,SH600004,-1.5,0.06514287,0.06514287,0.7309236947791165,-0.8116985
2021-04-14,SH600004,-1.0,-0.048000097,0.048000097,0.25553319919517103,0.57387924
2021-04-15,SH600004,-2.0,0.051428556,0.051428556,0.7379032258064516,-0.31762153
2021-04-16,SH600004,-3.0,-0.07200003,0.07200003,0.4859437751004016,0.8218432
