event_id,datetime,instrument,side,commission,stamp_tax,slippage_cost,cash_fee,implementation_cost,split_id
event_000020,2024-08-02,SH601233,buy,34.18014595617579,0.0,113.81999985405713,34.18014595617579,148.00014581023294,split_001
event_000021,2024-08-02,SH601021,buy,20.92880709444868,0.0,69.69299731751164,20.92880709444868,90.62180441196031,split_001
event_000022,2024-08-02,SH603363,buy,9.297287503422748,0.0,30.959998346389735,9.297287503422748,40.25728584981248,split_001
event_000023,2024-08-02,SZ300442,buy,26.318292192037678,0.0,87.64000063946754,26.318292192037678,113.95829283150522,split_001
event_000024,2024-08-02,SH600248,buy,5.0,0.0,14.359999651283317,5.0,19.359999651283317,split_001
event_000025,2024-08-02,SH600777,buy,6.948941554761853,0.0,23.139998517353042,6.948941554761853,30.088940072114895,split_001
event_000026,2024-08-02,SH600256,buy,28.64862090191277,0.0,95.40000300336543,28.64862090191277,124.04862390527819,split_001
event_000027,2024-08-02,SZ002548,buy,9.357347831439606,0.0,31.1599994386909,9.357347831439606,40.51734727013051,split_001
event_000028,2024-08-02,SZ002594,buy,58.135679765225866,0.0,193.59200721021352,58.135679765225866,251.72768697543938,split_001
event_000029,2024-08-02,SZ002311,buy,26.391865000493947,0.0,87.88499833664503,26.391865000493947,114.27686333713898,split_001
event_000030,2024-08-02,SH601866,buy,13.208094068215617,0.0,43.982997230147134,13.208094068215617,57.19109129836275,split_001
event_000031,2024-08-02,SZ000001,buy,58.00534990810825,0.0,193.15800835196396,58.00534990810825,251.16335826007221,split_001
event_000032,2024-08-02,SZ300083,buy,24.55252756865323,0.0,81.75999856360451,24.55252756865323,106.31252613225774,split_001
event_000033,2024-08-02,SH600606,buy,8.656447640591963,0.0,28.82599946916413,8.656447640591963,37.482447109756095,split_001
event_000034,2024-08-02,SZ001896,buy,5.0945894942899885,0.0,16.96499998098444,5.0945894942899885,22.05958947527443,split_001
event_000035,2024-08-02,SH601872,buy,27.108080817808123,0.0,90.26999939328277,27.108080817808123,117.37808021109089,split_001
event_000036,2024-08-02,SH600711,buy,5.0,0.0,4.289999820295876,5.0,9.289999820295876,split_001
event_000037,2024-08-02,SZ002966,buy,25.980454052734395,0.0,86.51499851058153,25.980454052734395,112.49545256331592,split_001
event_000038,2024-08-02,SH601166,buy,57.82577298222749,0.0,192.560016590798,57.82577298222749,250.38578957302548,split_001
event_000039,2024-08-02,SZ002197,buy,8.76875927626223,0.0,29.199997589948623,8.76875927626223,37.96875686621085,split_001
event_000040,2024-08-02,SH603556,buy,12.456443528056209,0.0,41.47999842842153,12.456443528056209,53.936441956477736,split_001
event_000041,2024-08-02,SZ000069,buy,12.496083650187263,0.0,41.61200016711817,12.496083650187263,54.10808381730543,split_001
event_000042,2024-08-02,SH603128,buy,11.790678680085694,0.0,39.26299926767829,11.790678680085694,51.05367794776399,split_001
event_000043,2024-08-02,SH688223,buy,37.89846175222942,0.0,126.20200383690178,37.89846175222942,164.1004655891312,split_001
event_000044,2024-08-02,SZ000413,buy,5.0,0.0,0.43999999059796124,5.0,5.439999990597961,split_001
event_000045,2024-08-02,SZ000514,buy,6.506299769521053,0.0,21.665999898498846,6.506299769521053,28.1722996680199,split_001
event_000046,2024-08-02,SH601838,buy,26.524899992270115,0.0,88.3280053022533,26.524899992270115,114.85290529452342,split_001
event_000047,2024-08-02,SH600233,buy,10.495484829140416,0.0,34.94999943103316,10.495484829140416,45.44548426017358,split_001
event_000048,2024-08-02,SH688248,buy,9.67566571905373,0.0,32.21999906444495,9.67566571905373,41.89566478349868,split_001
event_000049,2024-08-02,SH688122,buy,24.60958463490491,0.0,81.94999878422635,24.60958463490491,106.55958341913126,split_001
event_000050,2024-08-05,SH600036,sell,56.93711832071502,189.7903944023834,189.9803747771447,246.72751272309844,436.70788750024315,split_001
event_000051,2024-08-05,SH688122,sell,19.080398933779872,63.60132977926625,63.66499477404304,82.68172871304613,146.34672348708915,split_001
event_000052,2024-08-05,SH600606,sell,8.578162680843466,28.593875602811558,28.622498100910573,37.17203828365503,65.7945363845656,split_001
event_000053,2024-08-05,SH603833,sell,15.606261166137745,52.02087055379249,52.07294349729163,67.62713171993023,119.70007521722187,split_001
event_000054,2024-08-05,SH603363,sell,9.09155184751914,30.305172825063803,30.3355083333973,39.39672467258294,69.73223300598025,split_001
event_000055,2024-08-05,SZ300083,sell,24.28455060810048,80.94850202700161,81.02953155855417,105.2330526351021,186.26258419365627,split_001
event_000056,2024-08-05,SH601179,sell,50.61572921386623,168.7190973795541,168.887985364932,219.33482659342036,388.2228119583524,split_001
event_000057,2024-08-05,SH600777,sell,6.896184462607893,22.987281542026313,23.0102918338612,29.883466004634208,52.893757838495404,split_001
event_000058,2024-08-05,SH688248,sell,7.783208682320975,25.94402894106992,25.969998940006178,33.72723762339089,59.69723656339707,split_001
event_000059,2024-08-05,SZ002938,sell,53.7008383334064,179.00279444468802,179.1819764211012,232.70363277809443,411.88560919919564,split_001
event_000060,2024-08-05,SZ000736,sell,13.837928505056876,46.12642835018959,46.172600951140964,59.964356855246464,106.13695780638743,split_001
event_000061,2024-08-05,SZ301558,sell,5.143230609241369,17.144102030804568,17.161263294094912,22.28733264004594,39.448595934140855,split_001
event_000062,2024-08-05,SZ002548,sell,7.499693195651385,24.99897731883795,25.02400132015907,32.49867051448933,57.522671834648406,split_001
event_000063,2024-08-05,SH601866,sell,13.127458898793979,43.758196329313265,43.801998327640405,56.88565522810724,100.68765355574764,split_001
event_000064,2024-08-05,SZ000413,sell,5.0,0.2077919981199114,0.20799999811802472,5.2077919981199114,5.415791996237936,split_001
event_000065,2024-08-05,SZ002311,sell,26.34530327639179,87.81767758797264,87.90558317114048,114.16298086436443,202.0685640355049,split_001
event_000066,2024-08-05,SZ000514,sell,6.472365859867778,21.57455286622593,21.596149015240183,28.046918726093708,49.643067741333894,split_001
event_000067,2024-08-05,SH600660,sell,58.045827848416536,193.48609282805515,193.6797726006609,251.53192067647169,445.21169327713255,split_001
event_000068,2024-08-05,SH600711,sell,5.0,4.076023827479294,4.080103931411402,9.076023827479293,13.156127758890694,split_001
event_000069,2024-08-05,SZ002197,sell,7.701091219889642,25.67030406629881,25.696000066366942,33.37139528618845,59.067395352555394,split_001
event_000070,2024-08-05,SH688687,sell,6.2577358042696805,20.859119347565603,20.879999346912115,27.11685515183528,47.996854498747396,split_001
event_000071,2024-08-05,SZ001896,sell,5.0,16.61657844389054,16.633211655549008,21.61657844389054,38.24979009943955,split_001
event_000072,2024-08-05,SH601021,sell,21.34939880144257,71.16466267147526,71.2358985700483,92.51406147291783,163.74996004296614,split_001
event_000073,2024-08-05,SH600027,sell,50.503193818316205,168.34397939438736,168.51249188627648,218.84717321270358,387.35966509898003,split_001
event_000074,2024-08-05,SZ300442,sell,25.628494924927264,85.42831641642422,85.51383024667315,111.05681134135149,196.57064158802464,split_001
event_000075,2024-08-05,SZ300536,sell,5.875336640364082,19.584455467880275,19.604059527406765,25.459792108244358,45.06385163565112,split_001
event_000076,2024-08-05,SH601166,sell,57.360658131488464,191.20219377162823,191.39358735901476,248.5628519031167,439.9564392621314,split_001
event_000077,2024-08-05,SH601233,sell,33.61411282307186,112.04704274357287,112.15920194552594,145.66115556664474,257.8203575121707,split_001
event_000078,2024-08-05,SH601872,sell,27.431302929129377,91.43767643043127,91.5292056360819,118.86897935956064,210.39818499564254,split_001
event_000079,2024-08-05,SH601022,sell,10.97980876582785,36.5993625527595,36.63599855130908,47.57917131858735,84.21516986989643,split_001
event_000080,2024-08-05,SH603296,sell,8.642499147460493,28.808330491534978,28.837167659193423,37.45082963899547,66.2879972981889,split_001
event_000081,2024-08-05,SZ000069,sell,12.40836546611505,41.361218220383506,41.402620841222536,53.76958368649856,95.17220452772109,split_001
event_000082,2024-08-05,SZ002966,sell,25.847146951694775,86.15715650564925,86.24339990555869,112.00430345734404,198.2477033629027,split_001
event_000083,2024-08-05,SH600248,sell,5.0,14.183392994460009,14.19759058504477,19.183392994460007,33.38098357950478,split_001
event_000084,2024-08-05,SH600298,sell,15.86555492436044,52.885183081201475,52.9381212024039,68.75073800556191,121.6888592079658,split_001
event_000085,2024-08-05,SZ002594,sell,55.344640061296275,184.48213353765428,184.66680033799486,239.82677359895055,424.4935739369454,split_001
event_000086,2024-08-05,SZ000895,sell,28.82500292215843,96.08334307386144,96.17952259644949,124.90834599601988,221.08786859246936,split_001
event_000087,2024-08-05,SH601100,sell,18.58365780172385,61.94552600574617,62.00753353928653,80.52918380747002,142.53671734675655,split_001
event_000088,2024-08-05,SZ002308,sell,5.0,0.27971999059895875,0.27999999058954117,5.2797199905989585,5.5597199811885,split_001
event_000089,2024-08-05,SH603128,sell,10.54943956681107,35.16479855603691,35.199998554588774,45.71423812284797,80.91423667743675,split_001
event_000090,2024-08-05,SH688301,sell,9.148317202847648,30.49439067615883,30.524915591748222,39.64270787900648,70.1676234707547,split_001
event_000091,2024-08-05,SH601838,sell,26.716191533822894,89.05397177940965,89.14311489431321,115.77016331323254,204.91327820754577,split_001
event_000092,2024-08-05,SZ000001,sell,57.26612403274405,190.88708010914686,191.07815826740793,248.1532041418909,439.23136240929887,split_001
event_000093,2024-08-05,SH688223,sell,37.09050897311023,123.63502991036745,123.75878869908125,160.72553888347767,284.48432758255893,split_001
event_000094,2024-08-05,SH600233,buy,29.913782610307845,0.0,99.6129957053162,29.913782610307845,129.52677831562403,split_001
event_000095,2024-08-05,SH600176,buy,23.01799464573861,0.0,76.64999882029323,23.01799464573861,99.66799346603185,split_001
event_000096,2024-08-05,SH600282,buy,21.697276742890494,0.0,72.25200380582616,21.697276742890494,93.94928054871666,split_001
event_000097,2024-08-05,SZ002922,buy,24.970845268341876,0.0,83.15299789655839,24.970845268341876,108.12384316490026,split_001
event_000098,2024-08-05,SH603530,buy,18.114096344367674,0.0,60.320001146741475,18.114096344367674,78.43409749110916,split_001
event_000099,2024-08-05,SH600326,buy,21.239618080574388,0.0,70.72799893630659,21.239618080574388,91.96761701688098,split_001
event_000100,2024-08-05,SZ002271,buy,57.76210480332385,0.0,192.3480013430279,57.76210480332385,250.11010614635177,split_001
