system,factor,status,output_file_count,failure_count,output_dir
jqfactor_analyzer,alpha158_ROC60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_ROC60
jqfactor_analyzer,alpha158_MA5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_MA5
jqfactor_analyzer,alpha158_MA10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_MA10
qlib_eval,alpha158_KMID,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KMID
qlib_eval,alpha158_KLEN,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KLEN
qlib_eval,alpha158_KMID2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KMID2
qlib_eval,alpha158_KUP,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KUP
qlib_eval,alpha158_KUP2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KUP2
qlib_eval,alpha158_KLOW,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KLOW
qlib_eval,alpha158_KLOW2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KLOW2
qlib_eval,alpha158_KSFT,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KSFT
qlib_eval,alpha158_KSFT2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KSFT2
qlib_eval,alpha158_OPEN0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_OPEN0
qlib_eval,alpha158_HIGH0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_HIGH0
qlib_eval,alpha158_LOW0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_LOW0
qlib_eval,alpha158_VWAP0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_VWAP0
qlib_eval,alpha158_ROC5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC5
qlib_eval,alpha158_ROC10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC10
qlib_eval,alpha158_ROC20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC20
qlib_eval,alpha158_ROC30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC30
qlib_eval,alpha158_ROC60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC60
qlib_eval,alpha158_MA5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_MA5
qlib_eval,alpha158_MA10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_MA10
