,alpha158_CNTP5,alpha158_CORD30,alpha158_IMAX10,alpha158_IMXD5,alpha158_KMID,alpha158_KMID2,alpha158_KSFT2,alpha158_OPEN0,alpha158_QTLD5,alpha158_VMA30,alpha158_VMA60,alpha158_VSUMD20,alpha158_VSUMN20,alpha158_VSUMP20,alpha360_CLOSE2,alpha360_CLOSE7,alpha360_HIGH7,alpha360_OPEN0,alpha360_OPEN1,alpha360_OPEN6,alpha360_VOLUME12,alpha360_VOLUME13,alpha360_VOLUME14,alpha360_VOLUME15,alpha360_VOLUME16,alpha360_VOLUME17,alpha360_VOLUME18,alpha360_VOLUME19,alpha360_VOLUME20,alpha360_VOLUME21,alpha360_VOLUME22,alpha360_VOLUME35,alpha360_VOLUME36,alpha360_VOLUME37,alpha360_VOLUME38,alpha360_VOLUME39,alpha360_VOLUME40,alpha360_VOLUME42,alpha360_VOLUME43,alpha360_VOLUME44,alpha360_VOLUME45,alpha360_VOLUME46,alpha360_VOLUME47,alpha360_VOLUME48,alpha360_VOLUME49,alpha360_VOLUME50,alpha360_VOLUME51,alpha360_VOLUME52,alpha360_VOLUME53,alpha360_VOLUME54,alpha360_VOLUME55,alpha360_VOLUME56,alpha360_VOLUME57,alpha360_VOLUME58,alpha360_VOLUME59,kunquant_alpha101_alpha029,kunquant_alpha101_alpha033,kunquant_alpha101_alpha035,kunquant_alpha101_alpha045,kunquant_alpha101_alpha101,ta_trend_dpo,ta_trend_psar_up_indicator,ta_volatility_bbhi,ta_volume_em,volume_ratio_5_20
alpha158_VMA60,-0.23708396420075692,-0.1665143284260548,-0.3685284467904745,-0.28464013254478693,-0.1486764780325352,-0.16259917484366476,-0.08049829718063087,0.14867217072829209,0.3372033339174035,0.8824688346833867,1.0,-0.7013084226108528,0.701308206415532,-0.70130831983813,0.2645921633105631,0.34489092626635753,0.3336112504134884,0.14867217072829209,0.2563580914862209,0.34797219544496116,0.6439962078909691,0.6497622678885053,0.6877660129623521,0.6909485856091957,0.6895085911006663,0.713933497668858,0.7154829184661405,0.714552061517046,0.7265190366845355,0.737784535177868,0.7498279306166595,0.7866976146148992,0.7892523620137502,0.7896937565140556,0.7842263160487519,0.7881667754030537,0.777366340834079,0.7741786646436641,0.7799526493104623,0.7790691111176604,0.7737699468033838,0.7710730607676435,0.7605352545421882,0.7548688178875103,0.7539269656094332,0.7539793815944085,0.7496161354145321,0.7497965881424788,0.7465959067324338,0.7439214159248412,0.7365393229361226,0.718380871738651,0.722926272914939,0.7114326811528962,0.7002173802214697,0.09359100990845251,0.14867217072829209,-0.5259989508166675,0.09636719414215489,-0.16092394376874525,0.1430693269251347,-0.1312710788250909,-0.28189904434879653,-0.21054848536247373,-0.5924248699360828
alpha158_VSUMD20,0.18691296661466344,0.08463460140865035,0.3170462550993153,0.25054832917381875,0.10794562516389884,0.1053622247745678,0.05840478381610868,-0.10794473794655335,-0.29042746663961416,-0.7775057988218983,-0.7013084226108528,1.0,-1.0,1.0,-0.1963157501181524,-0.31367900574404556,-0.30129790516440147,-0.10794473794655335,-0.19119622453780405,-0.3073005794157577,-0.5413202689009959,-0.5754103028116397,-0.5986639489182818,-0.6352059541709387,-0.6552394455194832,-0.6831366255459971,-0.7188146126531889,-0.7931662960517092,-0.9714101427892649,-0.7953863222410806,-0.7248893368453413,-0.5092570607807414,-0.5034844731667041,-0.5059210520526388,-0.49435313113143775,-0.4873167114773293,-0.48356692087633935,-0.4635650613635132,-0.46471884115804724,-0.46023966200132566,-0.4464591862500664,-0.44497784406612606,-0.4410260865492326,-0.4403969422094115,-0.4329913276804336,-0.4374631443478273,-0.44721066617199945,-0.4351869276389275,-0.4385988704052183,-0.43546349284648755,-0.4393736770187213,-0.42472947982236076,-0.41982584868166906,-0.4283902075812155,-0.4191664830445506,-0.08823600756703684,-0.10794473794655335,0.4512933643274696,-0.08120212058457055,0.10619944876017462,-0.09500496360471944,0.09293884906093595,0.2517815795469327,0.14336347346889894,0.5660176422549217
alpha158_VSUMN20,-0.1869129666489801,-0.08463431454953799,-0.31704625515854606,-0.25054820543791134,-0.10794545881126173,-0.10536222592415131,-0.05840478381610868,0.10794457159391344,0.29042746663961416,0.7775062071381955,0.701308206415532,-1.0,1.0,-1.0,0.1963157501181524,0.3136788926630577,0.30129778299985677,0.10794457159391344,0.19119650863845394,0.3073005794157577,0.541320183742417,0.5754103028116397,0.5986645280949999,0.635205766415779,0.6552392726241854,0.6831368811036262,0.718814214780621,0.7931662960517092,0.9714101099044354,0.7953863222410806,0.7248893007103522,0.5092566890808919,0.5034844098821247,0.505921593078545,0.49435361630080354,0.4873167114773293,0.48356692087633935,0.46356565437838704,0.4647188457797937,0.46023966200132566,0.4464595255225436,0.44497784406612606,0.441025856626818,0.44039725157691845,0.43299111806395596,0.4374627322211617,0.44721066617199945,0.4351869276389275,0.4385986694639894,0.43546423899805586,0.43937358916822117,0.4247298979857045,0.4198258192910752,0.42838997000912915,0.41916721281030767,0.08823628554090832,0.10794457159391344,-0.4512931931200165,0.08120111022316764,-0.10619944991008104,0.09500534031481217,-0.09293884909581362,-0.2517815795940348,-0.14336347346889894,-0.5660170164733953
alpha158_VSUMP20,0.18691244270304191,0.08463460140865035,0.3170461814212487,0.2505484284051227,0.10794562516389884,0.1053622247745678,0.05840433429365464,-0.10794473794655335,-0.29042746663961416,-0.77750609866744,-0.70130831983813,1.0,-1.0,1.0,-0.1963157501181524,-0.3136788926630577,-0.30129778299985677,-0.10794473794655335,-0.19119622453780405,-0.3073005794157577,-0.541320183742417,-0.5754103028116397,-0.5986645280949999,-0.635205766415779,-0.6552394430098741,-0.6831368811036262,-0.7188140639389937,-0.7931663176076243,-0.9714101427892649,-0.7953863222410806,-0.7248893368453413,-0.5092570607807414,-0.5034846388784137,-0.505921593078545,-0.49435361630080354,-0.4873170156406088,-0.48356704734564715,-0.46356509879979063,-0.464718513124871,-0.46023975574326015,-0.4464591862500664,-0.44497784406612606,-0.4410256243576744,-0.4403969422094115,-0.43299111806395596,-0.4374631443478273,-0.44721066617199945,-0.4351869276389275,-0.4385986694639894,-0.43546418152261845,-0.4393732662669515,-0.42472949296963725,-0.4198258816324834,-0.4283902075812155,-0.41916721281030767,-0.08823600756703684,-0.10794473794655335,0.45129352227622865,-0.08120111022316764,0.10619944876017462,-0.09500496360471944,0.09293884909654102,0.25178068526114944,0.14336408099576364,0.5660177464852463
alpha360_CLOSE2,-0.4206939953561382,-0.028479134545569003,-0.2375430202795964,-0.44472319790125003,-0.6097685928940506,-0.5818871085354826,-0.5007197325969441,0.609766193262198,0.8128243232652548,0.2748987907002736,0.2645921633105631,-0.1963157501181524,0.1963157501181524,-0.1963157501181524,1.0,0.49607939296647696,0.4799057056190644,0.609766193262198,0.9549392083525463,0.5001673181258727,0.22156040033562607,0.20147186224463387,0.19914693604468506,0.22530419277796424,0.19039353577826174,0.21691164260063078,0.21044874532440383,0.22124471708833887,0.2147945909255743,0.2007286345840598,0.1966590679182541,0.16610035688403346,0.1629963479404321,0.17285667511294095,0.16854664903815136,0.18044739275395774,0.17289312538699902,0.15312688314412154,0.16279820966947545,0.15996726502036443,0.14568440228222873,0.15116396606664878,0.14895192426714382,0.16407187844026366,0.1605492178949546,0.16212655835719197,0.15794495913493323,0.15210933581694908,0.16235217740644534,0.1597390906665057,0.17590403999567422,0.16707034016177832,0.1691565678810158,0.1528821156703073,0.1686730436461671,0.04537092519357383,0.609766193262198,-0.6237996840777689,0.15738021529332097,-0.5845704596609692,0.060533819763879934,-0.19426387811165063,-0.30141996101577667,-0.6112077065995336,-0.1344714993962417
alpha360_CLOSE7,-0.5334306570042864,-0.1733961460006871,-0.5968756055346525,-0.6061786426400482,-0.297507449951007,-0.30290135356423625,-0.2536557101468022,0.2975045425999738,0.6226060767625083,0.3825470986208722,0.34489092626635753,-0.31367900574404556,0.3136788926630577,-0.3136788926630577,0.49607939296647696,1.0,0.9719533162737535,0.2975045425999738,0.4959096345165568,0.9856655394645364,0.3353205414700784,0.33170064086869366,0.31928666150176854,0.32479107546668834,0.3112997581507879,0.2934005967382184,0.3031776520587505,0.31881461766727226,0.30705437282586545,0.32066700244199997,0.3038543311101721,0.26663028327453464,0.26166672696852145,0.26248606852108924,0.25499656027641526,0.26114849810482754,0.25170797971837877,0.24587613907948497,0.2524860868614356,0.24024797271425655,0.2340561659869285,0.2411990751537359,0.23039865364901232,0.22921379274481857,0.22346293982057924,0.24180020358565973,0.22479572938777176,0.21885213827030253,0.2309643103610087,0.22036255958400283,0.22268709715638063,0.23241624651731224,0.23174762709611868,0.22848018312115279,0.22969614327397664,0.41844196515273735,0.2975045425999738,-0.6242103534524148,0.15594821480581395,-0.30364634201653246,0.2954995609839948,-0.1319241460161059,-0.3091302804362103,-0.3163602163234329,-0.44742136029372725
alpha360_HIGH7,-0.5050943557957392,-0.13899179652220642,-0.6115409791015929,-0.5826810589017831,-0.27651080602918554,-0.28407154022844117,-0.23666296768057038,0.27650920779961463,0.5816002144935978,0.3925881451016153,0.3336112504134884,-0.30129790516440147,0.30129778299985677,-0.30129778299985677,0.4799057056190644,0.9719533162737535,1.0,0.27650920779961463,0.46781453456598476,0.9547553461701025,0.35680586059920794,0.33126687513097897,0.33207522304053216,0.33457438809434503,0.314725731347701,0.3104964509268076,0.3110778156464557,0.3133931620833104,0.29876580597958924,0.3062856022118767,0.298236212632928,0.25988681739663966,0.24553319069549004,0.24478519440452304,0.245762690380145,0.24738840299083475,0.23273370235080063,0.21065330624201817,0.222487543826352,0.22093338959998182,0.22156861442786574,0.21267965583071613,0.21019889573331724,0.20357889180183703,0.20726575730204033,0.2280593985298095,0.21079222086330723,0.2116980423312973,0.22197995695720807,0.1977728549389489,0.1994889365706332,0.1994250581192092,0.19725748525797648,0.1954940560738823,0.2046765334635347,0.41342307261525507,0.27650920779961463,-0.6148251310751267,0.14652151252809376,-0.28543892304185436,0.30459016129230565,-0.1218708401752322,-0.3098721787767672,-0.30888426874985303,-0.45722287428229025
alpha360_OPEN0,-0.29756941845020185,-0.012521182428631001,-0.07279186358632356,-0.19662391323963094,-0.9999999841897075,-0.9400904245043539,-0.7546193715023704,1.0,0.6465747525465328,0.13939601817417097,0.14867217072829209,-0.10794473794655335,0.10794457159391344,-0.10794473794655335,0.609766193262198,0.2975045425999738,0.27650920779961463,1.0,0.6178251182740455,0.2993767168511216,0.1190611601958146,0.10835072719491542,0.10495861487827875,0.07891316821830828,0.08191765884761891,0.09303249204927386,0.1150742194165158,0.1123047469528739,0.10405320512698359,0.0970168101282182,0.0964829555869149,0.09174834079073724,0.08211931514063345,0.07468086182937889,0.08514251536957898,0.09373826937350291,0.09347189757363128,0.09623436014569761,0.08281341265207194,0.0797349983065978,0.07913075348094234,0.0781233950683779,0.07302348867541567,0.06465818497599785,0.07689667600117996,0.08658083956799116,0.0576050908849437,0.0802701375750944,0.0995013239091119,0.09188158048932413,0.10334785076655342,0.07235467996640646,0.0843953108542842,0.07984462333936235,0.09307389996963358,0.015119434514202628,1.0,-0.5763336938314794,0.11598455425253101,-0.9433024567521386,0.04833672982347979,-0.15531768116344055,-0.23361339382153729,-0.45356210965938604,-0.04017541995790136
alpha360_OPEN1,-0.4114545805199473,-0.04066724096043838,-0.22328667537339197,-0.4164855991931551,-0.6178235311665332,-0.5981996109655358,-0.4986916611592198,0.6178251182740455,0.8029352953360946,0.26501037002698935,0.2563580914862209,-0.19119622453780405,0.19119650863845394,-0.19119622453780405,0.9549392083525463,0.4959096345165568,0.46781453456598476,0.6178251182740455,1.0,0.5006760404175019,0.20673033328271795,0.2032153483974335,0.1911074491078641,0.2076592248641878,0.17240627490028804,0.20229978154945272,0.20616670910154702,0.21394044198658124,0.19415770151617,0.18166721657463353,0.18856065954743942,0.16754541030919437,0.16676085635970178,0.16526891897539658,0.1619456408696263,0.17254502971557123,0.17336905385747986,0.14085757581878733,0.15875491748322085,0.1546605786587909,0.15099703384700647,0.15509695184190903,0.14000090148404346,0.16971256437396504,0.15043196104548157,0.1615444361887638,0.16773578034598285,0.15074725021293425,0.15993463321421064,0.14932644336074516,0.16485653504626702,0.15475086185453676,0.15434426100252618,0.15512011798375974,0.16417126371505514,0.04641369226954703,0.6178251182740455,-0.6268692127353728,0.14718479364034526,-0.6001067526361157,0.06307530345095749,-0.1963723967731838,-0.2911678346596429,-0.6367286508000838,-0.12826013677175185
alpha360_OPEN6,-0.5358138991303432,-0.1783164691843373,-0.5923894177320864,-0.6144146413063185,-0.2993713883063742,-0.3054182724987814,-0.2524715712718923,0.2993767168511216,0.6265976056256857,0.37461058255273705,0.34797219544496116,-0.3073005794157577,0.3073005794157577,-0.3073005794157577,0.5001673181258727,0.9856655394645364,0.9547553461701025,0.2993767168511216,0.5006760404175019,1.0,0.33077737617412506,0.3284954185874937,0.3266787515006826,0.32701768381684126,0.30653530834628756,0.29631857505420756,0.3021316460173251,0.31751480459402376,0.2987393124227412,0.3119282523575153,0.29992671785351155,0.27137488488620126,0.2629733668217691,0.2635789442029104,0.25898850700846976,0.26001382438033294,0.24871575340193763,0.24685726550996645,0.2423396909106541,0.23645648002579922,0.23377112660307883,0.23775678632794642,0.23302919337510286,0.23704043519061407,0.22593724845466673,0.23315051501063022,0.2245358581382505,0.22049168983365425,0.22845321783478173,0.22239597517538667,0.22672185317563243,0.2333575846960302,0.22689326960350292,0.230509704345395,0.23254496272804687,0.3945823570702158,0.2993767168511216,-0.6258399611974863,0.15779058916293842,-0.3067968798126462,0.2952581546224216,-0.13221168128392968,-0.30953534565780527,-0.3203810809650417,-0.43994385718864415
