,alpha158_CNTP5,alpha158_CORD30,alpha158_IMAX10,alpha158_IMXD5,alpha158_KMID,alpha158_KMID2,alpha158_KSFT2,alpha158_OPEN0,alpha158_QTLD5,alpha158_VMA30,alpha158_VMA60,alpha158_VSUMD20,alpha158_VSUMN20,alpha158_VSUMP20,alpha360_CLOSE2,alpha360_CLOSE7,alpha360_HIGH7,alpha360_OPEN0,alpha360_OPEN1,alpha360_OPEN6,alpha360_VOLUME12,alpha360_VOLUME13,alpha360_VOLUME14,alpha360_VOLUME15,alpha360_VOLUME16,alpha360_VOLUME17,alpha360_VOLUME18,alpha360_VOLUME19,alpha360_VOLUME20,alpha360_VOLUME21,alpha360_VOLUME22,alpha360_VOLUME35,alpha360_VOLUME36,alpha360_VOLUME37,alpha360_VOLUME38,alpha360_VOLUME39,alpha360_VOLUME40,alpha360_VOLUME42,alpha360_VOLUME43,alpha360_VOLUME44,alpha360_VOLUME45,alpha360_VOLUME46,alpha360_VOLUME47,alpha360_VOLUME48,alpha360_VOLUME49,alpha360_VOLUME50,alpha360_VOLUME51,alpha360_VOLUME52,alpha360_VOLUME53,alpha360_VOLUME54,alpha360_VOLUME55,alpha360_VOLUME56,alpha360_VOLUME57,alpha360_VOLUME58,alpha360_VOLUME59,kunquant_alpha101_alpha029,kunquant_alpha101_alpha033,kunquant_alpha101_alpha035,kunquant_alpha101_alpha045,kunquant_alpha101_alpha101,ta_trend_dpo,ta_trend_psar_up_indicator,ta_volatility_bbhi,ta_volume_em,volume_ratio_5_20
alpha158_VMA60,-0.5168970851035418,-0.3820743781090649,-0.6464875152965768,-0.5040662665635405,-0.2284700645005801,-0.24533672688751318,-0.17324890158868939,0.2284700877684322,0.4764243316769027,0.8761824518838851,1.0,-0.774951042694112,0.7749512055690766,-0.7749501294309175,0.3700969603971618,0.6128819717494305,0.5978962301728524,0.2284700877684322,0.36867011753732215,0.6122142600149431,0.6363763887330266,0.6623932502939369,0.6778768948204434,0.6969527583259181,0.7132534941973351,0.7292953868481677,0.7439414236011826,0.7653557644114154,0.7836014309542894,0.7952840566141278,0.808291350178312,0.8801454382689574,0.8786302066559878,0.8748150234843595,0.8754871968294853,0.880104079661866,0.8782745400858905,0.874135247368563,0.8745134953891145,0.8726228078978443,0.8678281005058593,0.8649904812380489,0.8660518501281349,0.8605574377050378,0.8579832454246735,0.8540652008959146,0.843304790736733,0.8348016647124386,0.8300703389495491,0.8240572162997912,0.8112823336762162,0.794253977168141,0.7835299113939251,0.7676423718569,0.7581031981825573,0.21421313603807998,0.2284700877684322,-0.6725510114500403,0.2963410104292795,-0.24600370568465968,0.26732999512561767,-0.2331066518092539,-0.623869604118205,-0.3621864723825836,-0.6524889633015482
alpha158_VSUMD20,0.44778970296562504,0.22244344649660955,0.5788068422283501,0.4550663805062121,0.23021650875977626,0.2330298073051888,0.17058528513577711,-0.23021453680931156,-0.4382007070029929,-0.8624175803234757,-0.774951042694112,1.0,-0.999999988366074,0.999999994183037,-0.3508635444482172,-0.5387076367161401,-0.5352184885049714,-0.23021453680931156,-0.3481839313469925,-0.5381260276683149,-0.6455982994271479,-0.6664392331074173,-0.6911307868980493,-0.7318375276622768,-0.7651796384050139,-0.7862109612850164,-0.8260661975510911,-0.8883775752538761,-0.9886740414278987,-0.8938049413611735,-0.8374421354694834,-0.6562403460227434,-0.6427266102069134,-0.6265741603568712,-0.6294491594290655,-0.632694617608324,-0.6222483350862945,-0.5970024828892287,-0.5873153547604036,-0.5789860221403386,-0.571083119445542,-0.5747866401949865,-0.572794179118671,-0.5713745318420905,-0.5685823081537092,-0.5665882066938214,-0.5528739252608204,-0.5474860446985211,-0.5444466175325638,-0.539612697992843,-0.5338616004424429,-0.5171693306069305,-0.5076936956196849,-0.49818003514515985,-0.4925936390857847,-0.14965608485860116,-0.23021453680931156,0.6211169764971194,-0.2505728719693652,0.2345769042415968,-0.22202144328020126,0.20849119139563635,0.5598273599831988,0.3452692373191311,0.6845886754479695
alpha158_VSUMN20,-0.44778823127398026,-0.2224415385327381,-0.5788034683897969,-0.4550627739891381,-0.23021845162542584,-0.23303179670654256,-0.17058799002358266,0.23021647967496114,0.4381990782533466,0.8624185226714854,0.7749512055690766,-0.999999988366074,1.0,-0.999999994183037,0.35086353281429117,0.5387055077076738,0.5352153415279761,0.23021647967496114,0.348184326900478,0.5381242302267408,0.6456016499978489,0.6664379533755522,0.6911288731172148,0.7318351717922527,0.7651778060616617,0.7862102283476756,0.8260652144843403,0.8883781045975112,0.9886729245709984,0.8938032195401188,0.8374382788229994,0.6562418526161663,0.6427284134654504,0.6265760857716317,0.6294494444602536,0.632698445169993,0.6222493705057126,0.5970013194966243,0.5873124695467443,0.5789829158820844,0.5710826889902783,0.5747872160743257,0.5727933123911806,0.571374171190383,0.5685818835154085,0.5665895678631686,0.5528754318542433,0.5474882958632109,0.5444475482466475,0.5396135123676661,0.5338666553833096,0.5171720994813294,0.5076934222224229,0.49818053540397983,0.4925965126655179,0.14965905732670576,0.23021647967496114,-0.6211173313318638,0.2505700332914101,-0.23457887037509847,0.22201227574647747,-0.20848939129999752,-0.5598266444967469,-0.34526864398890283,-0.6845882508096689
alpha158_VSUMP20,0.4477907500189691,0.2224432603537928,0.5788035149255011,0.4550658046268729,0.23021674725526017,0.23302994109533834,0.17058541892592663,-0.23021477530479548,-0.43820082334225335,-0.8624178013680706,-0.7749501294309175,0.999999994183037,-0.999999994183037,1.0,-0.35086371314014486,-0.5387059032611593,-0.5352153764297543,-0.23021477530479548,-0.3481842978156629,-0.5381246955837826,-0.6455997013152363,-0.6664389422592661,-0.6911332940091122,-0.7318367830910099,-0.765180435328948,-0.7862114906286515,-0.8260661393814609,-0.8883782616555128,-0.9886740937805659,-0.8938047435844307,-0.8374418504382953,-0.6562393396881405,-0.6427264298810597,-0.626574899111175,-0.6294481705453517,-0.6326950422466247,-0.6222469680999841,-0.5970004644030599,-0.587311335238955,-0.5789823341857822,-0.5710815372315998,-0.5747855175211231,-0.5727930389939185,-0.571373636029785,-0.5685804699933941,-0.5665870607521059,-0.5528746116624571,-0.5474871790063105,-0.544446920014641,-0.5396127677963992,-0.5338649917318851,-0.5171717039278438,-0.5076940271865772,-0.49818169297962134,-0.4925969082190034,-0.14965700975572177,-0.23021477530479548,0.6211173604166789,-0.250572831250624,0.23457703221478332,-0.22201685951333938,0.20849155375255068,0.5598279823982422,0.345269708493136,0.6845881112025564
alpha360_CLOSE2,-0.5365800592227332,-0.05666802194149145,-0.2915010703328301,-0.5219538001439954,-0.6318395705796904,-0.6009527184913552,-0.5275949396423772,0.6318431887306905,0.8293041692989394,0.4369401129463423,0.3700969603971618,-0.3508635444482172,0.35086353281429117,-0.35086371314014486,1.0,0.4793288285685852,0.4777074315634882,0.6318431887306905,0.9822255481807064,0.48298885588550894,0.3356473929663098,0.3233241858875219,0.3060521684323515,0.3142973470483671,0.3083662493941924,0.32766589146715047,0.34734237967257153,0.345755192227011,0.3435728305758563,0.33430494260600363,0.3208342406826155,0.2778075845426353,0.270424782328662,0.276543732986692,0.2792939000324191,0.2832859654156419,0.2833344905211773,0.25940903076063565,0.27204018786184564,0.27540980329986076,0.26800307010001195,0.2812426408146559,0.27910505814485,0.2535426875388297,0.2406723194672369,0.24606506882758622,0.24352344572318613,0.25928801466191126,0.27296293270613753,0.26481241352939044,0.25473302431609207,0.25549987455137546,0.25601162769026103,0.25976138747877303,0.26882440782792905,0.052705308953681224,0.6318431887306905,-0.6910163672353927,0.33049344157196864,-0.6039668593190528,0.05166199591681771,-0.5631498856647046,-0.48515517435264705,-0.7862148586502417,-0.17181770182354578
alpha360_CLOSE7,-0.7200199484603116,-0.2791947615316231,-0.7774290398569698,-0.7191038000520874,-0.3381646604465338,-0.332513794985978,-0.2713789911259437,0.3381710591058588,0.6220847446352069,0.6530591245661447,0.6128819717494305,-0.5387076367161401,0.5387055077076738,-0.5387059032611593,0.4793288285685852,1.0,0.967559425454374,0.3381710591058588,0.4773858465797409,0.9948157189604584,0.5425177300451236,0.535278327603586,0.5425313533725228,0.5330939532832254,0.5287143211046887,0.5209498853976847,0.5236312843065574,0.5233464916139288,0.5472648721304718,0.5562039853502811,0.5542718810822892,0.518500583313418,0.5035183900842838,0.5047121763206187,0.5056258932382993,0.5035474981672494,0.5072565799333436,0.5061221616216185,0.5134608596219538,0.506390003683999,0.5047050272730638,0.5002501235930134,0.49255132649675754,0.4833856251163247,0.47844220706466434,0.4694099351820464,0.4616249655955722,0.45654883934951185,0.4546034898567173,0.4565030773014122,0.456799946009276,0.4596983699915628,0.4599415074119859,0.45931091371854643,0.4601213213729438,0.44399871836017113,0.3381710591058588,-0.7559524982611352,0.3199905774506173,-0.3344940520738718,0.3615137057072295,-0.2850162844366186,-0.6449397610433473,-0.41398875599661994,-0.6073711962093504
alpha360_HIGH7,-0.680886155216165,-0.20296796344843807,-0.7977810752460698,-0.7035865160284206,-0.3352640667370395,-0.3299499859846093,-0.28494973899635934,0.33527006984287894,0.5777799039423955,0.661024204778691,0.5978962301728524,-0.5352184885049714,0.5352153415279761,-0.5352153764297543,0.4777074315634882,0.967559425454374,1.0,0.33527006984287894,0.47463671495343185,0.9591410002286532,0.5531131653160183,0.5437788534454093,0.5454825139415734,0.5410137019029357,0.5338074096149233,0.5319844839259047,0.532935539929228,0.5261306646254866,0.5407121447228755,0.5504647834892624,0.5493750103687366,0.48981168233713845,0.47301783669332365,0.476133646400732,0.4738424435544594,0.46811574234697656,0.4724619909747259,0.4682640865379816,0.47697508173589254,0.4695526543698085,0.4668464053949028,0.4651255383221175,0.45842962636971735,0.4481198098002006,0.4423611269300189,0.4367161133342639,0.4257551750088005,0.4197639823096382,0.4214465795826971,0.4207059638506462,0.42102674609349633,0.4241242730861243,0.42719000455887024,0.42472376929524447,0.4255423148809106,0.43110169696400835,0.33527006984287894,-0.7409698396749593,0.2688836826811304,-0.33226144931309,0.3731222581599368,-0.2722602924267054,-0.6530083482959195,-0.4106764958140087,-0.6247147913945152
alpha360_OPEN0,-0.390067344842342,-0.042046288459985336,-0.17512430210113591,-0.2774305173655775,-0.9999999650982219,-0.9316709449654104,-0.8221305741600776,1.0,0.6817791870133368,0.26247006794422223,0.2284700877684322,-0.23021453680931156,0.23021647967496114,-0.23021477530479548,0.6318431887306905,0.3381710591058588,0.33527006984287894,1.0,0.6499710908571698,0.338353513968029,0.20644859562574153,0.18558840779786695,0.18608942282301263,0.18414288085279842,0.19340769746617512,0.22196512344421543,0.2228004567851651,0.2099508552715634,0.21960430900145012,0.201102411054389,0.19858936087235646,0.180763190434828,0.1734592313376644,0.19290156933053249,0.1868690063903527,0.18837667013442977,0.18251848229478168,0.17195605828904084,0.18068405065290408,0.16795418550616176,0.17268705276425225,0.19502679677087817,0.1832697721539793,0.1567142540002033,0.15669479625889235,0.15605875788806362,0.149133174784638,0.170932895212088,0.1742828144133082,0.16533275366909014,0.1617017180958716,0.16275764812553137,0.16128753869472887,0.16651047927051932,0.16818163457731258,0.024209030890935596,1.0,-0.6457883221582106,0.185796695792821,-0.93624346763778,0.026613827391115584,-0.4567374599084219,-0.3613748547998775,-0.6051894802410912,-0.09448577965441796
alpha360_OPEN1,-0.5270343065632119,-0.0702010060879637,-0.2907109580624189,-0.5043647989228287,-0.6499680195006937,-0.6165331921843378,-0.5406104525753126,0.6499710908571698,0.8203423117537113,0.42897923258109844,0.36867011753732215,-0.3481839313469925,0.348184326900478,-0.3481842978156629,0.9822255481807064,0.4773858465797409,0.47463671495343185,0.6499710908571698,1.0,0.4822787559414751,0.33112102207856237,0.32195813610823254,0.30532978887937673,0.31146380547163555,0.30779952013777917,0.3304025166229607,0.3485449204382556,0.34206028058284016,0.34124836633501987,0.33069039230599145,0.31783692251197965,0.28005009359144484,0.2756093251315396,0.282889673175794,0.2821542636256484,0.2877197360690309,0.2873544715099461,0.26355771205628176,0.2775579553914789,0.28101723349752605,0.2732140626337538,0.28607925360825637,0.286613041403072,0.2618077252666048,0.2477654136548274,0.2512717509917282,0.24963453766417243,0.2650186830381756,0.2803385218859627,0.27061520061321026,0.257885870627066,0.2587717591936461,0.25913876884163767,0.26522673253764567,0.27517405923943955,0.048359804897198794,0.6499710908571698,-0.6959527060430544,0.3289504630453807,-0.6195797683978499,0.06326857060209733,-0.5623407076082445,-0.4771894484572053,-0.8059936148825649,-0.17044783029955057
alpha360_OPEN6,-0.7298382025695945,-0.2816867135887723,-0.7716850739032355,-0.7254613218145677,-0.3383469931524805,-0.3348105937506784,-0.27105509099091335,0.338353513968029,0.6283303422121673,0.6515390474229772,0.6122142600149431,-0.5381260276683149,0.5381242302267408,-0.5381246955837826,0.48298885588550894,0.9948157189604584,0.9591410002286532,0.338353513968029,0.4822787559414751,1.0,0.5393094306256542,0.5312186749270024,0.5418540669169,0.5301939878057376,0.5265604916571603,0.5192944882437199,0.5236585484122448,0.523570729721491,0.5465462387016836,0.5579784731882097,0.5551879015173269,0.5189507638987082,0.5054466900584589,0.5071402232220005,0.5066795895541584,0.5056401913334092,0.5093737043441987,0.508191464779464,0.5144883970550996,0.5083068209731673,0.5052789695636252,0.501450238685117,0.4940845557933194,0.48580961177751664,0.48097573877349986,0.4705960662950434,0.46250824234575505,0.4581575670091454,0.45705371102114156,0.45890591348505355,0.4579580219096145,0.4607864852776272,0.46007402946356923,0.46032313508805356,0.46210393433086183,0.42725785943253014,0.338353513968029,-0.7598718632405003,0.3225469349223539,-0.3367599569479586,0.3560832740604191,-0.2947909323338205,-0.643439508110161,-0.41876620445931645,-0.6022139291460864
