system,factor,metric,horizon,value,source_file
alphalens_reloaded,kunquant_alpha101_alpha033,factor_alpha_beta:Ann. alpha,20D,-0.0159108446164354,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha033/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha033,factor_alpha_beta:beta,10D,0.1136360695429276,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha033/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha033,factor_alpha_beta:beta,20D,0.103673352320032,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha033/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha033,mean_information_coefficient,10D,0.0119718048327151,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha033/mean_information_coefficient.csv
alphalens_reloaded,kunquant_alpha101_alpha033,mean_information_coefficient,20D,0.006464946302248,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha033/mean_information_coefficient.csv
alphalens_reloaded,kunquant_alpha101_alpha101,factor_alpha_beta:Ann. alpha,10D,0.0065014047203859,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha101/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha101,factor_alpha_beta:Ann. alpha,20D,0.0244557467375241,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha101/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha101,factor_alpha_beta:beta,10D,-0.1121907852819276,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha101/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha101,factor_alpha_beta:beta,20D,-0.1026458240587704,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha101/factor_alpha_beta.csv
alphalens_reloaded,kunquant_alpha101_alpha101,mean_information_coefficient,10D,-0.0104568413587357,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha101/mean_information_coefficient.csv
alphalens_reloaded,kunquant_alpha101_alpha101,mean_information_coefficient,20D,-0.0020072773518817,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/alphalens_reloaded/kunquant_alpha101_alpha101/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha004,mean_information_coefficient,period_10,0.0165571322290439,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha004/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha004,mean_information_coefficient,period_20,0.0087786273775058,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha004/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha009,mean_information_coefficient,period_10,0.0125667038715999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha009/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha009,mean_information_coefficient,period_20,0.0042203173965977,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha009/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha012,mean_information_coefficient,period_10,0.0233739978588344,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha012/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha012,mean_information_coefficient,period_20,0.0265788685572101,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha012/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha033,mean_information_coefficient,period_10,0.0119718048327151,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha033/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha033,mean_information_coefficient,period_20,0.006464946302248,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha033/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha101,mean_information_coefficient,period_10,-0.0104568413587357,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha101/mean_information_coefficient.csv
jqfactor_analyzer,kunquant_alpha101_alpha101,mean_information_coefficient,period_20,-0.0020072773518817,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/jqfactor_analyzer/kunquant_alpha101_alpha101/mean_information_coefficient.csv
qlib_eval,kunquant_alpha101_alpha004,annualized_return,label_10d_t1,3.8931893848683465,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,annualized_return,label_20d_t1,1.8373072846329757,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,information_ratio,label_10d_t1,2.525430881309481,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,information_ratio,label_20d_t1,1.3348821594783555,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,max_drawdown,label_10d_t1,-0.9696475992115556,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,max_drawdown,label_20d_t1,-0.83276478734877,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,mean,label_10d_t1,0.0163579385918838,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,mean,label_20d_t1,0.0077197785068612,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,std,label_10d_t1,0.0999267045652384,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha004,std,label_20d_t1,0.0892175698620475,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha004/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,annualized_return,label_10d_t1,2.879757102863234,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,annualized_return,label_20d_t1,0.9781660854948736,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,information_ratio,label_10d_t1,1.5046676990255006,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,information_ratio,label_20d_t1,0.5550700435839702,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,max_drawdown,label_10d_t1,-0.9131799344992282,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,max_drawdown,label_20d_t1,-0.8616501438767928,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,mean,label_10d_t1,0.0120998197599295,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,mean,label_20d_t1,0.0041099415356927,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,std,label_10d_t1,0.1240585730796701,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha009,std,label_20d_t1,0.114228988971606,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha009/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,annualized_return,label_10d_t1,5.5195532599861625,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,annualized_return,label_20d_t1,6.35864957617341,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,information_ratio,label_10d_t1,4.71621538479384,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,information_ratio,label_20d_t1,5.225013549994006,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,max_drawdown,label_10d_t1,-0.4789448966701299,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,max_drawdown,label_20d_t1,-0.5757011590431351,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,mean,label_10d_t1,0.0231914002520427,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,mean,label_20d_t1,0.0267170150259387,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,std,label_10d_t1,0.0758615687273984,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha012,std,label_20d_t1,0.0788840123111972,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha012/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,annualized_return,label_10d_t1,2.8944296910980367,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,annualized_return,label_20d_t1,1.472347540053388,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,information_ratio,label_10d_t1,1.380828586449424,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,information_ratio,label_20d_t1,0.8785098237364097,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,max_drawdown,label_10d_t1,-1.3663689856519512,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,max_drawdown,label_20d_t1,-0.948127541022168,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,mean,label_10d_t1,0.0121614692903278,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,mean,label_20d_t1,0.0061863342019049,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,std,label_10d_t1,0.1358734981113029,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha033,std,label_20d_t1,0.1086363671798655,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha033/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,annualized_return,label_10d_t1,-2.4752791445550018,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,annualized_return,label_20d_t1,-0.3698969842598402,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,information_ratio,label_10d_t1,-1.2211164690178848,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,information_ratio,label_20d_t1,-0.22297889305479,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,max_drawdown,label_10d_t1,-2.080288977531125,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,max_drawdown,label_20d_t1,-1.5258019184045564,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,mean,label_10d_t1,-0.010400332540147,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,mean,label_20d_t1,-0.0015541890094951,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_20d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,std,label_10d_t1,0.1313949323459717,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_10d_t1_risk_analysis.csv
qlib_eval,kunquant_alpha101_alpha101,std,label_20d_t1,0.1075297303897859,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha101_smoke_v1/qlib_eval/kunquant_alpha101_alpha101/label_20d_t1_risk_analysis.csv
