system,factor,return_mode,group_dimension,metric,group,quantile,horizon,value,source_file
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,1,20D,0.003719522384716,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,2,10D,-0.0002065262384242,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,2,20D,0.007963513173484,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,3,10D,0.0053242777272469,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,3,20D,0.0124716729197987,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,4,10D,0.0051465298916766,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,4,20D,0.0129576042018286,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,5,10D,0.0076867052230956,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,5,20D,0.0164725798484435,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,1,10D,0.002304174217482,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,1,20D,0.0065076802987553,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,2,10D,0.0092556706405644,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,2,20D,0.0217633984618166,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,3,10D,0.008663533517916,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,3,20D,0.0194117612228847,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,4,10D,0.0060606785840248,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,4,20D,0.0158300984903229,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,5,10D,0.0039169852984156,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,5,20D,0.0109399352971784,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,1,10D,-0.0046977487612691,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,1,20D,3.2298069491890095e-05,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,2,10D,0.0010956456858078,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,2,20D,0.0074012252131171,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,3,10D,0.0017135805652879,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,3,20D,0.0021504839573174,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,4,10D,0.0060614349560511,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,4,20D,0.0105812236818751,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,5,10D,0.0096019806493537,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,5,20D,0.0186701270726113,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,csi1000,,10D,0.0232899364446995,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,csi1000,,20D,0.0171069709108365,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,csi300,,10D,0.0396080692969566,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,csi300,,20D,0.0659711573992955,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,csi500,,10D,0.0285388631172098,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,csi500,,20D,0.0263865943160411,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,outside_major_indices,,10D,0.089437754438664,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_information_coefficient_by_group,outside_major_indices,,20D,0.086710618364608,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_information_coefficient_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,1,10D,0.0047440134450538,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,1,20D,0.0240070648928188,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,2,10D,0.0066656107257088,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,2,20D,0.0138888323863983,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,3,10D,0.0030558756905862,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,3,20D,0.017462775434823,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,4,10D,-5.836188982232896e-05,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,4,20D,0.0112693087798821,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,5,10D,0.0111165929144909,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,5,20D,0.0206317547246073,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,1,10D,-0.0097939661832359,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,1,20D,-0.0094965450290558,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,2,10D,-0.0058383946953755,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,2,20D,-0.0052525542967984,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,3,10D,-0.0003075904899941,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,3,20D,-0.0007443946403646,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,4,10D,-0.0004853384410584,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,4,20D,-0.0002584635864885,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,5,10D,0.0020548368322326,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,5,20D,0.0032565122335685,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,1,10D,0.0066188622880965,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,1,20D,0.0155250095801117,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,2,10D,0.0135703586535635,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,2,20D,0.0307807282367561,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,3,10D,0.0129782215011272,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
alphalens_reloaded,alpha360_CLOSE20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,3,20D,0.0284290907866695,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/context/alphalens_reloaded/alpha360_CLOSE20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
