outer_split_id,method,factor,feature_order,coefficient,coefficient_nonzero
split_002,ridge,alpha158_CORD10,2,0.00029640736355031317,True
split_002,ridge,alpha158_CORD20,3,-0.0013449977631022564,True
split_002,ridge,alpha158_CORD5,4,0.0018139108271664783,True
split_002,ridge,alpha158_CORR5,5,-0.0022367104231693995,True
split_002,ridge,alpha158_HIGH0,6,-0.0057447008404798655,True
split_002,ridge,alpha158_IMAX10,7,0.003011448864960986,True
split_002,ridge,alpha158_IMAX20,8,0.00022092983134181266,True
split_002,ridge,alpha158_IMAX60,9,0.0014220696112273992,True
split_002,ridge,alpha158_IMIN5,10,-0.0010043184072617726,True
split_002,ridge,alpha158_KLEN,11,-0.00766838887368221,True
split_002,ridge,alpha158_KLOW,12,-0.003513988808876493,True
split_002,ridge,alpha158_KUP,13,-0.0028070564002967272,True
split_002,ridge,alpha158_LOW0,14,0.003370897046524905,True
split_002,ridge,alpha158_MIN10,15,0.004243620777695182,True
split_002,ridge,alpha158_STD10,16,0.001561414070996919,True
split_002,ridge,alpha158_VMA60,17,-0.0034084089073600898,True
split_002,ridge,alpha158_VSTD5,18,-0.0009262155040633402,True
split_002,ridge,alpha158_VSUMD20,19,0.003834987594204666,True
split_002,ridge,alpha158_VSUMD60,20,-0.002520897219557577,True
split_002,ridge,alpha360_HIGH34,21,0.012293218541034105,True
split_002,ridge,alpha360_LOW1,22,0.0038035992523195506,True
split_002,ridge,amount_cv_20,23,-0.0021412247778357027,True
split_002,ridge,kunquant_alpha101_alpha002,24,-0.0016284646543428217,True
split_002,ridge,kunquant_alpha101_alpha011,25,0.0028268387345969687,True
split_002,ridge,kunquant_alpha101_alpha012,26,-0.0001475970095451381,True
split_002,ridge,kunquant_alpha101_alpha013,27,0.0030806912859413713,True
split_002,ridge,kunquant_alpha101_alpha020,28,-0.0010435435080078305,True
split_002,ridge,kunquant_alpha101_alpha026,29,0.001341882725109193,True
split_002,ridge,kunquant_alpha101_alpha029,30,0.00026716839056705973,True
split_002,ridge,kunquant_alpha101_alpha034,31,-0.0005422818403125008,True
split_002,ridge,kunquant_alpha101_alpha050,32,0.00034345792254946133,True
split_002,ridge,kunquant_alpha101_alpha055,33,-0.00026884236108397634,True
split_002,ridge,kunquant_alpha101_alpha062,34,0.0005588049008313058,True
split_002,ridge,kunquant_alpha101_alpha077,35,-0.003001338230512966,True
split_002,ridge,kunquant_alpha101_alpha083,36,0.008434027153674572,True
split_002,ridge,kunquant_alpha101_alpha085,37,0.0007917583370278529,True
split_002,ridge,kunquant_alpha101_alpha094,38,0.0052991975514149695,True
split_002,ridge,ta_momentum_ao,39,-0.001956155959568868,True
split_002,ridge,ta_trend_dpo,40,-0.00012365592862725178,True
split_002,ridge,ta_volatility_atr,41,-0.00041764473769923015,True
split_002,ridge,ta_volatility_bbhi,42,0.0015636996108519855,True
split_002,ridge,ta_volume_cmf,43,-0.0022491617558685222,True
split_002,ridge,ta_volume_em,44,-0.00010655803784920075,True
split_002,ridge,ta_volume_sma_em,45,-0.00047718001967666206,True
split_003,ridge,alpha158_CORD10,0,0.003407547405472133,True
split_003,ridge,alpha158_CORD20,1,-0.006744476767262744,True
split_003,ridge,alpha158_CORD5,2,0.001510016357310978,True
split_003,ridge,alpha158_CORR10,3,-0.005165639602044723,True
split_003,ridge,alpha158_CORR20,4,-0.0030149321697102147,True
split_003,ridge,alpha158_CORR5,5,-0.0009788041350013335,True
split_003,ridge,alpha158_HIGH0,6,0.10269632387872059,True
split_003,ridge,alpha158_IMAX30,7,-0.004270402220028908,True
split_003,ridge,alpha158_IMAX60,8,-0.0011148211995585383,True
split_003,ridge,alpha158_IMIN20,9,0.004271753671045262,True
split_003,ridge,alpha158_IMIN5,10,-0.002408777266911458,True
split_003,ridge,alpha158_KLEN,11,-0.09913139303224887,True
split_003,ridge,alpha158_KLOW,12,0.017740338244679348,True
split_003,ridge,alpha158_KMID,13,0.06869024287475291,True
split_003,ridge,alpha158_KUP,14,-0.024887012252471075,True
split_003,ridge,alpha158_LOW0,15,-0.022698832312995437,True
split_003,ridge,alpha158_MAX5,16,-0.0014176238245405875,True
split_003,ridge,alpha158_MIN10,17,0.006179374660682794,True
split_003,ridge,alpha158_QTLD10,18,0.002513448461461396,True
split_003,ridge,alpha158_QTLD5,19,0.003748319779794919,True
split_003,ridge,alpha158_RSQR30,20,0.005594657421237917,True
split_003,ridge,alpha158_STD60,21,0.00029842519581715324,True
split_003,ridge,alpha158_VMA60,22,-0.002350283845604605,True
split_003,ridge,alpha158_VSTD5,23,-0.000480384091679716,True
split_003,ridge,alpha158_VSUMD20,24,0.00311031666909078,True
split_003,ridge,alpha158_VSUMD60,25,-0.0026601132176493334,True
split_003,ridge,alpha360_VOLUME12,26,-0.002848702455962055,True
split_003,ridge,alpha360_VOLUME38,27,0.0011551780385735027,True
split_003,ridge,amount_cv_20,28,-0.0001893550014098007,True
split_003,ridge,amount_mean_20,29,-0.013892788307064429,True
split_003,ridge,corr_ret_amount_20,30,0.005667448568273564,True
split_003,ridge,kunquant_alpha101_alpha002,31,-0.0014706356540098932,True
split_003,ridge,kunquant_alpha101_alpha003,32,-0.0011197378435880239,True
split_003,ridge,kunquant_alpha101_alpha005,33,0.0019009319069579324,True
split_003,ridge,kunquant_alpha101_alpha011,34,0.001990669016717796,True
split_003,ridge,kunquant_alpha101_alpha012,35,-0.00042998301371831326,True
split_003,ridge,kunquant_alpha101_alpha013,36,0.005328202624333484,True
split_003,ridge,kunquant_alpha101_alpha020,37,-0.001143306438718452,True
split_003,ridge,kunquant_alpha101_alpha024,38,-0.00234465695469801,True
split_003,ridge,kunquant_alpha101_alpha026,39,0.0018693848128221672,True
split_003,ridge,kunquant_alpha101_alpha043,40,0.0014565950414319009,True
split_003,ridge,kunquant_alpha101_alpha050,41,-0.0007497502204028166,True
split_003,ridge,kunquant_alpha101_alpha055,42,-0.0008071112937407896,True
split_003,ridge,kunquant_alpha101_alpha062,43,-0.00010681834819099185,True
split_003,ridge,kunquant_alpha101_alpha071,44,-0.0012824777768020738,True
split_003,ridge,kunquant_alpha101_alpha072,45,-0.0004995914395879184,True
split_003,ridge,kunquant_alpha101_alpha094,46,0.007822848400520898,True
split_003,ridge,ta_trend_adx_pos,47,0.007103777165716202,True
split_003,ridge,ta_trend_dpo,48,0.000935878666501361,True
split_003,ridge,ta_trend_mass_index,49,-0.0011444172631341171,True
split_003,ridge,ta_volatility_bbhi,50,0.002903085002833908,True
split_003,ridge,ta_volume_em,51,-0.000507031334629441,True
