system,factor,status,output_file_count,failure_count,output_dir
jqfactor_analyzer,alpha360_OPEN59,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_OPEN59
jqfactor_analyzer,alpha360_HIGH0,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_HIGH0
jqfactor_analyzer,alpha360_HIGH5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_HIGH5
jqfactor_analyzer,alpha360_HIGH20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_HIGH20
jqfactor_analyzer,alpha360_HIGH59,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_HIGH59
jqfactor_analyzer,alpha360_LOW0,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_LOW0
jqfactor_analyzer,alpha360_LOW5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_LOW5
jqfactor_analyzer,alpha360_LOW20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_LOW20
jqfactor_analyzer,alpha360_LOW59,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_LOW59
jqfactor_analyzer,alpha360_VWAP0,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VWAP0
jqfactor_analyzer,alpha360_VWAP5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VWAP5
jqfactor_analyzer,alpha360_VWAP20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VWAP20
jqfactor_analyzer,alpha360_VWAP59,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VWAP59
jqfactor_analyzer,alpha360_VOLUME5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VOLUME5
jqfactor_analyzer,alpha360_VOLUME20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VOLUME20
jqfactor_analyzer,alpha360_VOLUME59,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/jqfactor_analyzer/alpha360_VOLUME59
qlib_eval,alpha360_CLOSE5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_CLOSE5
qlib_eval,alpha360_CLOSE20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_CLOSE20
qlib_eval,alpha360_CLOSE59,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_CLOSE59
qlib_eval,alpha360_OPEN0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_OPEN0
qlib_eval,alpha360_OPEN5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_OPEN5
qlib_eval,alpha360_OPEN20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_OPEN20
qlib_eval,alpha360_OPEN59,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_OPEN59
qlib_eval,alpha360_HIGH0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_HIGH0
qlib_eval,alpha360_HIGH5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_HIGH5
qlib_eval,alpha360_HIGH20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_HIGH20
qlib_eval,alpha360_HIGH59,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_HIGH59
qlib_eval,alpha360_LOW0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_LOW0
qlib_eval,alpha360_LOW5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_LOW5
qlib_eval,alpha360_LOW20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_LOW20
qlib_eval,alpha360_LOW59,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_LOW59
qlib_eval,alpha360_VWAP0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VWAP0
qlib_eval,alpha360_VWAP5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VWAP5
qlib_eval,alpha360_VWAP20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VWAP20
qlib_eval,alpha360_VWAP59,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VWAP59
qlib_eval,alpha360_VOLUME5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VOLUME5
qlib_eval,alpha360_VOLUME20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VOLUME20
qlib_eval,alpha360_VOLUME59,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/qlib_eval/alpha360_VOLUME59
