source,batch_id,name,category,source_project,source_file,source_function,source_commit,license,expected_direction,required_fields,labels,stage,enabled,runnable,compute_adapter,registry_name,notes,lineage_status,parent_v1_factor,canonical_replacement_for,evidence_tier,economic_family,economic_subfamily,candidate_status
alpha101,,kunquant_alpha101_alpha099,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha099,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_remaining_v4_pending,False,False,factor_research.alpha101_source.compute_alpha101_features,alpha099,Pending Alpha101 batch V4 evaluation.,recovered,,,A,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_BETA10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_BETA10,"Qlib Alpha158 expression: Slope($close, 10)/$close",legacy_v1,alpha158_BETA10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_BETA20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_BETA20,"Qlib Alpha158 expression: Slope($close, 20)/$close",legacy_v1,alpha158_BETA20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_BETA30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_BETA30,"Qlib Alpha158 expression: Slope($close, 30)/$close",legacy_v1,alpha158_BETA30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_BETA5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_BETA5,"Qlib Alpha158 expression: Slope($close, 5)/$close",legacy_v1,alpha158_BETA5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_BETA60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_BETA60,"Qlib Alpha158 expression: Slope($close, 60)/$close",legacy_v1,alpha158_BETA60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTD10,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTD10,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)",legacy_v1,alpha158_CNTD10,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTD20,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTD20,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)",legacy_v1,alpha158_CNTD20,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTD30,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTD30,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)",legacy_v1,alpha158_CNTD30,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTD5,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTD5,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)",legacy_v1,alpha158_CNTD5,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTD60,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTD60,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)",legacy_v1,alpha158_CNTD60,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTN10,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTN10,"Qlib Alpha158 expression: Mean($close<Ref($close, 1), 10)",legacy_v1,alpha158_CNTN10,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTN20,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTN20,"Qlib Alpha158 expression: Mean($close<Ref($close, 1), 20)",legacy_v1,alpha158_CNTN20,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTN30,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTN30,"Qlib Alpha158 expression: Mean($close<Ref($close, 1), 30)",legacy_v1,alpha158_CNTN30,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTN60,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTN60,"Qlib Alpha158 expression: Mean($close<Ref($close, 1), 60)",legacy_v1,alpha158_CNTN60,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTP10,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTP10,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 10)",legacy_v1,alpha158_CNTP10,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTP20,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTP20,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 20)",legacy_v1,alpha158_CNTP20,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTP30,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTP30,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 30)",legacy_v1,alpha158_CNTP30,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTP5,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTP5,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 5)",legacy_v1,alpha158_CNTP5,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_CNTP60,alpha158_price_momentum_balance,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CNTP60,"Qlib Alpha158 expression: Mean($close>Ref($close, 1), 60)",legacy_v1,alpha158_CNTP60,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORD10,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORD10,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 10)",legacy_v1,alpha158_CORD10,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORD20,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORD20,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)",legacy_v1,alpha158_CORD20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORD30,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORD30,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)",legacy_v1,alpha158_CORD30,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORD5,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORD5,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)",legacy_v1,alpha158_CORD5,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORD60,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORD60,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",legacy_v1,alpha158_CORD60,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORR10,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORR10,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 10)",legacy_v1,alpha158_CORR10,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORR20,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORR20,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 20)",legacy_v1,alpha158_CORR20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORR30,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORR30,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 30)",legacy_v1,alpha158_CORR30,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORR5,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORR5,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 5)",legacy_v1,alpha158_CORR5,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_CORR60,alpha158_price_volume_correlation,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_CORR60,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 60)",legacy_v1,alpha158_CORR60,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_HIGH0,alpha158_price_volume_lag,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_HIGH0,Qlib Alpha158 expression: $high/$close,legacy_v1,alpha158_HIGH0,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMAX10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$high,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMAX10,"Qlib Alpha158 expression: IdxMax($high, 10)/10",legacy_v1,alpha158_IMAX10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMAX20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$high,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMAX20,"Qlib Alpha158 expression: IdxMax($high, 20)/20",legacy_v1,alpha158_IMAX20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMAX30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$high,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMAX30,"Qlib Alpha158 expression: IdxMax($high, 30)/30",legacy_v1,alpha158_IMAX30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMAX60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$high,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMAX60,"Qlib Alpha158 expression: IdxMax($high, 60)/60",legacy_v1,alpha158_IMAX60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMIN10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$low,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMIN10,"Qlib Alpha158 expression: IdxMin($low, 10)/10",legacy_v1,alpha158_IMIN10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMIN20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$low,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMIN20,"Qlib Alpha158 expression: IdxMin($low, 20)/20",legacy_v1,alpha158_IMIN20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMIN30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$low,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMIN30,"Qlib Alpha158 expression: IdxMin($low, 30)/30",legacy_v1,alpha158_IMIN30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMIN5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$low,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMIN5,"Qlib Alpha158 expression: IdxMin($low, 5)/5",legacy_v1,alpha158_IMIN5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMIN60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$low,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMIN60,"Qlib Alpha158 expression: IdxMin($low, 60)/60",legacy_v1,alpha158_IMIN60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMXD10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$high,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMXD10,"Qlib Alpha158 expression: (IdxMax($high, 10)-IdxMin($low, 10))/10",legacy_v1,alpha158_IMXD10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMXD20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$high,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMXD20,"Qlib Alpha158 expression: (IdxMax($high, 20)-IdxMin($low, 20))/20",legacy_v1,alpha158_IMXD20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMXD30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$high,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMXD30,"Qlib Alpha158 expression: (IdxMax($high, 30)-IdxMin($low, 30))/30",legacy_v1,alpha158_IMXD30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMXD5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$high,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMXD5,"Qlib Alpha158 expression: (IdxMax($high, 5)-IdxMin($low, 5))/5",legacy_v1,alpha158_IMXD5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_IMXD60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$high,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_IMXD60,"Qlib Alpha158 expression: (IdxMax($high, 60)-IdxMin($low, 60))/60",legacy_v1,alpha158_IMXD60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KLEN,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$high,$low,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KLEN,Qlib Alpha158 expression: ($high-$low)/$open,legacy_v1,alpha158_KLEN,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KLOW,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KLOW,"Qlib Alpha158 expression: (Less($open, $close)-$low)/$open",legacy_v1,alpha158_KLOW,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KLOW2,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KLOW2,"Qlib Alpha158 expression: (Less($open, $close)-$low)/($high-$low+1e-12)",legacy_v1,alpha158_KLOW2,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KMID,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KMID,Qlib Alpha158 expression: ($close-$open)/$open,legacy_v1,alpha158_KMID,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KMID2,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KMID2,Qlib Alpha158 expression: ($close-$open)/($high-$low+1e-12),legacy_v1,alpha158_KMID2,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KSFT,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KSFT,Qlib Alpha158 expression: (2*$close-$high-$low)/$open,legacy_v1,alpha158_KSFT,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
