datetime,instrument,outer_split_id,list_date,delist_date,board,lot_rule_id,source_artifact_id,board_inference_reason,corporate_identity_note
2025-10-10,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-13,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-14,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-15,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-16,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-17,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-20,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-21,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-22,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-23,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-24,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-27,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-28,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-29,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-30,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-10-31,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-03,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-04,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-05,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-06,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-07,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-10,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-11,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-12,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-13,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-14,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-17,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-18,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-19,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-20,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-21,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-24,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-25,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-26,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-27,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-11-28,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-01,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-02,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-03,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-04,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-05,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-08,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-09,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-10,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-11,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-12,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-15,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-16,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-17,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-18,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-19,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-22,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-23,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-24,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-25,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-26,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-29,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-30,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2025-12-31,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-05,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-06,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-07,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-08,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-09,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-12,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-13,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-14,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-15,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-16,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-19,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-20,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-21,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-22,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-23,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-26,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-27,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-28,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
2026-01-29,SZ302132,split_003,2025-02-17,2026-06-09,chinext,chinext_buy_100,provider_lifecycle:community_20260609,sz_302_code_range_chinext,SZ302132 changed from SZ300114 on 2025-02-17; this stage classifies board rules only and does not splice histories.
