split_id,method,factor,factor_column,cluster_id,direction,raw_weight,weight
split_003,cluster_equal,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,1.0,0.07142857142857144
split_003,cluster_equal,alpha158_VMA60,alpha158_VMA60,cluster_007,1,1.0,0.07142857142857144
split_003,cluster_equal,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,1.0,0.07142857142857144
split_003,cluster_equal,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,1.0,0.07142857142857144
split_003,cluster_equal,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,1.0,0.07142857142857144
split_003,cluster_equal,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,1.0,0.07142857142857144
split_003,cluster_equal,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,1.0,0.07142857142857144
split_003,cluster_equal,alpha158_CORD30,alpha158_CORD30,cluster_013,-1,1.0,0.07142857142857144
split_003,cluster_equal,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,1.0,0.07142857142857144
split_003,cluster_equal,ta_trend_dpo,ta_trend_dpo,cluster_015,1,1.0,0.07142857142857144
split_003,cluster_equal,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,1.0,0.07142857142857144
split_003,stability_weight,alpha158_KMID,alpha158_KMID,cluster_001,-1,0.9932491750673569,0.07132766360945496
split_003,stability_weight,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,0.9972942037719366,0.07161814705910019
split_003,stability_weight,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,0.9964355644355645,0.07155648605873496
split_003,stability_weight,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,0.9958871897333436,0.07151710592404792
split_003,stability_weight,alpha158_VMA60,alpha158_VMA60,cluster_007,1,0.9972942037719366,0.07161814705910019
split_003,stability_weight,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,0.9793166214829658,0.07032713270519243
split_003,stability_weight,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,0.9888378844537509,0.07101087799224114
split_003,stability_weight,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,0.9972942037719366,0.07161814705910019
split_003,stability_weight,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,0.9938685168042967,0.0713721400612665
split_003,stability_weight,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,0.9972942037719366,0.07161814705910019
split_003,stability_weight,alpha158_CORD30,alpha158_CORD30,cluster_013,-1,0.9973649181972961,0.07162322523572595
split_003,stability_weight,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,0.9972942037719366,0.07161814705910019
split_003,stability_weight,ta_trend_dpo,ta_trend_dpo,cluster_015,1,0.9964355644355645,0.07155648605873496
split_003,stability_weight,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,0.9972942037719366,0.07161814705910019
