event_id,asset_id,record_date,ex_date,implementation_known_date,status,source_row_ids,source_rows,implemented_rows,ignored_nonimplemented_rows,conflicts,missing,gross_cash_per_share,bonus_per_share,pay_date,listable_date,corroborated_cash_missing_rows,source_instruments
6fb4657e4a86873535b8be84,SZ000409,20150717,20150721,20150716,resolved_gross_entitlement,"[""30a7eb1c624e641553fdbf7babe83f9385cb149c7f910f889ae1e15904a22da2:1""]",1,1,0,,,0.0,0.22275,,20150721,0,SZ000409
44e45dc21e93953201d26fdd,SZ000409,20170421,20170424,20170419,resolved_gross_entitlement,"[""39fd2c28ed4c4b025e86dd381985d284ca2b34e335259b6c42b0a1829e2ab3b6:9"", ""39fd2c28ed4c4b025e86dd381985d284ca2b34e335259b6c42b0a1829e2ab3b6:10""]",2,2,0,,,0.0,0.1129822,,20170424,1,SZ000409
5346f30ce92b0655f693768d,SZ000519,20160506,20160511,20160505,resolved_gross_entitlement,"[""6c413b28e2a2cd68415005302dc60e249dd49d35231530dae376785f8679edfb:0""]",1,1,0,,,0.0,0.08189,,20160511,0,SZ000519
75d1ec3ebe9991b6af3df9bd,SZ000560,20150910,20150911,20150901,resolved_gross_entitlement,"[""f0cd9da3e805858c4999fc91a8108b1057ba243028bdf71d93054eb650f3510b:0"", ""f0cd9da3e805858c4999fc91a8108b1057ba243028bdf71d93054eb650f3510b:1""]",2,2,0,,,0.0,1.5143227,,20150911,1,SZ000560
9f8f335c411a418f1a14d8cb,SZ000564,20211230,20211231,20211227,resolved_gross_entitlement,"[""8051453835c9de9a3551578a01708792d68da52dd0fff70780902ba12305e748:1"", ""8051453835c9de9a3551578a01708792d68da52dd0fff70780902ba12305e748:2""]",2,2,0,,,0.0,2.2035714,,20211231,0,SZ000564
07b96bcd801ea0e05cbb2a13,SZ000662,20180614,20180615,20180608,resolved_gross_entitlement,"[""e7719128f185300c5695c89bdb737db90ce6b5c4f96f536752f8c26377db7074:25""]",1,1,0,,,0.0700136,0.3000584,20180615,20180615,0,SZ000662
7da4f3bc59f7ba515c05eca5,SZ000797,20180731,20180801,20180726,resolved_gross_entitlement,"[""3a5d1bab6d155dc5b18c9398195c0e2e5a325dbba1203cdcf7080f7f5a67b8bb:2""]",1,1,0,,,0.0600119,0.3000595,20180801,20180801,0,SZ000797
4b130979870985c454bf9434,SZ000901,20200701,20200702,20200624,resolved_gross_entitlement,"[""8477f73bbacdfbb2e3da192f2b869a2dcb30332022eda583af2dd4abf84bfcb4:6""]",1,1,0,,,0.0140878,0.1020857,20200702,20200702,0,SZ000901
e5096a593524b1801c487d24,SZ000906,20180612,20180613,20180606,resolved_gross_entitlement,"[""389934939a4a153c0046e2e51bc348aaacd574d6c0e32cf8efec503e50a6475b:57""]",1,1,0,,,0.0978021,0.2934063,20180613,20180613,0,SZ000906
045c675252d44e77fb2d8387,SZ000967,20170622,20170623,20170616,resolved_gross_entitlement,"[""415e78247ed83a5b0121a3e53172de8f1179862c684bfb1a4e9d850a2a7733a5:37""]",1,1,0,,,0.0398874,0.4985934,20170623,20170623,0,SZ000967
cf640de30963c480bf1d6125,SZ002002,20160718,20160719,20160713,resolved_gross_entitlement,"[""513bbb9cf5e7df1de1c38c07fa90a6cd06402835b2e3e95f6127349d79ec5d39:0"", ""513bbb9cf5e7df1de1c38c07fa90a6cd06402835b2e3e95f6127349d79ec5d39:3""]",2,2,0,,,0.2027488,1.5206164,20160719,20160719,0,SZ002002
c16d40e1d7d4e0b78a3b7591,SZ002021,20231228,20231229,20231225,resolved_gross_entitlement,"[""abacccacca6d1876c9748829939a28cea31d7e0bd6042974ee850e7b126c01d8:0"", ""abacccacca6d1876c9748829939a28cea31d7e0bd6042974ee850e7b126c01d8:1""]",2,2,0,,,0.0,0.7525232,,20231229,1,SZ002021
0f5ff80abe6be5ef38d18a88,SZ002049,20220823,20220824,20220818,resolved_gross_entitlement,"[""fb6f6ff7a068c7ef66ad1fd27ce7fb39cfefa8f16876b4fccd4720bc61809850:1""]",1,1,0,,,0.324998,0.3999976,20220824,20220824,0,SZ002049
baf7bd93229d0d3beab20023,SZ002063,20150701,20150702,20150626,resolved_gross_entitlement,"[""160b23c21f6af4022acf3c7a6f78186f5e480d3a6fe6fd60032cfb546b6ececd:13""]",1,1,0,,,0.0756007,0.3024029,20150702,20150702,0,SZ002063
0f5a2db191a451f016fc5e05,SZ002120,20170705,20170706,20170629,resolved_gross_entitlement,"[""d187ec27c172f19489af4dc1ba31989999a727e029250766b57d2f816d029c1e:11""]",1,1,0,,,0.1168985,0.1998266,20170706,20170706,0,SZ002120
6cb769f536a253e0b6b6564f,SZ002122,20221221,20221222,20221216,resolved_gross_entitlement,"[""c49c771b692d6002908eae8d1028e8c129522b1b5bb108c2cd49778d09e41217:1"", ""c49c771b692d6002908eae8d1028e8c129522b1b5bb108c2cd49778d09e41217:2""]",2,2,0,,,0.0,0.628,,20221222,1,SZ002122
8413a4b8f1f208d207ec1f3d,SZ002157,20231207,20231208,20231202,resolved_gross_entitlement,"[""7955462c607005d9036a77dcd2d7b6a858af214c107f199c719807336164ef29:2"", ""7955462c607005d9036a77dcd2d7b6a858af214c107f199c719807336164ef29:3""]",2,2,0,,,0.0,1.623,,20231208,1,SZ002157
1baf726d897c16b7d73d9116,SZ002271,20180619,20180620,20180613,resolved_gross_entitlement,"[""028aab26da0689333703d2ab5927858f722bb7aa16f2c6f59d1c62cf970de1c2:21""]",1,1,0,,,0.149998,0.6999907,20180620,20180620,0,SZ002271
55947cbb7be1633a017ffa66,SZ002287,20190710,20190711,20190705,resolved_gross_entitlement,"[""f6160977253fe3287ba5e06133e8315424eeeaf476f14815135a3d951c833c85:22""]",1,1,0,,,0.4077243,0.2983349,20190711,20190711,0,SZ002287
590ede71514fd5a1f6f1269e,SZ002334,20150429,20150430,20150424,resolved_gross_entitlement,"[""7279ef836a7f915017722992bcae768c83892bb141591f62fce93bbda464458a:0"", ""7279ef836a7f915017722992bcae768c83892bb141591f62fce93bbda464458a:4""]",2,2,0,,,0.1500977,1.0006515,20150430,20150430,0,SZ002334
61109c0e885cd68af9aac8e4,SZ002368,20200708,20200709,20200702,resolved_gross_entitlement,"[""d6b3aa2d4b7a788db2bddc0c1c00f5f11cb88a373ca78e39f2b87076b00cfafb:19""]",1,1,0,,,0.2439765,0.3999615,20200709,20200709,0,SZ002368
2dd4d9c18519d887c2c3f32c,SZ002375,20150603,20150604,20150527,resolved_gross_entitlement,"[""cde592b37dfff1c81acbd85944f09c0ff55b3352ae9a3b94feb6a398cd5bc432:0"", ""cde592b37dfff1c81acbd85944f09c0ff55b3352ae9a3b94feb6a398cd5bc432:10""]",2,2,0,,,0.109999,0.4999957,20150604,20150604,0,SZ002375
4f68f67a96f86a36e6233c20,SZ002397,20150525,20150526,20150519,resolved_gross_entitlement,"[""96e47e5f98f4a480091a39b894966b8edd5639f9e078eccf660437bfd1b1ab61:1"", ""96e47e5f98f4a480091a39b894966b8edd5639f9e078eccf660437bfd1b1ab61:9""]",2,2,0,,,0.1998049,1.198829,20150526,20150526,0,SZ002397
c23d1728445cbc6736402b8f,SZ002398,20180608,20180611,20180605,resolved_gross_entitlement,"[""be8a27cb925529e46604e88bd61d4fabb28dc306f6bd93b1bfd1bce40613752d:6""]",1,1,0,,,0.2000189,1.0000948,20180611,20180611,0,SZ002398
1b60791cdb139cfe58ae1f10,SZ002408,20150611,20150612,20150606,resolved_gross_entitlement,"[""c81f709cde0d2e057d404ca88a40c5ccb0ad54aa5c2206b7d222ae31c4b2853b:0"", ""c81f709cde0d2e057d404ca88a40c5ccb0ad54aa5c2206b7d222ae31c4b2853b:41""]",2,2,0,,,0.0433212,0.1732851,20150612,20150612,0,SZ002408
68633546619c85dd1d45a9bf,SZ002450,20150525,20150526,20150520,resolved_gross_entitlement,"[""96e47e5f98f4a480091a39b894966b8edd5639f9e078eccf660437bfd1b1ab61:0"", ""96e47e5f98f4a480091a39b894966b8edd5639f9e078eccf660437bfd1b1ab61:17""]",2,2,0,,,0.1167571,0.4989622,20150526,20150526,0,SZ002450
89a3c7599fb5867eb326a9e1,SZ002450,20160601,20160602,20160527,resolved_gross_entitlement,"[""fe41b69f7e4f688e2d1a956c556de01b881d6c2693bb10f6ff5ba170ee97d827:0"", ""fe41b69f7e4f688e2d1a956c556de01b881d6c2693bb10f6ff5ba170ee97d827:18""]",2,2,0,,,0.0898725,0.9985834,20160602,20160602,0,SZ002450
6552b57bd40a1f9ced5f6c53,SZ002475,20200616,20200617,20200610,resolved_gross_entitlement,"[""6b7215a741cca96de2717f6326894d1dd63ba258a7a06abd6c3ef4d4ab8e168a:34""]",1,1,0,,,0.1199884,0.2999711,20200617,20200617,0,SZ002475
098499d94cc70d8bbfcda1fa,SZ002504,20160711,20160712,20160705,resolved_gross_entitlement,"[""5d7aece77f4751a1ef382bbdee2fde2b4fe1940eef7d7bf2db96eb619c596fed:7""]",1,1,0,,,0.1522256,1.522256,20160712,20160712,0,SZ002504
3e9f73c62c5fbede8c88bc52,SZ002551,20150715,20150716,20150709,resolved_gross_entitlement,"[""48468da3805307cd765f0bf57eba5254559556253d3ac9ceaf6988622327a5c5:0"", ""48468da3805307cd765f0bf57eba5254559556253d3ac9ceaf6988622327a5c5:8""]",2,2,0,,,0.0999283,0.1998567,20150716,20150716,0,SZ002551
c40289ce4b4aded89223ffaa,SZ002551,20170706,20170707,20170630,resolved_gross_entitlement,"[""fa46cdf64c72362315db88b09b60411f370781793cb35feaad5bb6027c80911a:49""]",1,1,0,,,0.1002233,0.5011167,20170707,20170707,0,SZ002551
5b47858a8eaa59ce34fe96d4,SZ002621,20190613,20190614,20190606,resolved_gross_entitlement,"[""b30cb22b2d67c3217f3b6d399668427e9cbdff7d81d73a7cfef0018c89501d95:48""]",1,1,0,,,0.0200017,0.7000604,20190614,20190614,0,SZ002621
cd5970dcfac576d867974937,SZ002625,20150325,20150326,20150320,resolved_gross_entitlement,"[""579f8c73826d648cb0879171c06b5975a02b03fae1e5942d4d7d383674bd97a7:0"", ""579f8c73826d648cb0879171c06b5975a02b03fae1e5942d4d7d383674bd97a7:6""]",2,2,0,,,0.0,0.7000522,,20150326,1,SZ002625
29be84b99b5ef402e9cfa983,SZ002648,20220602,20220606,20220527,resolved_gross_entitlement,"[""0a4aca771fae97f3aef6e16a4c4d98b913d1d00bdd874516ae73889201084706:30""]",1,1,0,,,0.3493033,0.3992037,20220606,20220606,0,SZ002648
d0c6cc226c71eb082dc4dd84,SZ002663,20150529,20150601,20150526,resolved_gross_entitlement,"[""38914ecc6739821e9d34923c24bb13d7b32c4f5c806e176050b10daf648f7c31:0"", ""38914ecc6739821e9d34923c24bb13d7b32c4f5c806e176050b10daf648f7c31:9""]",2,2,0,,,0.061783,1.494752,20150601,20150601,0,SZ002663
ee13c2ff437ee48c51181fcc,SZ002670,20180628,20180629,20180623,resolved_gross_entitlement,"[""258d5a873fe77901f2c15cf8e76c7fb642f86902989bcd4b5abae7aa9bfe2a23:54""]",1,1,0,,,0.0100297,0.3008933,20180629,20180629,0,SZ002670
99376b7e2657f052f14929ac,SZ002681,20180703,20180704,20180628,resolved_gross_entitlement,"[""de760de4db1a895f307a70d914fd7317d90bc05b186ebbf728e0c84c58e641fd:16""]",1,1,0,,,0.0596558,0.3977059,20180704,20180704,0,SZ002681
e62d937b838d72180a28ee4c,SZ002717,20180423,20180424,20180419,resolved_gross_entitlement,"[""5361d5ee33301e2bebcce50c5118807be6b9e94818b6840c7c00e3d15798e0dc:2""]",1,1,0,,,0.1749961,1.2999713,20180424,20180424,0,SZ002717
57dc4d7590f810eabd6081ac,SZ002749,20200528,20200529,20200522,resolved_gross_entitlement,"[""ff0de2149d6f66519b0782834f6030d73d76512740ca0f4d69bd54aa495e8cfe:40""]",1,1,0,,,0.25,0.158,20200529,20200529,0,SZ002749
16e31e5502b29aac0becdc3c,SZ002757,20190617,20190618,20190612,resolved_gross_entitlement,"[""942663afaf174700ab76352ee09d51dc919845b8dbb45782fc56422168ae2481:24""]",1,1,0,,,0.5001187,0.5001187,20190618,20190618,0,SZ002757
4d69be7f21a937c2a09834ed,SZ002769,20160708,20160711,20160705,resolved_gross_entitlement,"[""ef50ae68add0c2b87f377cc4a4c1c8b85d2659046b4cfcfd8cb50a5dcca5d6b3:0"", ""ef50ae68add0c2b87f377cc4a4c1c8b85d2659046b4cfcfd8cb50a5dcca5d6b3:13""]",2,2,0,,,0.2099164,1.4994028,20160711,20160711,0,SZ002769
70e6270aafd157e8344a892e,SZ002772,20160414,20160415,20160409,resolved_gross_entitlement,"[""17739a02602af0226e83103e8d45a0a2b03b67507b9c324d1c64f941527b799f:0"", ""17739a02602af0226e83103e8d45a0a2b03b67507b9c324d1c64f941527b799f:7""]",2,2,0,,,0.1051299,1.0512991,20160415,20160415,0,SZ002772
2853607a51f154d180d04ba3,SZ002776,20180717,20180718,20180712,resolved_gross_entitlement,"[""d0f036a3dad8812167ba489aa016abb5275de96d0f40d2b7fd3fbf1e48deec90:0"", ""d0f036a3dad8812167ba489aa016abb5275de96d0f40d2b7fd3fbf1e48deec90:16""]",2,2,0,,,0.1008505,0.5042526,20180718,20180718,0,SZ002776
a4622f16c83ba840f007606f,SZ002780,20170515,20170516,20170509,resolved_gross_entitlement,"[""d717184f90ca834e63290741c413ac7d5aaa6a5f6991ba92397120313d6d401a:9""]",1,1,0,,,0.0600068,0.5000567,20170516,20170516,0,SZ002780
51c5dd8e04979477da867c45,SZ002823,20170605,20170606,20170525,resolved_gross_entitlement,"[""bf6a723cacdc4f3f3955a78c92f366286657010ee163c32529a8ff9b728d3ac1:5""]",1,1,0,,,0.2733766,0.984077,20170606,20170606,0,SZ002823
24917fd17cb251731c37f316,SZ002824,20230705,20230706,20230629,resolved_gross_entitlement,"[""e74fa8b2462bbcf99c719b77d6dceafb55336fd8028688bea17e41a46ff7525e:53""]",1,1,0,,,0.3131637,0.4002092,20230706,20230706,0,SZ002824
fa32706aefbcc8a3e25edb02,SZ002825,20230706,20230707,20230701,resolved_gross_entitlement,"[""8fb180027dba88060cecd92fa67855595fcfd7f504647af2824b52e1d1684e3d:21""]",1,1,0,,,0.2997545,0.3996727,20230707,20230707,0,SZ002825
21b1ed0be5d247a9435e73ab,SZ002837,20170531,20170601,20170523,resolved_gross_entitlement,"[""3016a29291e8c13c254f42c48eae46a3269a11d5b98972caea7ee9b86a5575e9:18""]",1,1,0,,,0.2923549,1.4617745,20170601,20170601,0,SZ002837
4f9efa1ec7a73efab9647e01,SZ002865,20230414,20230417,20230411,resolved_gross_entitlement,"[""0aa6639cb9dbd9f1f60c6c92be7eb635457974fac464f2ce179a13626b24cf33:0""]",1,1,0,,,0.5971178,0.3980785,20230417,20230417,0,SZ002865
c55be42cfaad890c4e3975aa,SZ002921,20210510,20210511,20210429,resolved_gross_entitlement,"[""bee7ca178161c5be0d74b324b5d145c3ad230badcc7c8febf6b81d21a355f9ab:9""]",1,1,0,,,0.3999997,0.2999998,20210511,20210511,0,SZ002921
2942893b276292a9ac13d7af,SZ002960,20210603,20210604,20210529,resolved_gross_entitlement,"[""f49ac53346c66691dc731fbd9b95052eff16aa5dc78f3233997563377dead9b1:65""]",1,1,0,,,0.4489534,0.3990697,20210604,20210604,0,SZ002960
7588ef08e7105796f7b38bc6,SZ300002,20150605,20150608,20150530,resolved_gross_entitlement,"[""0f11feb5848050b23c275f8815354b70c1a0a1d1e44206107ed3fd79f3bc50ef:1"", ""0f11feb5848050b23c275f8815354b70c1a0a1d1e44206107ed3fd79f3bc50ef:16""]",2,2,0,,,0.1204801,0.5020004,20150608,20150608,0,SZ300002
fbcea93a63b167273afc0678,SZ300010,20150518,20150519,20150513,resolved_gross_entitlement,"[""941687385e83ca1317f8f51a0afdcfb5167cdb5ad98da2cf64463a906627b829:1"", ""941687385e83ca1317f8f51a0afdcfb5167cdb5ad98da2cf64463a906627b829:19""]",2,2,0,,,0.0300042,1.2001704,20150519,20150519,0,SZ300010
895ca1b8a7ad6a545cece10e,SZ300014,20170510,20170511,20170505,resolved_gross_entitlement,"[""a40e1456b0cc357434899fee2d886adb1c95ce7acca641d3a81fd7cb9756544f:15""]",1,1,0,,,0.1195027,0.9958566,20170511,20170511,0,SZ300014
2e3babcd1bbbf432dcbcbe24,SZ300014,20200608,20200609,20200603,resolved_gross_entitlement,"[""2e21e2fd7941f25397fca94056ad00dac9a15df3a9bea6badfffb76cb658e576:0"", ""2e21e2fd7941f25397fca94056ad00dac9a15df3a9bea6badfffb76cb658e576:24""]",2,2,0,,,0.170165,0.9008738,20200609,20200609,0,SZ300014
6f769cbf1afd8bf486db9aa4,SZ300015,20150603,20150604,20150529,resolved_gross_entitlement,"[""cde592b37dfff1c81acbd85944f09c0ff55b3352ae9a3b94feb6a398cd5bc432:1"", ""cde592b37dfff1c81acbd85944f09c0ff55b3352ae9a3b94feb6a398cd5bc432:7""]",2,2,0,,,0.1499392,0.4997973,20150604,20150604,0,SZ300015
664a3a5a020ea24a4a6159c7,SZ300015,20180523,20180524,20180517,resolved_gross_entitlement,"[""252a8bfd7b7034a08dbd30334d7927a4cd6c8ea4c93c56a976a7c3050f1eb333:12""]",1,1,0,,,0.2999671,0.4999451,20180524,20180524,0,SZ300015
6878d38d83fcd6ecd6cc4de2,SZ300015,20210623,20210624,20210618,resolved_gross_entitlement,"[""8576ebc4a9ff2c433910d5e238ac0cea17cfa78f4d7e6d75dd283ec2f16adb3b:55""]",1,1,0,,,0.1482893,0.2965786,20210624,20210624,0,SZ300015
26ea77ffc1fb22d82eca4549,SZ300015,20220708,20220711,20220705,resolved_gross_entitlement,"[""fc4b5a226beb9702c4c847af0a879f21575ed3175d9cfc3943f71cf2f6100abc:7""]",1,1,0,,,0.1196653,0.2991634,20220711,20220711,0,SZ300015
0b6d6540038739175a1851ce,SZ300015,20230607,20230608,20230601,resolved_gross_entitlement,"[""eb2e942c11a8899340b5cf04939a6230e1fc50cfb40bc28587c807804bce45ce:53""]",1,1,0,,,0.1000149,0.3000447,20230608,20230608,0,SZ300015
5cbbe637d60ec2dcfb0b9c03,SZ300017,20150421,20150422,20150416,resolved_gross_entitlement,"[""6deccd7720aed264fa04d14ccc942987cd39af3a5173819490f48a265bd19c0d:1"", ""6deccd7720aed264fa04d14ccc942987cd39af3a5173819490f48a265bd19c0d:3""]",2,2,0,,,0.1499162,1.199329,20150422,20150422,0,SZ300017
b2ec64b4bf48bf04a83e39a5,SZ300017,20170424,20170425,20170419,resolved_gross_entitlement,"[""c65ba48c38f600ec30f3b76cf2be1946f182925ec17ee09fc398782ef43f7eab:5""]",1,1,0,,,0.2494345,1.995476,20170425,20170425,0,SZ300017
171e54141184baa017e6e856,SZ300027,20160429,20160503,20160427,resolved_gross_entitlement,"[""5ede7d825010ef123177eea089e92add0060dee3ab669ca670d57432a41275ba:0"", ""5ede7d825010ef123177eea089e92add0060dee3ab669ca670d57432a41275ba:15""]",2,2,0,,,0.0999166,0.9991663,20160503,20160503,0,SZ300027
5ebc0a552b985659ac0e53f4,SZ300034,20160518,20160519,20160512,resolved_gross_entitlement,"[""02ac5a26e5d02396b191b9129c973395882f0ae567831689db403036d01354a0:0"", ""02ac5a26e5d02396b191b9129c973395882f0ae567831689db403036d01354a0:10""]",2,2,0,,,0.079536,0.2982603,20160519,20160519,0,SZ300034
e899ad435b8a4a0af2e5106b,SZ300040,20210713,20210714,20210708,resolved_gross_entitlement,"[""cfc2656840e73491d97316c8972b624c9d9ba06ee70288b207b8e512aafcc5f0:21""]",1,1,0,,,0.0499865,0.3998922,20210714,20210714,0,SZ300040
550734470c8aee95627f3134,SZ300047,20190604,20190605,20190529,resolved_gross_entitlement,"[""b31e5a7278cb67d8bf848745e442ddc83e777937a49ffffcd5848920b9790f4c:40""]",1,1,0,,,0.0601189,0.6011892,20190605,20190605,0,SZ300047
523501833f239df962deb08b,SZ300057,20190514,20190515,20190509,resolved_gross_entitlement,"[""bf611d2b1da6ec6a50acce7cdfea91113ed1a8258bcb6f206666ec3a5fabc6b6:3""]",1,1,0,,,0.0952039,0.1904078,20190515,20190515,0,SZ300057
1d5d23a78ce3730efc55994e,SZ300058,20150608,20150609,20150603,resolved_gross_entitlement,"[""e2e3c6d491a9b2dc445c1c3cc72d4407920c9b005027a33b9adc0553d8dfc203:0"", ""e2e3c6d491a9b2dc445c1c3cc72d4407920c9b005027a33b9adc0553d8dfc203:23""]",2,2,0,,,0.1497506,0.9983377,20150609,20150609,0,SZ300058
9359fb940ea661b68886e149,SZ300066,20150428,20150429,20150422,resolved_gross_entitlement,"[""da25d0f969287883a40c12a1aca11e1c4c033cffdb51be4f79dd59f95325a121:1"", ""da25d0f969287883a40c12a1aca11e1c4c033cffdb51be4f79dd59f95325a121:10""]",2,2,0,,,0.1000018,0.6000111,20150429,20150429,0,SZ300066
e4e1e3c841966c1a36bff29b,SZ300070,20160513,20160516,20160509,resolved_gross_entitlement,"[""ff0f4976dc604593af67b939f72cdafb5bc6b8b4741c60b5a1610f212415596f:0"", ""ff0f4976dc604593af67b939f72cdafb5bc6b8b4741c60b5a1610f212415596f:4""]",2,2,0,,,0.097615,1.464225,20160516,20160516,0,SZ300070
989d4c17affac486d86e8807,SZ300072,20160418,20160419,20160412,resolved_gross_entitlement,"[""101eaf800cc49698c8bca464746d768b0071974d9b1d03f174529880d91383fa:0"", ""101eaf800cc49698c8bca464746d768b0071974d9b1d03f174529880d91383fa:3""]",2,2,0,,,0.1953633,0.4884083,20160419,20160419,0,SZ300072
2e5e55a1edb0ee6e435343f8,SZ300087,20170714,20170717,20170711,resolved_gross_entitlement,"[""4ad5c87b4b6be4d80acc56947bd23c4db6a58a2e842bab3aa03a5c38db6cc24c:2""]",1,1,0,,,0.0981759,0.2945279,20170717,20170717,0,SZ300087
9caf26558ff026917359ef00,SZ300098,20180524,20180525,20180519,resolved_gross_entitlement,"[""81f068ecb1c7babada66279dbabd7ff59ebecb8f6d14e1c9b28c63e80abb93d5:27""]",1,1,0,,,0.0397908,0.497385,20180525,20180525,0,SZ300098
ece50e84a1e2747cb7866a16,SZ300107,20150513,20150514,20150508,resolved_gross_entitlement,"[""cb195781ad5d99815a9fc5b6a2e554e9f4608bc1d4f983e1a57fb331966ac635:1"", ""cb195781ad5d99815a9fc5b6a2e554e9f4608bc1d4f983e1a57fb331966ac635:9""]",2,2,0,,,0.0498929,0.9978578,20150514,20150514,0,SZ300107
d31fc08e09d88405c41cf942,SZ300109,20180704,20180705,20180629,resolved_gross_entitlement,"[""9b583f9a0eff648fcc5abd2b541e8f7a01f50dcc7267033ddb82d2c4b2c8299b:31""]",1,1,0,,,0.1016261,0.3048783,20180705,20180705,0,SZ300109
55a9522b3feb9955e11ba981,SZ300113,20160524,20160525,20160519,resolved_gross_entitlement,"[""21cf91b50dd2e7cfa4a8f757ddfada6567c9b8ee306480e99b5bac3f0c6a0e75:1"", ""21cf91b50dd2e7cfa4a8f757ddfada6567c9b8ee306480e99b5bac3f0c6a0e75:36""]",2,2,0,,,0.2426289,1.26167,20160525,20160525,0,SZ300113
a003e3fb24965f7581c46992,SZ300120,20180619,20180620,20180612,resolved_gross_entitlement,"[""028aab26da0689333703d2ab5927858f722bb7aa16f2c6f59d1c62cf970de1c2:27""]",1,1,0,,,0.1953337,0.2930005,20180620,20180620,0,SZ300120
e4214f113d96362d54bf478f,SZ300124,20160517,20160518,20160512,resolved_gross_entitlement,"[""7728f7b08ca69fbab275dd0ba95c16f831f38e893def43884494936c6c352e1c:3"", ""7728f7b08ca69fbab275dd0ba95c16f831f38e893def43884494936c6c352e1c:10""]",2,2,0,,,0.499939,0.999878,20160518,20160518,0,SZ300124
52c78707c5ba59f2e9f7ec18,SZ300128,20170525,20170526,20170520,resolved_gross_entitlement,"[""0e5190afb146f01dd1a4ef38c45146cfcc26183ea4271378ba18be4d8460294f:30""]",1,1,0,,,0.0104662,0.8373027,20170526,20170526,0,SZ300128
9be06c2e42632cb526090353,SZ300130,20180424,20180425,20180419,resolved_gross_entitlement,"[""c938f1e8b4e79bf4bfc3e965c85e8cb9c481196adc914c28d1a78a75784163ca:11""]",1,1,0,,,0.1499877,0.7999346,20180425,20180425,0,SZ300130
