datetime,instrument,alpha158_KMID,alpha158_KLEN,alpha158_KMID2,alpha158_KUP,alpha158_KUP2,alpha158_KLOW,alpha158_KLOW2,alpha158_KSFT,alpha158_KSFT2,alpha158_OPEN0,alpha158_HIGH0,alpha158_LOW0,alpha158_VWAP0,alpha158_ROC5,alpha158_ROC10,alpha158_ROC20,alpha158_ROC30,alpha158_ROC60,alpha158_MA5,alpha158_MA10,alpha158_MA20,alpha158_MA30,alpha158_MA60,alpha158_STD5,alpha158_STD10,alpha158_STD20,alpha158_STD30,alpha158_STD60,alpha158_BETA5,alpha158_BETA10,alpha158_BETA20,alpha158_BETA30,alpha158_BETA60,alpha158_RSQR5,alpha158_RSQR10,alpha158_RSQR20,alpha158_RSQR30,alpha158_RSQR60,alpha158_RESI5,alpha158_RESI10,alpha158_RESI20,alpha158_RESI30,alpha158_RESI60,alpha158_MAX5,alpha158_MAX10,alpha158_MAX20,alpha158_MAX30,alpha158_MAX60,alpha158_MIN5,alpha158_MIN10,alpha158_MIN20,alpha158_MIN30,alpha158_MIN60,alpha158_QTLU5,alpha158_QTLU10,alpha158_QTLU20,alpha158_QTLU30,alpha158_QTLU60,alpha158_QTLD5,alpha158_QTLD10,alpha158_QTLD20,alpha158_QTLD30,alpha158_QTLD60,alpha158_RANK5,alpha158_RANK10,alpha158_RANK20,alpha158_RANK30,alpha158_RANK60,alpha158_RSV5,alpha158_RSV10,alpha158_RSV20,alpha158_RSV30,alpha158_RSV60,alpha158_IMAX5,alpha158_IMAX10,alpha158_IMAX20,alpha158_IMAX30,alpha158_IMAX60,alpha158_IMIN5,alpha158_IMIN10,alpha158_IMIN20,alpha158_IMIN30,alpha158_IMIN60,alpha158_IMXD5,alpha158_IMXD10,alpha158_IMXD20,alpha158_IMXD30,alpha158_IMXD60,alpha158_CORR5,alpha158_CORR10,alpha158_CORR20,alpha158_CORR30,alpha158_CORR60,alpha158_CORD5,alpha158_CORD10,alpha158_CORD20,alpha158_CORD30,alpha158_CORD60,alpha158_CNTP5,alpha158_CNTP10,alpha158_CNTP20,alpha158_CNTP30,alpha158_CNTP60,alpha158_CNTN5,alpha158_CNTN10,alpha158_CNTN20,alpha158_CNTN30,alpha158_CNTN60,alpha158_CNTD5,alpha158_CNTD10,alpha158_CNTD20,alpha158_CNTD30,alpha158_CNTD60,alpha158_SUMP5,alpha158_SUMP10,alpha158_SUMP20,alpha158_SUMP30,alpha158_SUMP60,alpha158_SUMN5,alpha158_SUMN10,alpha158_SUMN20,alpha158_SUMN30,alpha158_SUMN60,alpha158_SUMD5,alpha158_SUMD10,alpha158_SUMD20,alpha158_SUMD30,alpha158_SUMD60,alpha158_VMA5,alpha158_VMA10,alpha158_VMA20,alpha158_VMA30,alpha158_VMA60,alpha158_VSTD5,alpha158_VSTD10,alpha158_VSTD20,alpha158_VSTD30,alpha158_VSTD60,alpha158_WVMA5,alpha158_WVMA10,alpha158_WVMA20,alpha158_WVMA30,alpha158_WVMA60,alpha158_VSUMP5,alpha158_VSUMP10,alpha158_VSUMP20,alpha158_VSUMP30,alpha158_VSUMP60,alpha158_VSUMN5,alpha158_VSUMN10,alpha158_VSUMN20,alpha158_VSUMN30,alpha158_VSUMN60,alpha158_VSUMD5,alpha158_VSUMD10,alpha158_VSUMD20,alpha158_VSUMD30,alpha158_VSUMD60
2020-12-11,SH600000,-0.014227726,0.01930899,-0.7368446,0.0040650116,0.2105243,0.0010162529,0.052631076,-0.017276485,-0.89473784,1.014433,1.0185567,0.9989691,1.0048374,1.048443,1.0515187,0.9649366,0.9546328,1.026759,1.0185467,1.035248,1.0218993,1.0038755,0.9977073,0.012513882,0.02049649,0.02501383,0.033275638,0.027554499,-0.0076278467,-0.0057861204,0.0021422645,0.0031162137,0.0005235059,0.9288805,0.7305122,0.25671652,0.6796784,0.11009256,-0.0032910518,-0.009210472,-0.042250816,-0.04906057,-0.013150756,1.0484686,1.0855944,1.0855944,1.0855944,1.0855944,0.9989691,0.9989691,0.9659932,0.95054036,0.95054036,1.0290505,1.0558709,1.0490581,1.0313572,1.0208075,1.0099039,1.0197617,1.0,0.9713341,0.9721646,0.2,0.1,0.225,0.48333332,0.5833333,0.020826902,0.011900909,0.28433475,0.36622092,0.36622092,0.2,0.1,0.55,0.7,0.85,1.0,1.0,0.05,0.033333335,0.51666665,-0.8,-0.9,0.5,0.6666667,0.33333334,-0.123628095,0.44872394,0.44200915,0.31934184,0.39152926,-0.67208683,-0.70323366,0.2210718,0.23036972,0.34104604,0.0,0.1,0.4,0.5,0.36666667,1.0,0.9,0.6,0.5,0.6166667,-1.0,-0.8,-0.2,0.0,-0.25,0.0,0.24466476,0.57949775,0.58277214,0.47238088,1.0,0.7553353,0.42050222,0.41722786,0.5276191,-1.0,-0.5106705,0.15899555,0.16554427,-0.055238277,0.9143532,1.4792515,1.4620439,1.4008476,1.2297438,0.20314802,1.0601591,0.82605666,0.69664615,0.5697107,0.80096006,1.1946439,1.0315801,1.1399306,1.1404765,0.5083298,0.39490482,0.5029348,0.49469516,0.49760118,0.49167022,0.60509515,0.4970652,0.5053048,0.50239885,0.016659569,-0.21019034,0.0058696065,-0.010609676,-0.0047976435
2020-12-14,SH600000,0.0,0.012307639,0.0,0.005128183,0.41666666,0.0071794563,0.5833333,0.0020512734,0.16666667,1.0,1.0051281,0.99282056,0.99781775,1.0246328,1.0318238,0.9692472,0.9487454,1.0174419,1.0083996,1.0267595,1.0181992,1.0004386,0.9923029,0.011708731,0.022444982,0.022651583,0.03173056,0.02723722,-0.006862009,-0.007264199,0.001144614,0.0027637123,0.00057508005,0.8586633,0.9601706,0.08936943,0.58793855,0.13596618,0.005324375,0.0059293965,-0.029073052,-0.04051244,-0.009267768,1.0348318,1.0656133,1.0800302,1.0800302,1.0800302,0.99282056,0.99282056,0.968202,0.9517717,0.9456684,1.0178092,1.050459,1.0436811,1.026071,1.0153764,0.9989749,1.0057528,0.9981793,0.9671818,0.9671818,0.4,0.2,0.3,0.53333336,0.6666667,0.17089395,0.09862882,0.28434676,0.37602422,0.40436774,0.4,0.2,0.5,0.6666667,0.8333333,1.0,1.0,0.05,0.06666667,0.5,-0.6,-0.8,0.45,0.6,0.33333334,-0.67938685,0.6996193,0.37429854,0.28906447,0.3910233,-0.6198038,-0.7112981,0.24214798,0.21927676,0.33203968,0.2,0.2,0.4,0.53333336,0.38333333,0.8,0.8,0.6,0.46666667,0.6,-0.6,-0.6,-0.2,0.06666667,-0.21666667,0.14693016,0.32550353,0.5714286,0.5925926,0.48194486,0.85306984,0.6744965,0.42857143,0.40740743,0.51805514,-0.7061397,-0.3489929,0.14285715,0.18518513,-0.036110286,1.0434988,1.4221816,1.8347799,1.7427835,1.5309842,0.16321309,0.5863159,1.0233039,0.8751617,0.7141741,0.69119495,1.287929,1.0420913,1.1267244,1.1404074,0.34667632,0.13997695,0.5058308,0.49461144,0.49537566,0.65332365,0.860023,0.49416918,0.50538856,0.5046243,-0.30664733,-0.7200461,0.011661661,-0.010777092,-0.009248657
2020-12-15,SH600000,-0.0020554548,0.0143885575,-0.14285342,0.0010277741,0.07142996,0.011305328,0.7857166,0.008222099,0.5714332,1.0020597,1.0030895,0.98867136,0.99382246,1.0278076,1.0607619,0.98148715,0.95782757,1.0195882,1.007021,1.0249423,1.0233483,1.0059942,0.99609256,0.009011103,0.021807142,0.021324256,0.030634632,0.027185362,-0.0048394483,-0.0070033553,0.0001826854,0.0024230843,0.0006226059,0.72106725,0.9454233,0.0025687856,0.4848567,0.15997645,0.002657898,0.006572761,-0.025083901,-0.041128937,-0.014459417,1.0391243,1.0700334,1.0845102,1.0845102,1.0845102,0.98867136,0.98867136,0.9784034,0.95571965,0.94959104,1.0132124,1.04884,1.0480103,1.0303272,1.0162698,0.99980026,1.0033184,1.0025195,0.9728529,0.9711937,0.4,0.2,0.2,0.46666667,0.6333333,0.2245386,0.13923708,0.20353645,0.3438166,0.37362313,0.2,0.1,0.45,0.6333333,0.81666666,1.0,1.0,0.05,0.033333335,0.48333332,-0.8,-0.9,0.4,0.6,0.33333334,-0.017135331,0.6225861,0.3858206,0.31471956,0.404769,-0.6199136,-0.64887625,0.22430918,0.21151042,0.33129004,0.2,0.1,0.35,0.5,0.38333333,0.8,0.9,0.65,0.5,0.6,-0.6,-0.8,-0.3,0.0,-0.21666667,0.13508113,0.072432704,0.54364365,0.57614434,0.47989276,0.8649189,0.9275673,0.45635635,0.42385566,0.5201072,-0.7298378,-0.8551346,0.087287284,0.15228866,-0.040214464,1.0677736,1.2270224,1.7975681,1.6928624,1.5085897,0.10613776,0.3438161,1.0155945,0.8721179,0.70348513,0.522283,0.84533757,1.0650562,1.1429384,1.135832,0.6069535,0.24387506,0.49305704,0.47968632,0.5001968,0.3930465,0.756125,0.5069429,0.5203137,0.49980322,0.21390702,-0.5122499,-0.013885905,-0.04062736,0.00039359275
2020-12-16,SH600000,-0.007201575,0.0144032445,-0.49999675,0.0061728726,0.42857513,0.0010287964,0.071428105,-0.012345651,-0.85714376,1.0072538,1.0134715,0.9989637,1.0043128,1.0268975,1.0621425,1.0051785,0.96784663,1.021719,1.0078683,1.0250657,1.0294172,1.0132864,1.0018897,0.006582579,0.021010108,0.021795856,0.029769095,0.027234925,-0.0034239998,-0.0066953325,-0.0006269342,0.002053277,0.0006557596,0.6764182,0.93089175,0.028957708,0.36869353,0.1768222,-0.0010202572,0.0050633317,-0.023461308,-0.04305892,-0.021234654,1.0321304,1.0652827,1.0912162,1.0912162,1.0912162,0.9947847,0.9947847,0.9947847,0.9668078,0.9554627,1.0118101,1.0389705,1.0544906,1.0366981,1.0225537,1.0041428,1.0059824,1.0087185,0.98008966,0.9771989,0.2,0.1,0.05,0.33333334,0.51666665,0.13964985,0.07397817,0.054083135,0.26680064,0.32807478,0.2,0.1,0.4,0.6,0.8,0.8,0.9,0.95,0.06666667,0.46666667,-0.6,-0.8,-0.55,0.53333336,0.33333334,-0.7145989,0.34023458,0.5079602,0.3101334,0.4124704,-0.69023657,-0.6309899,0.068732195,0.20774446,0.3287014,0.2,0.1,0.3,0.46666667,0.38333333,0.8,0.9,0.7,0.53333336,0.6,-0.6,-0.8,-0.4,-0.06666667,-0.21666667,0.13900454,0.07142885,0.48717967,0.55726874,0.4779331,0.8609955,0.92857116,0.5128203,0.4427313,0.5220669,-0.7219909,-0.8571423,-0.025640642,0.11453744,-0.04413377,0.8910817,0.94129854,1.4087272,1.3853551,1.2364379,0.1032912,0.1734167,0.8157809,0.71532935,0.576135,0.52846146,0.8673492,1.1427158,1.1364075,1.1306918,0.5599677,0.36445615,0.44100153,0.49837223,0.50058055,0.44003227,0.6355438,0.55899847,0.5016278,0.49941945,0.11993543,-0.27108768,-0.11799693,-0.0032555636,0.0011611162
2020-12-17,SH600000,0.013485511,0.020746881,0.6500018,0.0020746505,0.09999818,0.0051867203,0.25,0.01659758,0.80000365,0.9866939,1.0020471,0.9815762,0.99071664,1.0051148,1.0480952,0.9969463,0.95801204,1.009161,0.99445754,1.007657,1.0169172,1.0022317,0.9894228,0.0047817556,0.016767893,0.021390393,0.028272241,0.026812987,0.00041226659,-0.0049177897,-0.0011716436,0.0017273611,0.0006979847,0.018583246,0.7884868,0.105007805,0.28929937,0.20668133,0.0047179027,0.014473015,-0.0057866694,-0.027278418,-0.010013366,1.0112474,1.0491073,1.077804,1.077804,1.077804,0.9815762,0.9815762,0.9815762,0.9549247,0.9437191,0.998351,1.0216657,1.0415299,1.023956,1.0091915,0.99180084,0.99361783,0.99711424,0.97398275,0.96518815,1.0,0.5,0.3,0.53333336,0.71666664,0.620932,0.27281925,0.19146007,0.3668258,0.41974074,0.2,0.1,0.35,0.56666666,0.78333336,1.0,1.0,1.0,0.033333335,0.45,-0.8,-0.9,-0.65,0.53333336,0.33333334,-0.62004364,0.08107903,0.54142725,0.3109951,0.41022873,-0.85275006,-0.5112218,0.07569675,0.19206044,0.3161585,0.4,0.2,0.3,0.46666667,0.4,0.6,0.8,0.7,0.53333336,0.6,-0.2,-0.6,-0.4,-0.06666667,-0.2,0.43594736,0.20994504,0.50735307,0.5730218,0.49080884,0.56405264,0.790055,0.49264693,0.42697817,0.50919116,-0.1281053,-0.5801099,0.014706126,0.14604366,-0.018382294,1.0132833,1.019828,1.551717,1.5398899,1.3800272,0.10715282,0.16736433,0.9216746,0.8054417,0.64607275,0.5482791,0.72689945,1.1162703,1.1054591,1.1055845,0.5530685,0.4262091,0.4781918,0.49064377,0.49643445,0.44693148,0.5737909,0.5218082,0.50935626,0.50356555,0.106137015,-0.1475818,-0.04361641,-0.01871248,-0.007131081
2020-12-18,SH600000,0.0020533497,0.010266935,0.19999637,0.0030800714,0.2999991,0.0051335143,0.50000453,0.004106793,0.40000182,0.99795085,1.0030738,0.9928279,0.99749166,0.9938861,1.042033,0.9908292,0.962094,1.0071838,0.9967444,1.004532,1.018464,1.0045676,0.99036175,0.0050388877,0.0121416235,0.020892568,0.027224896,0.026781866,0.000817728,-0.0031796743,-0.0018592143,0.0014236855,0.0007426446,0.06583978,0.6286707,0.27716812,0.21193239,0.23452017,0.001620137,0.009776595,-0.0008013854,-0.025211038,-0.012269783,1.0041296,1.0420583,1.0789572,1.0789572,1.0789572,0.9826265,0.9826265,0.9826265,0.95596325,0.9447289,1.000214,1.0167979,1.0426443,1.0250516,1.0102713,0.99365693,0.994681,0.9998013,0.97890717,0.96622086,0.8,0.5,0.25,0.5,0.71666664,0.8079535,0.29232642,0.18035254,0.35803986,0.41176927,0.2,0.1,0.3,0.53333336,0.76666665,0.8,0.9,0.95,0.16666667,0.43333334,-0.6,-0.8,-0.65,0.36666667,0.33333334,-0.63580763,-0.00033886582,0.5591393,0.32813755,0.40362418,-0.5197395,-0.55367374,0.055734582,0.19435513,0.31414062,0.4,0.2,0.3,0.43333334,0.4,0.6,0.8,0.7,0.56666666,0.6,-0.2,-0.6,-0.4,-0.13333334,-0.2,0.606383,0.22664022,0.5227272,0.56631017,0.49277148,0.39361697,0.7733598,0.4772728,0.43368986,0.50722855,0.21276602,-0.54671955,0.045454357,0.13262029,-0.014457065,1.2598413,1.3236899,2.0646682,2.0383863,1.8508865,0.1856269,0.24916282,1.2565615,1.1012284,0.87393117,0.7617208,0.84617394,1.1505318,1.1201365,1.1109263,0.26434293,0.42117906,0.48444086,0.47699362,0.49531546,0.73565704,0.57882094,0.51555914,0.5230064,0.5046845,-0.4713141,-0.15764187,-0.031118298,-0.046012755,-0.009369052
2020-12-21,SH600000,0.005154617,0.012371081,0.41666666,0.0020618467,0.16666667,0.005154617,0.41666666,0.008247387,0.6666667,0.9948718,1.0020512,0.98974365,0.9972727,1.0,1.0246328,1.0153764,0.9671818,1.0195073,0.9977357,1.0030676,1.018708,1.0066606,0.9910215,0.0050438987,0.010189553,0.021350091,0.02630007,0.026578493,0.001950715,-0.0022110646,-0.0022040447,0.0011244644,0.0008052989,0.37393394,0.43162242,0.37300047,0.14167048,0.27999696,-0.0016370824,0.0068821423,0.0022304812,-0.0229653,-0.01477786,1.0041168,1.0348318,1.0800302,1.0800302,1.0800302,0.9836037,0.9836037,0.9836037,0.95691395,0.9456684,1.0012087,1.0090269,1.0436811,1.026071,1.0094553,0.9946451,0.9956702,1.0,0.9878978,0.9671818,0.6,0.45,0.225,0.45,0.7083333,0.79930794,0.3200649,0.17003916,0.34996226,0.40436774,0.6,0.2,0.25,0.5,0.75,0.6,0.8,0.9,0.13333334,0.41666666,0.0,-0.6,-0.65,0.36666667,0.33333334,-0.648919,-0.42312378,0.6080406,0.39594978,0.37390897,-0.4657832,-0.4838678,-0.20103933,0.18913637,0.28582376,0.2,0.2,0.25,0.4,0.38333333,0.8,0.8,0.75,0.6,0.6166667,-0.6,-0.6,-0.5,-0.2,-0.23333333,0.5,0.29305923,0.4571427,0.5579886,0.47997487,0.5,0.70694077,0.5428573,0.4420114,0.52002513,0.0,-0.4138815,-0.08571456,0.11597721,-0.04005025,1.2142761,1.2395251,1.9646242,1.9738717,1.8132662,0.21911317,0.19859302,1.2584503,1.104743,0.86557186,0.99517125,0.79119533,1.2636105,1.1490394,1.1462338,0.3668202,0.35252666,0.42913118,0.45756614,0.4725597,0.63317984,0.64747334,0.57086885,0.54243386,0.5274403,-0.26635963,-0.2949467,-0.14173765,-0.08486772,-0.05488063
2020-12-22,SH600000,-0.014358967,0.020512836,-0.6999991,0.0,0.0,0.0061538694,0.3000009,-0.008205097,-0.3999982,1.0145681,1.0145681,0.9937565,1.0030077,1.0104005,1.0384973,1.0249922,0.9843993,1.0239832,1.0102142,1.0138544,1.032323,1.0218695,1.0050825,0.0075941575,0.008786255,0.022869842,0.026084183,0.026864992,-0.001047823,-0.001822791,-0.0028512946,0.000748305,0.00083941995,0.04759449,0.3945278,0.5440338,0.063782945,0.29777274,-0.008118573,-0.005651828,-0.005235729,-0.032719914,-0.029845413,1.0187685,1.0499316,1.0957898,1.0957898,1.0957898,0.9937565,0.9937565,0.9937565,0.97087693,0.95946735,1.015818,1.0177274,1.0589103,1.0410432,1.0225085,1.003353,1.0083514,1.0137535,1.003353,0.98129463,0.2,0.1,0.05,0.2,0.46666667,0.24961975,0.11114368,0.061191026,0.23314707,0.2973295,0.4,0.1,0.2,0.46666667,0.73333335,1.0,1.0,1.0,0.1,0.4,-0.6,-0.9,-0.8,0.36666667,0.33333334,-0.78074425,-0.35895073,0.5940439,0.46334738,0.37435395,-0.7593577,-0.6861494,-0.30012116,0.1253656,0.2305807,0.2,0.2,0.25,0.36666667,0.38333333,0.8,0.8,0.75,0.6333333,0.6166667,-0.6,-0.6,-0.5,-0.26666668,-0.23333333,0.35306984,0.23949595,0.43471208,0.5261242,0.4759383,0.64693016,0.76050407,0.56528795,0.47387582,0.5240617,-0.29386032,-0.5210081,-0.13057585,0.05224838,-0.04812339,0.8138559,0.8233304,1.2348489,1.2290788,1.1477578,0.17347613,0.12853219,0.7997298,0.6972611,0.54908717,0.9454481,0.72012687,1.2204431,1.1189653,1.1413614,0.62805444,0.61841005,0.486984,0.47532988,0.4975361,0.37194556,0.38158995,0.513016,0.5246701,0.50246394,0.25610888,0.23682013,-0.026031971,-0.04934026,-0.0049278215
2020-12-23,SH600000,-0.005208347,0.016666692,-0.31250036,0.0041666967,0.25000143,0.007291648,0.4374982,-0.0020833956,-0.12500355,1.0052357,1.0094241,0.9926702,0.9990483,1.0104655,1.0376445,1.027179,1.0010153,1.0156982,1.014433,1.0164245,1.0374141,1.0282203,1.0111006,0.010583624,0.008593821,0.024488585,0.02628412,0.027066117,-0.006177762,-0.0017716978,-0.003606074,0.00038284092,0.0008333868,0.851792,0.38959923,0.7589444,0.016441882,0.28916195,-0.0020774675,-0.008451916,-0.0031563882,-0.03377154,-0.035685614,1.025134,1.0429322,1.1026363,1.1026363,1.1026363,0.9926702,0.9926702,0.9926702,0.976943,0.96546215,1.022165,1.022165,1.0655264,1.0475476,1.0288972,1.0049984,1.009622,1.0165105,1.009622,0.9874258,0.2,0.1,0.05,0.16666667,0.4,0.22578488,0.14583246,0.06665529,0.18343829,0.25178114,0.2,0.1,0.15,0.43333334,0.71666664,1.0,1.0,1.0,0.06666667,0.38333333,-0.8,-0.9,-0.85,0.36666667,0.33333334,-0.47572076,-0.41547865,0.6150608,0.50055516,0.3769652,-0.57004625,-0.6086634,-0.27821028,0.15918106,0.24965073,0.2,0.2,0.25,0.33333334,0.38333333,0.8,0.8,0.75,0.6666667,0.6166667,-0.6,-0.6,-0.5,-0.33333334,-0.23333333,0.35306984,0.24307044,0.4301766,0.49828634,0.4840805,0.64693016,0.7569296,0.5698234,0.5017137,0.5159195,-0.29386032,-0.51385915,-0.1396468,-0.0034273348,-0.031838994,1.0131801,1.0598135,1.5814388,1.5810926,1.4852599,0.20274702,0.16732208,1.0520139,0.9159778,0.71848214,0.9859207,0.7407296,1.221724,1.1486119,1.1644564,0.39934608,0.46558923,0.47356462,0.48114738,0.4879623,0.6006539,0.5344108,0.5264354,0.5188526,0.5120377,-0.20130783,-0.06882156,-0.05287074,-0.037705235,-0.024075385
2020-12-24,SH600000,0.0,0.015706848,0.0,0.011518336,0.7333321,0.004188512,0.26666787,-0.0073298244,-0.46666425,1.0,1.0115184,0.99581146,1.0031686,1.0230397,1.0282724,1.044986,0.9874258,1.0083567,1.009825,1.0135974,1.0351648,1.0286394,1.0109614,0.010910112,0.008907838,0.02578802,0.025705036,0.027101954,-0.0064823423,-0.0018777275,-0.0040210052,-8.056759e-05,0.0008105381,0.8825626,0.40731648,0.8509446,0.0007613529,0.2728007,0.0031396365,-0.005147544,0.003034756,-0.02747126,-0.034872297,1.0250875,1.0345463,1.1026363,1.1026363,1.1026363,0.9926702,0.9926702,0.9926702,0.976943,0.96546215,1.021134,1.021134,1.0655264,1.0475476,1.0288972,1.0,1.0049984,1.0146517,1.009622,0.9874258,0.3,0.15,0.075,0.15,0.40833333,0.22610854,0.1750361,0.06665529,0.18343829,0.25178114,0.2,0.1,0.1,0.4,0.7,0.8,0.9,0.95,0.033333335,0.36666667,-0.6,-0.8,-0.85,0.36666667,0.33333334,-0.092669,0.10581948,0.65370613,0.5454481,0.3780516,-0.8448179,-0.6477783,-0.3450953,0.13979013,0.2365455,0.0,0.2,0.2,0.33333334,0.38333333,0.8,0.7,0.75,0.6333333,0.6,-0.8,-0.5,-0.55,-0.3,-0.21666667,0.0,0.2787289,0.37279147,0.52224374,0.49139735,1.0,0.7212711,0.62720853,0.4777563,0.5086026,-1.0,-0.44254217,-0.25441703,0.044487435,-0.017205294,1.4297225,1.5887647,2.3639643,2.4211488,2.296998,0.38723814,0.3315623,1.6633317,1.4470146,1.1266165,1.4809539,0.9040744,1.3447268,1.2025518,1.1812322,0.33638498,0.417523,0.4456864,0.48008183,0.4924174,0.663615,0.58247703,0.5543136,0.51991814,0.5075826,-0.32723,-0.16495404,-0.10862718,-0.039836332,-0.015165195
2020-12-25,SH600000,0.0020920539,0.010460174,0.20000182,0.0031379855,0.29999363,0.0052301344,0.50000453,0.0041842028,0.40001273,0.9979123,1.0031314,0.9926931,0.9982979,1.0187635,1.012535,1.0646994,0.977032,0.9916692,1.0029274,1.0091871,1.028706,1.0262016,1.0079517,0.00867988,0.0094199125,0.025437897,0.02444488,0.026954511,-0.0041731414,-0.0023017467,-0.0039475425,-0.0005782397,0.00076784345,0.57788163,0.54730916,0.8428675,0.043365225,0.24750403,0.00541889,0.0011707309,0.0087956935,-0.017817073,-0.030603167,1.019839,1.0229707,1.0992023,1.0992023,1.0992023,0.98957866,0.98957866,0.98957866,0.9781019,0.96245533,1.0060416,1.0179539,1.0524291,1.0442852,1.0256928,0.99688566,0.99937713,1.0064777,1.0064777,0.9843506,0.6,0.3,0.15,0.16666667,0.44166666,0.3443884,0.31209135,0.09506474,0.18082607,0.27455565,0.2,0.1,0.05,0.36666667,0.68333334,0.6,0.8,0.9,0.033333335,0.35,-0.4,-0.7,-0.85,0.33333334,0.33333334,0.13066308,0.27291998,0.6455223,0.58275443,0.37624156,-0.73526245,-0.59673584,-0.6618475,0.12982991,0.25476062,0.2,0.3,0.2,0.36666667,0.4,0.6,0.6,0.75,0.6,0.5833333,-0.4,-0.3,-0.55,-0.23333333,-0.18333334,0.12461257,0.384506,0.29318112,0.5413745,0.50879216,0.87538743,0.615494,0.7068189,0.45862547,0.4912078,-0.75077486,-0.23098803,-0.41363776,0.08274906,0.017584378,1.5015609,1.6466016,2.4194684,2.652334,2.5246806,0.5047229,0.40934873,1.7853947,1.6301299,1.2655344,1.4090995,1.031953,1.4518005,1.2258022,1.2101759,0.3983024,0.3407863,0.3836129,0.48330972,0.48589033,0.60169756,0.6592137,0.61638707,0.5166903,0.5141097,-0.20339519,-0.31842738,-0.23277418,-0.033380594,-0.028219366
2020-12-28,SH600000,0.002094178,0.013612538,0.15384185,0.0062827244,0.46153954,0.0052356357,0.3846186,0.001047089,0.07692093,0.9979102,1.0062696,0.9926855,0.9990295,1.0187826,1.0187826,1.0512041,0.98745227,0.9895566,1.000187,1.0083314,1.0271881,1.0276597,1.0091472,0.002586976,0.009402692,0.025765225,0.023865875,0.026887968,-0.00051438273,-0.002289441,-0.004037742,-0.0010289839,0.0007210022,0.098838925,0.5434579,0.8595622,0.14406684,0.21930926,0.00084167917,0.0019710541,0.0111704515,-0.012739346,-0.03041672,1.018759,1.0229768,1.0856283,1.100316,1.100316,0.99058133,0.99058133,0.99058133,0.9863874,0.9634306,1.0016367,1.0189853,1.0476347,1.0453433,1.0267322,0.9978958,0.99957913,1.0035071,1.0074975,0.985348,0.6,0.3,0.15,0.13333334,0.41666666,0.3342596,0.29073986,0.099094704,0.11948351,0.26715344,0.2,0.3,0.1,0.33333334,0.6666667,0.4,0.7,0.85,0.033333335,0.33333334,-0.2,-0.4,-0.75,0.3,0.33333334,0.479358,0.25999963,0.7256284,0.5767192,0.3691643,-0.50763327,-0.46867892,-0.56999934,0.14766523,0.2457191,0.2,0.2,0.2,0.33333334,0.4,0.6,0.7,0.75,0.6333333,0.5833333,-0.4,-0.5,-0.55,-0.3,-0.18333334,0.12461209,0.31259754,0.32098114,0.52328604,0.5110597,0.8753879,0.6874025,0.67901886,0.47671393,0.4889403,-0.7507758,-0.3748049,-0.35803768,0.046572145,0.022119388,1.0077449,1.078652,1.3552694,1.7631,1.6785824,0.3339951,0.27256122,0.5745719,1.0810517,0.8384607,1.4042104,1.1496223,1.4476593,1.2508323,1.2137797,0.5155683,0.47009525,0.2280413,0.50140435,0.50194305,0.48443168,0.5299047,0.7719587,0.49859565,0.49805698,0.031136656,-0.0598095,-0.54391736,0.0028087087,0.003886045
2020-12-29,SH600000,-0.0062565105,0.010427518,-0.6,0.0031282553,0.3,0.0010427518,0.1,-0.008342015,-0.8,1.0062959,1.0094439,0.99895066,1.0028276,1.0083745,1.018862,1.0807701,1.0,0.99264306,1.0027393,1.0107067,1.0274907,1.0320028,1.0135347,0.002047659,0.009922688,0.024021015,0.023966739,0.02692228,-0.00021131386,-0.0025680624,-0.0037277383,-0.001460511,0.0006668605,0.02662446,0.6139937,0.8429003,0.2878018,0.18713117,-0.0023166465,0.00084956526,0.007922739,-0.010825376,-0.033207092,1.0136558,1.0273001,1.0902164,1.1049663,1.1049663,0.99476784,0.99476784,0.99476784,0.99476784,0.9675023,1.0044298,1.0232918,1.0474133,1.0497613,1.0310714,1.0016905,1.0021131,1.0050403,1.0117555,0.9895124,0.2,0.1,0.05,0.033333335,0.31666666,0.27701068,0.16082989,0.054816667,0.047479548,0.23640883,0.4,0.2,0.05,0.3,0.65,0.2,0.6,0.8,0.8666667,0.31666666,0.2,-0.4,-0.75,-0.56666666,0.33333334,-0.70079017,0.10637689,0.5973901,0.58243996,0.35985595,-0.08503843,-0.48200795,-0.46027574,0.11721281,0.23858415,0.2,0.2,0.15,0.3,0.4,0.6,0.7,0.8,0.6666667,0.5833333,-0.4,-0.5,-0.65,-0.36666667,-0.18333334,0.21390615,0.31259754,0.17091882,0.5,0.5077074,0.78609383,0.6874025,0.8290812,0.5,0.49229258,-0.5721877,-0.3748049,-0.65816236,0.0,0.015414859,0.7422948,0.8358496,0.96436644,1.3459874,1.2904788,0.20716697,0.21504034,0.289328,0.8276773,0.63595945,0.96681076,1.135166,0.9642051,1.2691417,1.2044711,0.436973,0.52593577,0.3596187,0.4976437,0.5080732,0.563027,0.47406423,0.64038134,0.5023563,0.49192682,-0.12605399,0.051871553,-0.28076264,-0.0047125896,0.01614638
