batch_id,source_stage,system,factor,status,output_file_count,failure_count,output_dir
first20_v4,first20,jqfactor_analyzer,alpha158_ROC20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_ROC20
first20_v4,first20,jqfactor_analyzer,alpha158_ROC30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_ROC30
first20_v4,first20,jqfactor_analyzer,alpha158_ROC60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_ROC60
first20_v4,first20,jqfactor_analyzer,alpha158_MA5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_MA5
first20_v4,first20,jqfactor_analyzer,alpha158_MA10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/jqfactor_analyzer/alpha158_MA10
first20_v4,first20,qlib_eval,alpha158_KMID,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KMID
first20_v4,first20,qlib_eval,alpha158_KLEN,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KLEN
first20_v4,first20,qlib_eval,alpha158_KMID2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KMID2
first20_v4,first20,qlib_eval,alpha158_KUP,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KUP
first20_v4,first20,qlib_eval,alpha158_KUP2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KUP2
first20_v4,first20,qlib_eval,alpha158_KLOW,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KLOW
first20_v4,first20,qlib_eval,alpha158_KLOW2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KLOW2
first20_v4,first20,qlib_eval,alpha158_KSFT,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KSFT
first20_v4,first20,qlib_eval,alpha158_KSFT2,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_KSFT2
first20_v4,first20,qlib_eval,alpha158_OPEN0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_OPEN0
first20_v4,first20,qlib_eval,alpha158_HIGH0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_HIGH0
first20_v4,first20,qlib_eval,alpha158_LOW0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_LOW0
first20_v4,first20,qlib_eval,alpha158_VWAP0,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_VWAP0
first20_v4,first20,qlib_eval,alpha158_ROC5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC5
first20_v4,first20,qlib_eval,alpha158_ROC10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC10
first20_v4,first20,qlib_eval,alpha158_ROC20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC20
first20_v4,first20,qlib_eval,alpha158_ROC30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC30
first20_v4,first20,qlib_eval,alpha158_ROC60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_ROC60
first20_v4,first20,qlib_eval,alpha158_MA5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_MA5
first20_v4,first20,qlib_eval,alpha158_MA10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/qlib_eval/alpha158_MA10
batch_001,remaining138,alphalens_reloaded,alpha158_MA20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_MA20
batch_001,remaining138,alphalens_reloaded,alpha158_MA30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_MA30
batch_001,remaining138,alphalens_reloaded,alpha158_MA60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_MA60
batch_001,remaining138,alphalens_reloaded,alpha158_STD5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_STD5
batch_001,remaining138,alphalens_reloaded,alpha158_STD10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_STD10
batch_001,remaining138,alphalens_reloaded,alpha158_STD20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_STD20
batch_001,remaining138,alphalens_reloaded,alpha158_STD30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_STD30
batch_001,remaining138,alphalens_reloaded,alpha158_STD60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_STD60
batch_001,remaining138,alphalens_reloaded,alpha158_BETA5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_BETA5
batch_001,remaining138,alphalens_reloaded,alpha158_BETA10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_BETA10
batch_001,remaining138,jqfactor_analyzer,alpha158_MA20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_MA20
batch_001,remaining138,jqfactor_analyzer,alpha158_MA30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_MA30
batch_001,remaining138,jqfactor_analyzer,alpha158_MA60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_MA60
batch_001,remaining138,jqfactor_analyzer,alpha158_STD5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_STD5
batch_001,remaining138,jqfactor_analyzer,alpha158_STD10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_STD10
batch_001,remaining138,jqfactor_analyzer,alpha158_STD20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_STD20
batch_001,remaining138,jqfactor_analyzer,alpha158_STD30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_STD30
batch_001,remaining138,jqfactor_analyzer,alpha158_STD60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_STD60
batch_001,remaining138,jqfactor_analyzer,alpha158_BETA5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_BETA5
batch_001,remaining138,jqfactor_analyzer,alpha158_BETA10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/jqfactor_analyzer/alpha158_BETA10
batch_001,remaining138,qlib_eval,alpha158_MA20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_MA20
batch_001,remaining138,qlib_eval,alpha158_MA30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_MA30
batch_001,remaining138,qlib_eval,alpha158_MA60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_MA60
batch_001,remaining138,qlib_eval,alpha158_STD5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_STD5
batch_001,remaining138,qlib_eval,alpha158_STD10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_STD10
batch_001,remaining138,qlib_eval,alpha158_STD20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_STD20
batch_001,remaining138,qlib_eval,alpha158_STD30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_STD30
batch_001,remaining138,qlib_eval,alpha158_STD60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_STD60
batch_001,remaining138,qlib_eval,alpha158_BETA5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_BETA5
batch_001,remaining138,qlib_eval,alpha158_BETA10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/qlib_eval/alpha158_BETA10
batch_002,remaining138,alphalens_reloaded,alpha158_BETA20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA20
batch_002,remaining138,alphalens_reloaded,alpha158_BETA30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA30
batch_002,remaining138,alphalens_reloaded,alpha158_BETA60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA60
batch_002,remaining138,alphalens_reloaded,alpha158_RSQR5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RSQR5
batch_002,remaining138,alphalens_reloaded,alpha158_RSQR10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RSQR10
batch_002,remaining138,alphalens_reloaded,alpha158_RSQR20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RSQR20
batch_002,remaining138,alphalens_reloaded,alpha158_RSQR30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RSQR30
batch_002,remaining138,alphalens_reloaded,alpha158_RSQR60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RSQR60
batch_002,remaining138,alphalens_reloaded,alpha158_RESI5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RESI5
batch_002,remaining138,alphalens_reloaded,alpha158_RESI10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_RESI10
batch_002,remaining138,jqfactor_analyzer,alpha158_BETA20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_BETA20
batch_002,remaining138,jqfactor_analyzer,alpha158_BETA30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_BETA30
batch_002,remaining138,jqfactor_analyzer,alpha158_BETA60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_BETA60
batch_002,remaining138,jqfactor_analyzer,alpha158_RSQR5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RSQR5
batch_002,remaining138,jqfactor_analyzer,alpha158_RSQR10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RSQR10
batch_002,remaining138,jqfactor_analyzer,alpha158_RSQR20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RSQR20
batch_002,remaining138,jqfactor_analyzer,alpha158_RSQR30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RSQR30
batch_002,remaining138,jqfactor_analyzer,alpha158_RSQR60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RSQR60
batch_002,remaining138,jqfactor_analyzer,alpha158_RESI5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RESI5
batch_002,remaining138,jqfactor_analyzer,alpha158_RESI10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/jqfactor_analyzer/alpha158_RESI10
batch_002,remaining138,qlib_eval,alpha158_BETA20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_BETA20
batch_002,remaining138,qlib_eval,alpha158_BETA30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_BETA30
batch_002,remaining138,qlib_eval,alpha158_BETA60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_BETA60
batch_002,remaining138,qlib_eval,alpha158_RSQR5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RSQR5
batch_002,remaining138,qlib_eval,alpha158_RSQR10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RSQR10
batch_002,remaining138,qlib_eval,alpha158_RSQR20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RSQR20
batch_002,remaining138,qlib_eval,alpha158_RSQR30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RSQR30
batch_002,remaining138,qlib_eval,alpha158_RSQR60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RSQR60
batch_002,remaining138,qlib_eval,alpha158_RESI5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RESI5
batch_002,remaining138,qlib_eval,alpha158_RESI10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/qlib_eval/alpha158_RESI10
batch_003,remaining138,alphalens_reloaded,alpha158_RESI20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_RESI20
batch_003,remaining138,alphalens_reloaded,alpha158_RESI30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_RESI30
batch_003,remaining138,alphalens_reloaded,alpha158_RESI60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_RESI60
batch_003,remaining138,alphalens_reloaded,alpha158_MAX5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MAX5
batch_003,remaining138,alphalens_reloaded,alpha158_MAX10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MAX10
batch_003,remaining138,alphalens_reloaded,alpha158_MAX20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MAX20
batch_003,remaining138,alphalens_reloaded,alpha158_MAX30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MAX30
batch_003,remaining138,alphalens_reloaded,alpha158_MAX60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MAX60
batch_003,remaining138,alphalens_reloaded,alpha158_MIN5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MIN5
batch_003,remaining138,alphalens_reloaded,alpha158_MIN10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/alphalens_reloaded/alpha158_MIN10
batch_003,remaining138,jqfactor_analyzer,alpha158_RESI20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_RESI20
