system,factor,return_mode,group_dimension,group,horizon,quantile_count,bottom_quantile_return,top_quantile_return,top_bottom_spread,quantile_monotonicity_spearman
alphalens_reloaded,alpha158_BETA10,raw_return,index_segment,csi500,10D,5,-0.0002006505866137,-0.0013982770138611,-0.0011976264272474,0.0
alphalens_reloaded,alpha158_BETA10,raw_return,index_segment,csi500,20D,5,-0.0019965456482499,-0.0033939548478528,-0.0013974091996028998,0.0
alphalens_reloaded,alpha158_BETA10,raw_return,index_segment,outside_major_indices,10D,5,0.0004565441298681,-0.0048678046419989,-0.0053243487718670005,-0.39999999999999997
alphalens_reloaded,alpha158_BETA10,raw_return,index_segment,outside_major_indices,20D,5,0.0011470121230922,-0.0063122575736611,-0.0074592696967533,-0.3
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,csi1000,10D,5,0.0027268622478895,-0.0013049783227836,-0.0040318405706731,-0.6
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,csi1000,20D,5,0.0057572441523641,-0.0021329989498903,-0.007890243102254401,-0.8999999999999998
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,csi300,10D,5,0.0046703867792779,0.002036631721176,-0.0026337550581019002,-0.3
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,csi300,20D,5,0.0091144653913171,0.0006891300529534,-0.0084253353383637,-0.7
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,csi500,10D,5,0.0011921889727753,0.0011794757209,-1.2713251875300048e-05,0.0
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,csi500,20D,5,0.0045153489980557,0.0020080059856574,-0.0025073430123983003,-0.09999999999999999
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0034841263689503,-0.0032056684522109,-0.0066897948211612004,-0.3
alphalens_reloaded,alpha158_BETA20,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0075635236405648,-0.0033256026549417,-0.0108891262955065,-0.7
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,csi1000,10D,5,0.0013491456450264,-0.0026826947396254,-0.0040318403846518,-0.6
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,csi1000,20D,5,0.0020369952869388,-0.0058532477130327,-0.0078902429999715,-0.8999999999999998
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,csi300,10D,5,-0.001808308725827,-0.0044420637970422,-0.0026337550712152,-0.3
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,csi300,20D,5,-0.0040755613086184,-0.0125008968018799,-0.0084253354932615,-0.7
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,csi500,10D,5,-0.0012450517249857,-0.0012577648679729,-1.2713142987199905e-05,0.0
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,csi500,20D,5,-0.0012151152450515,-0.0037224584878711,-0.0025073432428196,-0.09999999999999999
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,outside_major_indices,10D,5,0.0021064097576522,-0.0045833848944763,-0.006689794652128499,-0.3
alphalens_reloaded,alpha158_BETA20,raw_return,index_segment,outside_major_indices,20D,5,0.0038432748369313,-0.0070458514965941,-0.0108891263335254,-0.7
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,csi1000,10D,5,0.0031259683403292,-0.0017758062626971,-0.0049017746030263,-0.7
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,csi1000,20D,5,0.0066920851521021,-0.0041596156407182,-0.010851700792820301,-0.9999999999999999
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,csi300,10D,5,0.0053228812228285,0.0020386025001375,-0.003284278722691,-0.8999999999999998
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,csi300,20D,5,0.011529723839503,0.0005982762997821,-0.0109314475397209,-0.8999999999999998
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,csi500,10D,5,0.0021985751313098,6.371237196930595e-05,-0.002134862759340494,-0.09999999999999999
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,csi500,20D,5,0.0068342447130858,-0.0009265247792956,-0.0077607694923814,-0.49999999999999994
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0046220614413767,-0.0026971965536554,-0.0073192579950321,-0.6
alphalens_reloaded,alpha158_BETA30,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0088837303997024,-0.003311556610447,-0.012195287010149401,-0.6
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,csi1000,10D,5,0.0017482518319399,-0.0031535228139766,-0.0049017746459165,-0.7
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,csi1000,20D,5,0.002971836243401,-0.0078798643951227,-0.010851700638523702,-0.9999999999999999
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,csi300,10D,5,-0.0011558142682212,-0.0044400930658139,-0.0032842787975927,-0.8999999999999998
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,csi300,20D,5,-0.0016603028417086,-0.0125917503705061,-0.010931447528797501,-0.8999999999999998
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,csi500,10D,5,-0.0002386655690193,-0.0023735282609642,-0.0021348626919449,-0.09999999999999999
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,csi500,20D,5,0.0011037803560023,-0.0066569891974477,-0.00776076955345,-0.49999999999999994
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,outside_major_indices,10D,5,0.0032443449138456,-0.0040749131540572,-0.0073192580679028,-0.6
alphalens_reloaded,alpha158_BETA30,raw_return,index_segment,outside_major_indices,20D,5,0.0051634816785029,-0.0070318053296517,-0.012195287008154601,-0.6
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,csi1000,10D,5,0.0035547504482147,-0.0018146183427084,-0.0053693687909231,-0.6
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,csi1000,20D,5,0.0049070521777339,-0.0015984082418409,-0.0065054604195748,0.0
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,csi300,10D,5,0.0038979072582643,0.0035487176716552,-0.0003491895866091,-0.09999999999999999
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,csi300,20D,5,0.0080449330103057,0.0050416537796837,-0.003003279230622,-0.09999999999999999
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,csi500,10D,5,0.0025272411001548,0.000978259593282,-0.0015489815068728003,0.0
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,csi500,20D,5,0.0033523026170263,0.0023716878157997,-0.0009806148012266001,-0.09999999999999999
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0023099704221818,-0.0029572394787084,-0.0052672099008902,-0.3
alphalens_reloaded,alpha158_BETA5,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0037300238834958,-0.0020576251605788,-0.0057876490440746,-0.3
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,csi1000,10D,5,0.0021770340769534,-0.0031923349062868,-0.0053693689832402,-0.6
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,csi1000,20D,5,0.0011868033611126,-0.0053186570246271,-0.0065054603857397,0.0
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,csi300,10D,5,-0.0025807882770942,-0.0029299778096746,-0.0003491895325804001,-0.09999999999999999
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,csi300,20D,5,-0.0051450937254047,-0.0081483729555148,-0.0030032792301101004,-0.09999999999999999
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,csi500,10D,5,9.000052740372088e-05,-0.001458981198545,-0.001548981725948721,0.0
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,csi500,20D,5,-0.0023781617741332,-0.0033587765913482,-0.000980614817215,-0.09999999999999999
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,outside_major_indices,10D,5,0.0009322539259531,-0.004334956107569,-0.0052672100335221,-0.3
alphalens_reloaded,alpha158_BETA5,raw_return,index_segment,outside_major_indices,20D,5,9.77514642957834e-06,-0.0057778741213327,-0.005787649267762278,-0.3
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,csi1000,10D,5,0.0040562666856745,-0.0042607339557339,-0.0083170006414084,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,csi1000,20D,5,0.0085851064497347,-0.0064518049682469,-0.0150369114179816,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,csi300,10D,5,0.0080495131255215,-0.0009500255809309,-0.008999538706452401,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,csi300,20D,5,0.0130808998635981,-0.0011802159786033,-0.0142611158422014,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,csi500,10D,5,0.0045223633219028,-0.0019986932226319,-0.0065210565445347,-0.8999999999999998
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,csi500,20D,5,0.0077550440851714,-0.0058351460547132,-0.0135901901398846,-0.7
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0033123731258834,-0.0036468632431536,-0.0069592363690369995,-0.19999999999999998
alphalens_reloaded,alpha158_BETA60,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0051033493318602,-0.0060348368500075,-0.0111381861818677,-0.09999999999999999
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,csi1000,10D,5,0.0026785501529546,-0.0056384507314367,-0.0083170008843913,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,csi1000,20D,5,0.0048648577931365,-0.0101720536152621,-0.0150369114083986,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,csi300,10D,5,0.0015708176325628,-0.0074287210678428,-0.0089995387004056,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,csi300,20D,5,-0.0001091267671818,-0.0143702427803547,-0.0142611160131729,-0.9999999999999999
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,csi500,10D,5,0.0020851226040263,-0.0044359338118422,-0.0065210564158685,-0.8999999999999998
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,csi500,20D,5,0.0020245797085632,-0.0115656103435033,-0.013590190052066499,-0.7
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,outside_major_indices,10D,5,0.0019346565662819,-0.0050245798791233,-0.006959236445405199,-0.19999999999999998
alphalens_reloaded,alpha158_BETA60,raw_return,index_segment,outside_major_indices,20D,5,0.0013831006025293,-0.0097550855665578,-0.011138186169087102,-0.09999999999999999
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,csi1000,10D,5,0.0031624047938455,0.000619823561249,-0.0025425812325964997,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,csi1000,20D,5,0.004266896769575,0.0033026675608707,-0.0009642292087043,-0.7
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,csi300,10D,5,0.0047162708591334,0.0058866689867321,0.0011703981275987003,0.09999999999999999
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,csi300,20D,5,0.0084997222233832,0.0085728985907154,7.317636733219883e-05,-0.19999999999999998
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,csi500,10D,5,0.0020216582678689,0.003866080234438,0.0018444219665690997,0.8999999999999998
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,csi500,20D,5,0.0046808195119702,0.0079583931711405,0.0032775736591703006,0.7999999999999999
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0024091411474395,-0.0016414312375046,-0.0040505723849441,-0.7
alphalens_reloaded,alpha158_CNTD10,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0044156698885733,0.0012496981532954,-0.0031659717352778994,-0.7
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,csi1000,10D,5,0.0017846881262451,-0.0012804050170117,-0.0030650931432568,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,csi1000,20D,5,0.0005466477950296,-0.0004317235400703,-0.0009783713350999,-0.6
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,csi300,10D,5,-0.0017624246461497,-0.0004854132705261,0.0012770113756236,0.0
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,csi300,20D,5,-0.0046903045485707,-0.0032750957744,0.0014152087741707005,0.0
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,csi500,10D,5,-0.0004155824137227,0.0006007911975213,0.001016373611244,0.6
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,csi500,20D,5,-0.0010496447361991,0.001855322877969,0.0029049676141680997,0.7999999999999999
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,outside_major_indices,10D,5,0.0010314245998813,-0.0035416598529327,-0.004573084452814,-0.6
alphalens_reloaded,alpha158_CNTD10,raw_return,index_segment,outside_major_indices,20D,5,0.0006954211858276,-0.0024846929246204,-0.003180114110448,-0.7
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,csi1000,10D,5,0.0017755731515274,0.0020154158191015,0.00023984266757410026,0.19999999999999998
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,csi1000,20D,5,0.0041651029115828,0.0029047355047479,-0.0012603674068349,-0.6
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,csi300,10D,5,0.0045750058669362,0.0050652197256563,0.0004902138587201,0.19999999999999998
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,csi300,20D,5,0.0091822324963228,0.0096725533080751,0.0004903208117522997,0.3
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,csi500,10D,5,0.0016418236196452,0.0049876036216395,0.0033457800019942993,0.9999999999999999
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,csi500,20D,5,0.0050459150302167,0.0067649843073129,0.0017190692770962003,0.7999999999999999
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0034724351562143,-0.0004918660440857,-0.0039643012003000005,-0.9999999999999999
alphalens_reloaded,alpha158_CNTD20,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0049498490682183,0.0012066423917497,-0.0037432066764686,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,csi1000,10D,5,0.0003978566336609,0.0006376992051495,0.00023984257148859997,0.19999999999999998
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,csi1000,20D,5,0.0004448542642506,-0.0008155131905899,-0.0012603674548405,-0.6
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,csi300,10D,5,-0.0019036895779113,-0.0014134756445645,0.0004902139333468,0.19999999999999998
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,csi300,20D,5,-0.0040077940698298,-0.0035174733779905,0.0004903206918393001,0.3
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,csi500,10D,5,-0.000795417002244,0.0025503629378974,0.0033457799401413997,0.9999999999999999
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,csi500,20D,5,-0.0006845491708759,0.0010345199416318,0.0017190691125077,0.7999999999999999
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,outside_major_indices,10D,5,0.0020947186216685,-0.0018695825416847,-0.0039643011633532,-0.9999999999999999
alphalens_reloaded,alpha158_CNTD20,raw_return,index_segment,outside_major_indices,20D,5,0.001229600257351,-0.0025136063314392,-0.0037432065887902004,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,csi1000,10D,5,0.0021610012283994,0.0001006105056211,-0.0020603907227783004,-0.7999999999999999
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,csi1000,20D,5,0.0055584814154073,-0.0008707215848212,-0.0064292030002285,-0.7999999999999999
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,csi300,10D,5,0.0044829312969506,0.006175938508673,0.0016930072117223999,0.6
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,csi300,20D,5,0.0106664957334693,0.0077504031183964,-0.002916092615072901,-0.49999999999999994
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,csi500,10D,5,0.0028932589286436,0.0030004399590841,0.00010718103044049998,0.6
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,csi500,20D,5,0.0072345920616915,0.0024033211633592,-0.0048312708983322995,-0.6
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.003097634010905,-0.0013387534890846,-0.0044363874999896,-0.6
alphalens_reloaded,alpha158_CNTD30,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0056041252060037,-0.0004577328840755,-0.0060618580900792,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,csi1000,10D,5,0.0007832847501054,-0.0012771059938074,-0.0020603907439128,-0.7999999999999999
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,csi1000,20D,5,0.0018382327313374,-0.004590970438655,-0.0064292031699924,-0.7999999999999999
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,csi300,10D,5,-0.0019957641467826,-0.0003027569473193,0.0016930071994633,0.6
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,csi300,20D,5,-0.0025235309447192,-0.005439623517575,-0.0029160925728558005,-0.49999999999999994
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,csi500,10D,5,0.0004560181871918,0.0005631993460704,0.00010718115887859998,0.6
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,csi500,20D,5,0.0015041277924282,-0.0033271431464868,-0.004831270938915,-0.6
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,outside_major_indices,10D,5,0.001719917398731,-0.0027164700902424,-0.0044363874889734,-0.6
alphalens_reloaded,alpha158_CNTD30,raw_return,index_segment,outside_major_indices,20D,5,0.0018838763513465,-0.0041779816635849,-0.0060618580149314,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,csi1000,10D,5,0.0033746531657064,0.0015074720580311,-0.0018671811076753,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,csi1000,20D,5,0.0042887878030573,0.0041831119840243,-0.0001056758190329998,-0.6
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,csi300,10D,5,0.0042129746428149,0.0056439190049049,0.0014309443620900003,0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,csi300,20D,5,0.0082150747459545,0.0078347933265919,-0.0003802814193625999,-0.09999999999999999
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,csi500,10D,5,0.0022609967701613,0.0043810107289549,0.0021200139587936,0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,csi500,20D,5,0.0043021840901404,0.0040410402676805,-0.0002611438224598998,0.0
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0028628940643036,0.001176757756362,-0.0016861363079416001,-0.7
alphalens_reloaded,alpha158_CNTD5,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0049057108196859,0.0014396433815543,-0.0034660674381315993,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,csi1000,10D,5,0.0019969365452994,-0.0007582569118759,-0.0027551934571753,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,csi1000,20D,5,0.0005685390085589,0.0037506801243711,0.0031821411158122,0.0
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,csi300,10D,5,-0.0022657208061137,-0.000654282672499,0.0016114381336146998,0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,csi300,20D,5,-0.0049749519270956,-0.001384534026778,0.0035904179003176002,0.9999999999999999
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,csi500,10D,5,-0.0001762438918922,0.0006863679676727,0.0008626118595649,0.7
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,csi500,20D,5,-0.0014282802099546,-0.0001979728236663,0.0012303073862883,0.7
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,outside_major_indices,10D,5,0.0014851774985123,-0.0010889713492273,-0.0025741488477396,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD5,raw_return,index_segment,outside_major_indices,20D,5,0.0011854620532391,0.001007211787074,-0.00017825026616509997,-0.39999999999999997
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,csi1000,10D,5,0.0048624214392415,-0.0014568006048668,-0.0063192220441083006,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,csi1000,20D,5,0.0093600629916745,-0.002343578003934,-0.0117036409956085,-0.9999999999999999
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,csi300,10D,5,0.0050418602836354,0.0034489477331467,-0.0015929125504887003,-0.7999999999999999
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,csi300,20D,5,0.009881344487171,0.0058763209651746,-0.0040050235219964,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,csi500,10D,5,0.003933500941365,0.0013922640054193,-0.0025412369359457,-0.7
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,csi500,20D,5,0.0079490573044942,-1.1416442773948584e-05,-0.007960473747268148,-0.7
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,outside_major_indices,10D,5,0.0026384659643642,-0.001069094918927,-0.0037075608832912,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD60,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.00515104277485,-0.0009262205722395,-0.0060772633470895,-0.7
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,csi1000,10D,5,0.0034847048522747,-0.0028345171697467,-0.0063192220220214,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,csi1000,20D,5,0.0056398142461568,-0.0060638266398653,-0.0117036408860221,-0.9999999999999999
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,csi300,10D,5,-0.0014368352124422,-0.0030297476952343,-0.0015929124827921,-0.7999999999999999
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,csi300,20D,5,-0.003308682184309,-0.0073137056419145,-0.0040050234576055,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,csi500,10D,5,0.0014962601987761,-0.0010449766737571,-0.0025412368725332,-0.7
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,csi500,20D,5,0.0022185929124272,-0.0057418807226301,-0.007960473635057301,-0.7
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,outside_major_indices,10D,5,0.001260749369081,-0.0024468114640234,-0.0037075608331044,-0.8999999999999998
alphalens_reloaded,alpha158_CNTD60,raw_return,index_segment,outside_major_indices,20D,5,0.0014307939527949,-0.0046464693555371,-0.006077263308332,-0.7
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,csi1000,10D,5,0.0014056760394561,0.004620597102531,0.0032149210630749,0.9999999999999999
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,csi1000,20D,5,0.003557341880103,0.0036684179656602,0.0001110760855572001,0.09999999999999999
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,csi300,10D,5,0.0047669286402885,0.0035988426894967,-0.0011680859507918005,-0.8999999999999998
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,csi300,20D,5,0.0087666782052441,0.0079215869851029,-0.0008450912201411996,-0.6
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,csi500,10D,5,0.0042330788588435,0.0013111092611327,-0.0029219695977108,-0.8999999999999998
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,csi500,20D,5,0.0080718474890739,0.0029829049837945,-0.005088942505279399,-0.9999999999999999
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,outside_major_indices,10D,5,2.4999312016538744e-05,0.0030894439480669,0.003064444636050361,0.7
alphalens_reloaded,alpha158_CNTN10,benchmark_excess_return,index_segment,outside_major_indices,20D,5,0.0022962162127942,0.0024995731681322,0.00020335695533800014,0.3
alphalens_reloaded,alpha158_CNTN10,raw_return,index_segment,csi1000,10D,5,2.7959440312795367e-05,0.0021076772967997,0.0020797178564869044,0.9999999999999999
alphalens_reloaded,alpha158_CNTN10,raw_return,index_segment,csi1000,20D,5,-0.0001629068459951,-0.0029714304939821,-0.0028085236479870003,-0.3
alphalens_reloaded,alpha158_CNTN10,raw_return,index_segment,csi300,10D,5,-0.0017117668235199,-0.0045887114171189,-0.002876944593599,-0.8999999999999998
alphalens_reloaded,alpha158_CNTN10,raw_return,index_segment,csi300,20D,5,-0.0044233484985709,-0.0068935298273572,-0.0024701813287862995,-0.7
alphalens_reloaded,alpha158_CNTN10,raw_return,index_segment,csi500,10D,5,0.0017958382328869,-0.0035359126510649,-0.0053317508839518,-0.8999999999999998
alphalens_reloaded,alpha158_CNTN10,raw_return,index_segment,csi500,20D,5,0.0023413831763556,-0.0069477773638097,-0.009289160540165299,-0.9999999999999999
