factor,split_id,oos_degradation
alpha360_VWAP36,split_001,0.0707376251869909
alpha360_VWAP54,split_001,0.09906884381110759
amount_mean_20,split_001,0.03601447000938181
corr_ret_volume_20,split_001,-0.003963604771228151
downside_std_20,split_001,-0.05767779050864165
kunquant_alpha101_alpha005,split_001,0.048722366341614864
kunquant_alpha101_alpha012,split_001,-0.03026670467150895
kunquant_alpha101_alpha020,split_001,0.017971161449699277
kunquant_alpha101_alpha029,split_001,-0.0065007374289573
kunquant_alpha101_alpha038,split_001,-0.00941913807103767
kunquant_alpha101_alpha046,split_001,-0.00025172251717008043
kunquant_alpha101_alpha054,split_001,0.0013310254417622349
kunquant_alpha101_alpha071,split_001,0.011222318132810466
kunquant_alpha101_alpha083,split_001,0.01524078703657833
kunquant_alpha101_alpha095,split_001,0.0007005330338764795
ret_10,split_001,-0.02136628159934828
ret_5,split_001,0.024820508204297043
rev_5,split_001,0.024820508204297043
std_20,split_001,-0.10061938208868891
ta_momentum_ppo_hist,split_001,-0.10561948927177517
ta_momentum_rsi,split_001,0.02842294116875893
ta_momentum_tsi,split_001,0.061579695515365566
ta_trend_adx_pos,split_001,-0.04479149164990784
ta_trend_ema_fast,split_001,0.03915305606061156
ta_trend_ichimoku_conv,split_001,0.04266021777270443
ta_trend_macd_diff,split_001,-0.07204567508652238
ta_trend_psar_up_indicator,split_001,0.005136168407363624
ta_trend_vortex_ind_diff,split_001,-0.02567100398159705
ta_volatility_bbl,split_001,0.02816605265629811
ta_volatility_dcm,split_001,0.03601480232386583
ta_volatility_kcli,split_001,-0.04387605242596762
ta_volume_em,split_001,0.0012095722313467533
ta_volume_sma_em,split_001,0.02357938477122213
volume_ratio_5_20,split_001,0.05376440505711108
alpha158_BETA30,split_002,0.06829786017928124
alpha158_CNTD30,split_002,0.05757984324599659
alpha158_CNTN30,split_002,0.05793191948915383
alpha158_CNTP5,split_002,-0.015255204601224443
alpha158_CORD30,split_002,-0.06577097916304706
alpha158_CORR30,split_002,-0.017030389358845544
alpha158_IMAX60,split_002,0.00901881134770316
alpha158_IMXD10,split_002,-0.005802586683362525
alpha158_KLOW2,split_002,-0.010039129086306046
alpha158_KSFT2,split_002,-0.006506588753564326
alpha158_MA10,split_002,-0.030335287806013383
alpha158_MAX20,split_002,-0.05442831665564144
alpha158_MIN20,split_002,0.027707890616574762
alpha158_OPEN0,split_002,-0.01431579945936607
alpha158_QTLD30,split_002,0.04575975577820645
alpha158_QTLU5,split_002,-0.06232172368134186
alpha158_RANK60,split_002,0.03500201636526436
alpha158_ROC10,split_002,0.010055464754702176
alpha158_RSQR10,split_002,-0.013629396539151793
alpha158_RSV20,split_002,-0.018792141637331956
alpha158_STD30,split_002,0.058063931949403166
alpha158_SUMD30,split_002,0.025525990581338392
alpha158_SUMN30,split_002,0.02552607302723725
alpha158_SUMP30,split_002,0.02552603737954802
alpha158_VMA30,split_002,0.004125667796994623
alpha158_VSTD30,split_002,-0.04440762090016993
alpha158_VSUMD30,split_002,0.007600937913561659
alpha158_VSUMN30,split_002,0.007600936991554584
alpha158_VSUMP30,split_002,0.007600923075010466
alpha158_WVMA30,split_002,-0.00627713695894907
alpha360_CLOSE18,split_002,0.047240534965818794
alpha360_CLOSE36,split_002,0.03921820342098485
alpha360_CLOSE54,split_002,0.04033826311607022
alpha360_HIGH18,split_002,0.03669135339727867
alpha360_HIGH36,split_002,0.028942423569461542
alpha360_HIGH54,split_002,0.030188526528326376
alpha360_LOW18,split_002,0.055580780903043234
alpha360_LOW36,split_002,0.049808027858135054
alpha360_LOW54,split_002,0.04847955016943152
alpha360_OPEN18,split_002,0.05023027575691122
alpha360_OPEN36,split_002,0.04296323843153127
alpha360_OPEN54,split_002,0.040241676050680145
alpha360_VOLUME18,split_002,0.024799768339334897
alpha360_VOLUME36,split_002,0.013769971092959278
alpha360_VOLUME54,split_002,0.037769640349955745
alpha360_VWAP18,split_002,0.04548478270757117
alpha360_VWAP36,split_002,0.038751192123468725
alpha360_VWAP54,split_002,0.03940680166597341
amount_mean_20,split_002,0.0025571620503129083
corr_ret_volume_20,split_002,-0.01241682751965991
downside_std_20,split_002,-0.011269310910703573
kunquant_alpha101_alpha005,split_002,-0.10100079973956858
kunquant_alpha101_alpha012,split_002,0.018421512160773194
kunquant_alpha101_alpha020,split_002,-0.0011448956267417973
kunquant_alpha101_alpha029,split_002,-0.025743213853960285
kunquant_alpha101_alpha038,split_002,-0.026101778350628192
kunquant_alpha101_alpha046,split_002,-0.039443900519311584
kunquant_alpha101_alpha054,split_002,-0.0035155406812518945
kunquant_alpha101_alpha071,split_002,-0.04439074910472514
kunquant_alpha101_alpha083,split_002,0.015923495647182213
kunquant_alpha101_alpha095,split_002,-0.013530653516189536
ret_10,split_002,0.010055589032635578
ret_5,split_002,-0.038752007691592656
rev_5,split_002,-0.038752007691592656
std_20,split_002,0.029637247280433987
ta_momentum_ppo_hist,split_002,-6.672783635103263e-05
ta_momentum_rsi,split_002,0.008112713030311566
ta_momentum_tsi,split_002,0.04697102246796002
ta_trend_adx_pos,split_002,0.061730944922516
ta_trend_ema_fast,split_002,-0.10078582774155731
ta_trend_ichimoku_conv,split_002,-0.09920981717089578
ta_trend_macd_diff,split_002,-0.024366375068760115
ta_trend_psar_up_indicator,split_002,-0.009935570759325814
ta_trend_vortex_ind_diff,split_002,-0.0010564695851758565
ta_volatility_bbl,split_002,-0.10068970831835465
ta_volatility_dcm,split_002,-0.0993176570176659
ta_volatility_kcli,split_002,-0.013137821907376087
ta_volume_em,split_002,-0.017210412615402768
ta_volume_sma_em,split_002,-0.04298957133987552
volume_ratio_5_20,split_002,-0.00033944787850518493
alpha158_BETA30,split_003,-0.11666051260620923
alpha158_CNTD30,split_003,-0.04431944851628087
alpha158_CNTN30,split_003,-0.032698036188528866
alpha158_CNTP5,split_003,-0.01826554232175534
alpha158_CORD30,split_003,-0.02807885112812597
alpha158_CORR30,split_003,-0.07577306392821247
alpha158_IMAX60,split_003,-0.06403037777948431
alpha158_IMXD10,split_003,-0.05068521887492357
alpha158_KLOW2,split_003,0.017544275111330776
alpha158_KSFT2,split_003,-0.010972582447000275
alpha158_MA10,split_003,-0.03310157648795625
alpha158_MAX20,split_003,0.005542315447439276
alpha158_MIN20,split_003,-0.08018413708673541
alpha158_OPEN0,split_003,-0.003212972984727081
alpha158_QTLD30,split_003,-0.11569827410929093
alpha158_QTLU5,split_003,-0.005623433284198915
alpha158_RANK60,split_003,-0.09546845265832121
alpha158_ROC10,split_003,-0.07212022894183279
alpha158_RSQR10,split_003,-0.009000665243864255
alpha158_RSV20,split_003,-0.07365984836957422
alpha158_STD30,split_003,-0.07990516988577778
alpha158_SUMD30,split_003,-0.09472903961746039
alpha158_SUMN30,split_003,-0.09472909216762557
alpha158_SUMP30,split_003,-0.09472910718018399
alpha158_VMA30,split_003,-0.02568481591988038
alpha158_VSTD30,split_003,-0.013760135544754913
alpha158_VSUMD30,split_003,-0.034058202277655096
alpha158_VSUMN30,split_003,-0.03405827194673331
alpha158_VSUMP30,split_003,-0.03405819043704641
alpha158_WVMA30,split_003,0.028727848608151283
alpha360_CLOSE18,split_003,-0.11634230044574653
alpha360_CLOSE36,split_003,-0.11801018803393716
alpha360_CLOSE54,split_003,-0.09621620366202843
alpha360_HIGH18,split_003,-0.10727028845605442
alpha360_HIGH36,split_003,-0.11054055321308089
alpha360_HIGH54,split_003,-0.0861940963631031
alpha360_LOW18,split_003,-0.1225807113548684
alpha360_LOW36,split_003,-0.12586905995970288
alpha360_LOW54,split_003,-0.10453199250537146
alpha360_OPEN18,split_003,-0.11607295365238422
alpha360_OPEN36,split_003,-0.1193751666370027
alpha360_OPEN54,split_003,-0.09635167402298397
alpha360_VOLUME18,split_003,-0.027890405553679748
alpha360_VOLUME36,split_003,-0.027259965292215617
alpha360_VOLUME54,split_003,-0.02523591848526987
alpha360_VWAP18,split_003,-0.1157422571308578
alpha360_VWAP36,split_003,-0.11822889682106717
alpha360_VWAP54,split_003,-0.09564408642822853
amount_mean_20,split_003,-0.15036635610645957
corr_ret_volume_20,split_003,-0.009860130013824204
downside_std_20,split_003,-0.06342564362158709
kunquant_alpha101_alpha005,split_003,-0.04329339381523842
kunquant_alpha101_alpha012,split_003,-0.03192700790682296
kunquant_alpha101_alpha020,split_003,-0.03095486199919267
kunquant_alpha101_alpha029,split_003,-0.008603847217454927
kunquant_alpha101_alpha038,split_003,-0.006290576737968735
kunquant_alpha101_alpha046,split_003,-0.015720216376116557
kunquant_alpha101_alpha054,split_003,0.006963538461949214
kunquant_alpha101_alpha071,split_003,-0.0008469173092871206
kunquant_alpha101_alpha083,split_003,-0.12694036344264584
kunquant_alpha101_alpha095,split_003,-0.012466758455505537
ret_10,split_003,-0.0721202171723308
ret_5,split_003,-0.014071203728923846
rev_5,split_003,-0.014071203728923846
std_20,split_003,-0.08504881894337822
ta_momentum_ppo_hist,split_003,-0.04354925006415329
ta_momentum_rsi,split_003,-0.0909089678543849
ta_momentum_tsi,split_003,-0.12013210434450623
ta_trend_adx_pos,split_003,-0.0686014012414329
ta_trend_ema_fast,split_003,-0.03750917303473402
ta_trend_ichimoku_conv,split_003,-0.04129952012696664
ta_trend_macd_diff,split_003,-0.03193002090965115
ta_trend_psar_up_indicator,split_003,-0.0007360536811397657
ta_trend_vortex_ind_diff,split_003,-0.07742442430970055
ta_volatility_bbl,split_003,-0.020804462670670744
ta_volatility_dcm,split_003,-0.03716723525172084
ta_volatility_kcli,split_003,-0.019241289838841102
ta_volume_em,split_003,-0.002437345521186177
ta_volume_sma_em,split_003,-0.03230298324914938
volume_ratio_5_20,split_003,-0.017993307918283647
